Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.1,13.5,14.8,18.6,20.0,20.2,19.1,19.9,19.6,16.8,15.3,13.7,17.0
Baja California,13.2,13.6,15.4,18.0,19.4,22.9,24.2,25.8,22.7,20.3,16.0,12.1,18.6
Baja California Sur,17.3,17.4,19.0,22.2,22.1,24.9,27.7,28.5,27.4,25.0,21.0,17.3,22.5
Campeche,22.6,24.6,25.5,26.9,28.9,28.2,27.6,27.6,27.7,25.9,25.3,24.3,26.2
Coahuila,11.4,14.3,16.2,19.7,22.5,23.8,24.3,25.1,22.9,19.4,15.8,13.0,19.0
Colima,22.5,22.1,22.6,24.5,25.6,27.1,26.5,26.7,26.9,25.6,25.6,24.2,25.0
Chiapas,21.1,22.7,23.1,24.6,25.4,24.9,24.4,24.6,24.6,23.3,23.3,22.7,23.7
Chihuahua,7.9,9.9,12.1,16.8,19.6,22.9,22.7,22.3,20.4,16.8,11.6,8.2,15.9
Ciudad de México,12.7,14.5,15.6,17.5,18.0,17.6,17.0,17.3,17.7,15.8,15.1,14.3,16.1
Durango,9.6,12.0,13.5,17.6,19.8,21.6,21.1,21.1,20.0,17.4,14.1,11.5,16.6
Guanajuato,13.0,15.2,15.9,20.4,21.5,20.0,19.2,19.3,19.5,17.6,16.7,14.6,17.7
Guerrero,22.8,23.8,24.6,26.4,26.8,25.9,25.1,25.3,25.3,24.9,24.7,23.9,24.9
Hidalgo,11.9,14.0,14.7,17.2,18.3,17.9,16.9,17.3,17.4,15.0,14.5,13.9,15.7
Jalisco,16.4,17.1,18.4,21.5,23.0,23.3,22.2,22.3,22.5,20.4,19.2,17.4,20.3
Estado de México,11.8,13.0,14.0,16.2,16.8,16.3,15.7,15.9,16.3,14.6,14.1,13.1,14.8
Michoacán,16.4,17.3,18.6,21.5,22.6,21.8,20.8,20.8,21.1,19.6,18.9,17.7,19.7
Morelos,18.2,19.8,21.0,23.3,23.9,22.6,21.8,22.0,22.0,20.9,20.6,19.7,21.3
Nayarit,20.2,20.4,21.5,24.4,25.7,27.8,27.2,26.8,27.1,25.9,24.1,21.5,24.4
Nuevo León,12.5,15.2,16.7,20.2,23.1,24.0,24.4,25.5,23.2,19.5,15.9,13.1,19.4
Oaxaca,19.0,20.6,21.3,22.9,23.7,23.0,22.5,22.6,22.6,21.6,21.2,20.5,21.8
Puebla,13.8,15.6,16.6,18.4,19.7,19.2,18.4,18.5,18.8,17.0,16.4,15.3,17.3
Querétaro,13.3,15.8,16.5,19.4,20.6,19.9,19.7,20.0,19.7,17.0,16.1,15.0,17.7
Quintana Roo,22.2,23.7,24.8,25.1,27.0,27.5,27.2,27.1,27.1,25.6,25.0,24.0,25.5
San Luis Potosí,14.3,16.8,18.3,21.1,23.6,23.5,22.5,23.8,23.1,20.0,18.1,16.3,20.1
Sinaloa,19.2,19.4,20.9,24.4,25.8,29.0,29.6,28.7,28.6,27.0,23.0,19.7,24.6
Sonora,14.7,15.5,17.6,22.1,23.9,29.0,29.5,29.1,27.2,24.1,17.9,13.5,22.0
Tabasco,22.2,24.9,25.2,27.1,29.0,28.7,28.3,28.3,28.2,26.3,25.5,24.4,26.5
Tamaulipas,16.0,19.1,20.6,23.8,26.5,27.5,27.1,28.2,27.1,23.6,20.4,17.8,23.1
Tlaxcala,10.6,12.2,12.8,14.9,15.8,15.7,14.9,15.2,15.5,13.3,12.8,12.1,13.8
Veracruz,17.5,20.0,20.5,22.8,25.2,24.9,23.9,24.4,24.4,22.3,21.0,19.5,22.2
Yucatán,22.0,23.9,25.1,26.0,28.5,28.2,27.8,27.6,27.3,25.9,25.4,24.2,26.0
Zacatecas,12.0,13.4,14.8,18.5,20.2,20.8,19.7,19.8,19.4,17.0,14.8,13.1,16.9
Nacional,16.0,17.6,18.7,21.3,22.9,23.5,23.1,23.4,22.9,20.8,19.0,17.2,20.5
