Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.0,13.3,16.3,18.1,20.0,20.8,18.8,18.8,18.1,16.3,14.1,13.7,16.7
Baja California,13.0,15.3,14.2,17.8,19.5,21.5,24.3,25.7,24.5,21.4,16.6,12.6,18.9
Baja California Sur,16.1,17.4,18.2,20.9,22.3,24.8,27.2,28.3,27.8,25.3,20.1,17.0,22.1
Campeche,24.1,24.2,26.6,27.9,27.8,28.2,27.4,27.2,26.6,26.0,24.7,24.2,26.2
Coahuila,11.5,13.6,18.0,20.3,22.7,25.5,25.0,24.8,22.4,20.1,14.9,13.7,19.4
Colima,22.5,22.8,23.9,24.5,26.2,26.8,26.1,26.2,25.9,25.5,24.8,24.2,25.0
Chiapas,22.5,22.5,24.6,25.8,25.6,25.5,24.5,24.7,24.3,23.9,22.9,22.6,24.1
Chihuahua,7.9,10.4,13.2,17.5,20.6,24.2,23.6,22.6,20.9,17.8,11.3,9.8,16.6
Ciudad de México,13.7,14.7,18.0,18.0,18.0,18.1,16.9,17.5,16.7,15.5,14.2,13.6,16.3
Durango,10.6,11.9,15.5,18.0,20.6,23.2,21.3,20.8,19.4,17.2,13.1,12.3,17.0
Guanajuato,14.7,15.9,18.9,21.0,22.4,21.3,18.9,19.6,18.4,16.9,15.4,14.8,18.2
Guerrero,23.3,23.8,25.7,26.9,27.5,26.6,25.4,25.3,24.6,24.7,24.0,23.4,25.1
Hidalgo,13.0,13.6,17.1,18.0,18.4,18.4,17.3,17.3,16.6,15.3,14.1,13.6,16.1
Jalisco,16.2,17.2,19.7,21.2,22.9,24.2,22.0,21.9,21.2,20.1,18.0,17.5,20.2
Estado de México,11.7,12.5,15.2,15.9,16.1,16.2,15.2,15.3,14.9,14.1,12.8,12.3,14.3
Michoacán,16.1,16.9,19.8,21.1,22.3,22.5,20.6,20.6,19.8,18.9,17.4,17.0,19.4
Morelos,19.1,20.0,22.6,24.0,23.9,23.4,22.0,22.1,21.5,21.3,20.2,19.5,21.6
Nayarit,20.9,21.4,23.4,24.6,26.5,28.7,27.1,27.1,27.1,26.4,24.0,22.9,25.0
Nuevo León,12.0,14.6,18.9,21.0,22.8,25.0,24.9,24.9,22.7,20.5,15.1,14.3,19.7
Oaxaca,19.7,20.0,22.2,23.2,23.4,22.9,21.9,22.0,21.5,21.1,20.2,19.7,21.5
Puebla,15.0,15.6,18.4,19.3,19.3,19.2,18.1,18.0,17.5,16.9,15.8,15.4,17.4
Querétaro,14.1,15.2,18.6,19.7,20.1,20.1,19.0,18.9,18.3,16.4,15.5,15.5,17.6
Quintana Roo,23.3,23.1,25.3,26.7,26.9,27.9,27.3,27.3,26.8,25.9,24.5,23.6,25.7
San Luis Potosí,15.1,16.5,20.4,22.0,23.7,24.2,22.4,23.3,21.9,19.9,17.1,16.9,20.3
Sinaloa,18.9,19.9,21.0,24.0,26.5,30.0,29.1,29.1,28.6,27.6,22.4,20.3,24.8
Sonora,13.9,16.1,16.5,20.6,24.1,27.8,29.1,28.5,27.5,24.4,17.4,14.1,21.6
Tabasco,24.6,24.4,27.3,29.3,29.6,29.6,28.8,29.0,28.0,27.1,25.4,25.0,27.3
Tamaulipas,16.3,18.9,22.9,24.9,26.3,28.1,26.7,27.7,25.8,23.6,18.8,18.3,23.2
Tlaxcala,11.6,12.6,15.4,15.7,15.7,15.9,14.7,14.8,14.4,13.6,12.3,12.0,14.0
Veracruz,18.7,19.3,22.8,24.6,25.3,25.8,24.3,24.4,23.6,22.5,20.2,20.0,22.6
Yucatán,23.8,23.7,25.9,27.4,27.8,28.1,27.7,27.7,27.0,26.1,24.9,23.8,26.1
Zacatecas,11.6,12.7,16.0,17.8,20.1,21.6,19.4,19.6,18.6,16.6,13.9,13.6,16.8
Nacional,16.7,17.4,20.1,21.8,22.9,23.9,23.1,23.1,22.3,20.9,18.3,17.4,20.7
