Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.3,3.8,6.4,9.0,11.7,13.0,12.4,12.0,12.3,9.5,5.6,2.0,8.4
Baja California,5.0,5.7,9.2,8.7,11.8,14.1,17.9,18.3,16.8,11.5,7.2,5.1,10.9
Baja California Sur,9.2,9.3,10.7,12.1,13.9,16.2,20.1,20.9,20.4,16.7,12.4,8.8,14.2
Campeche,15.3,17.6,18.8,19.4,21.5,21.9,21.0,21.0,21.0,20.4,18.4,15.4,19.3
Coahuila,5.2,6.9,10.1,13.3,17.4,19.1,18.9,18.6,17.4,14.1,9.2,3.5,12.8
Colima,17.1,15.6,16.4,18.0,19.7,21.4,21.1,21.2,21.2,20.5,19.2,16.4,18.9
Chiapas,15.0,15.6,17.1,17.6,19.1,18.8,18.5,18.7,18.6,18.5,17.0,14.9,17.4
Chihuahua,2.6,3.0,6.3,9.6,13.9,16.8,17.3,17.3,15.4,11.1,6.1,1.9,10.1
Ciudad de México,6.1,7.0,8.3,9.4,10.7,10.7,10.3,10.2,10.4,10.0,7.6,5.2,8.8
Durango,2.6,3.5,6.4,9.3,12.3,14.3,14.4,13.9,13.2,10.1,5.7,2.2,9.0
Guanajuato,5.4,6.7,8.2,11.1,13.2,13.8,12.6,12.1,12.9,10.8,8.2,3.6,9.9
Guerrero,15.7,15.7,17.1,18.9,20.0,19.5,19.1,19.1,19.2,18.8,17.2,15.5,18.0
Hidalgo,4.8,5.7,7.9,9.4,11.0,12.2,11.0,11.3,11.7,10.4,7.1,4.2,8.9
Jalisco,7.4,7.1,9.5,11.8,14.4,16.5,15.8,15.9,16.2,14.3,10.3,7.1,12.2
Estado de México,2.7,3.1,5.4,7.4,8.8,9.9,9.1,9.1,10.0,8.6,5.9,2.7,6.9
Michoacán,6.1,5.8,8.2,10.4,12.5,13.1,11.9,12.0,12.6,11.2,7.8,4.9,9.7
Morelos,9.7,10.1,12.7,14.5,16.2,16.2,15.2,14.9,15.0,14.7,11.4,7.8,13.2
Nayarit,12.8,11.8,13.3,15.7,17.9,21.3,21.2,21.3,21.3,19.8,16.1,12.7,17.1
Nuevo León,3.9,5.8,9.1,12.6,13.8,15.0,15.4,15.2,13.9,11.7,8.7,5.7,10.9
Oaxaca,13.7,14.3,15.4,17.3,19.2,19.2,18.6,19.1,19.1,18.9,17.5,15.1,17.3
Puebla,7.5,8.5,10.8,12.1,13.9,14.9,13.6,13.8,13.8,13.4,10.2,6.9,11.6
Querétaro,6.3,7.1,10.1,11.1,13.5,13.9,13.8,14.3,14.5,12.4,9.7,6.6,11.1
Quintana Roo,15.2,17.5,18.7,18.9,21.1,21.8,21.4,21.4,21.4,21.0,19.1,15.9,19.4
San Luis Potosí,8.4,9.5,13.1,14.1,16.9,17.8,17.1,17.0,17.1,15.1,11.6,7.2,13.7
Sinaloa,11.2,10.8,11.7,14.6,17.5,21.9,23.3,23.1,22.7,20.1,14.3,10.6,16.8
Sonora,6.1,5.9,8.8,10.7,14.6,18.8,22.3,22.0,20.1,15.6,8.2,5.1,13.2
Tabasco,18.0,19.1,20.6,21.1,23.2,23.2,22.6,22.7,22.7,22.6,20.6,18.0,21.2
Tamaulipas,11.2,12.1,16.2,17.6,20.6,22.0,21.5,21.8,21.1,19.3,16.0,10.6,17.5
Tlaxcala,2.3,2.8,4.8,6.9,8.6,10.0,8.1,8.2,9.1,7.8,4.1,1.3,6.1
Veracruz,13.6,14.6,17.0,17.8,20.1,20.2,19.4,19.6,19.5,18.8,16.1,13.0,17.5
Yucatán,14.8,17.6,19.1,19.0,22.1,22.9,21.8,22.0,22.2,21.4,19.3,15.9,19.8
Zacatecas,2.9,3.2,5.7,8.0,11.2,13.0,12.1,11.9,12.0,8.9,4.8,1.0,7.9
Nacional,8.8,9.4,11.6,13.2,15.6,16.9,16.7,16.7,16.6,14.9,11.5,8.3,13.3
