Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.8,14.6,17.0,20.2,22.1,21.5,20.0,19.6,19.4,18.6,17.0,13.0,18.0
Baja California,13.2,13.2,14.9,15.7,18.5,21.8,25.0,25.6,24.9,19.4,16.2,12.5,18.4
Baja California Sur,17.5,17.9,18.6,20.8,22.9,24.6,27.6,28.2,27.7,24.1,20.7,17.0,22.3
Campeche,22.1,24.4,26.1,27.7,29.6,28.3,27.7,27.5,27.1,26.1,24.2,21.8,26.0
Coahuila,13.2,14.5,18.2,23.6,27.2,27.6,26.5,26.5,24.4,21.7,17.7,12.8,21.1
Colima,24.0,24.0,24.1,25.8,26.8,27.0,27.1,26.8,26.9,25.9,25.5,23.6,25.6
Chiapas,21.9,22.8,24.3,25.4,25.9,24.7,24.7,24.7,24.4,24.3,23.0,21.7,24.0
Chihuahua,11.8,12.9,15.5,20.5,24.6,26.7,25.5,25.5,22.8,19.5,15.3,11.0,19.3
Ciudad de México,13.1,14.9,16.9,18.0,18.9,17.3,16.7,16.7,16.5,16.1,14.7,13.0,16.1
Durango,11.7,12.5,15.5,19.5,22.7,22.8,21.5,21.4,20.0,18.3,15.1,11.1,17.7
Guanajuato,14.3,15.4,18.4,20.7,22.1,21.1,19.7,19.9,19.2,18.9,15.3,14.4,18.3
Guerrero,23.5,24.3,25.2,27.0,27.6,25.9,25.5,25.5,25.2,25.0,23.9,22.9,25.1
Hidalgo,13.0,14.9,17.2,18.7,19.9,18.9,18.2,18.1,18.1,17.1,14.4,13.2,16.8
Jalisco,16.5,18.0,19.8,22.6,24.4,23.7,22.3,22.1,22.1,20.9,18.8,16.1,20.6
Estado de México,10.9,12.5,14.5,16.0,16.9,15.9,15.4,15.3,15.6,15.0,13.1,11.1,14.3
Michoacán,14.8,16.3,18.3,20.8,22.3,20.6,19.4,19.1,19.1,18.4,16.5,14.3,18.3
Morelos,18.7,20.4,22.5,24.6,25.0,22.5,22.0,22.0,21.4,21.2,19.4,17.7,21.5
Nayarit,21.1,21.4,22.9,25.5,27.7,28.1,27.1,26.8,26.5,25.8,23.7,20.6,24.7
Nuevo León,12.5,14.2,17.8,20.9,22.5,22.6,23.0,24.4,22.0,18.7,17.9,13.2,19.1
Oaxaca,19.7,20.7,22.5,24.0,24.7,23.2,22.8,23.1,23.2,22.9,21.6,21.1,22.5
Puebla,14.1,15.8,18.1,20.0,21.2,20.3,19.1,19.2,18.9,18.2,15.7,13.9,17.9
Querétaro,14.5,15.8,17.8,19.4,21.2,19.4,19.7,19.9,19.5,18.5,16.6,14.3,18.0
Quintana Roo,22.1,24.2,25.6,26.3,27.9,27.6,27.6,27.4,27.3,26.6,24.7,22.6,25.8
San Luis Potosí,15.7,17.5,20.9,23.4,26.1,25.2,23.6,24.1,23.2,21.7,18.3,15.9,21.3
Sinaloa,20.3,20.7,21.5,24.6,27.6,29.8,30.3,29.9,29.0,27.3,23.6,19.3,25.3
Sonora,15.6,16.0,17.6,21.5,25.2,29.5,30.6,29.8,28.9,24.0,18.8,14.4,22.7
Tabasco,23.0,24.0,27.3,28.6,30.1,29.1,28.5,28.5,29.3,28.2,25.2,22.7,27.0
Tamaulipas,16.8,18.2,22.1,25.3,28.4,28.4,26.9,27.7,26.3,24.3,20.2,17.2,23.5
Tlaxcala,11.7,12.9,15.1,16.4,17.2,16.3,15.4,15.4,15.7,14.9,13.0,11.0,14.6
Veracruz,18.6,20.0,23.1,25.4,27.5,26.4,25.4,25.6,25.2,24.1,21.2,19.1,23.5
Yucatán,21.5,24.4,26.5,26.8,29.3,28.7,27.4,27.9,27.5,26.6,24.7,22.1,26.1
Zacatecas,12.0,13.5,16.0,19.4,22.0,21.2,19.3,19.2,18.7,17.1,14.6,11.3,17.0
Nacional,16.6,17.9,20.0,22.3,24.2,23.9,23.4,23.4,22.9,21.5,19.0,16.4,20.9
