Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.6,13.8,15.9,18.5,21.1,21.2,19.4,18.7,17.9,16.9,15.2,12.5,17.1
Baja California,12.1,12.9,15.8,18.6,19.6,23.4,26.1,24.7,24.1,20.5,16.9,13.3,19.0
Baja California Sur,15.4,16.5,18.7,21.2,22.8,25.4,27.7,27.8,27.9,25.1,21.0,17.5,22.2
Campeche,24.1,24.2,25.1,27.2,28.4,28.3,27.6,27.3,26.8,25.8,25.2,23.1,26.1
Coahuila,13.8,14.7,17.1,20.6,24.2,25.6,24.4,23.9,22.0,19.1,16.4,11.8,19.4
Colima,23.1,23.2,23.3,24.5,25.9,26.1,25.7,26.0,25.4,25.8,25.2,23.4,24.8
Chiapas,21.9,21.9,22.9,24.9,25.6,24.8,24.3,24.3,23.9,23.4,22.9,21.6,23.5
Chihuahua,9.1,11.1,14.4,18.4,21.6,25.0,23.3,21.9,20.4,17.0,12.9,8.8,17.0
Ciudad de México,13.7,13.6,14.7,15.9,17.9,17.7,16.5,16.5,15.7,15.4,14.9,12.8,15.4
Durango,11.9,12.9,15.2,18.2,21.3,22.9,21.0,20.4,19.2,17.0,14.0,11.2,17.1
Guanajuato,15.7,15.6,16.6,19.4,21.8,21.8,20.1,19.3,18.2,17.2,17.0,13.8,18.0
Guerrero,23.7,24.4,25.0,26.5,27.1,26.1,25.1,25.1,24.6,24.6,24.4,23.3,25.0
Hidalgo,13.9,13.8,15.4,17.3,19.0,18.5,17.7,17.6,16.9,15.6,15.1,13.1,16.2
Jalisco,17.1,17.6,19.0,21.5,23.6,23.8,22.0,21.8,21.2,20.6,18.8,16.4,20.3
Estado de México,12.5,12.8,14.0,15.7,16.8,16.4,15.5,15.6,15.2,14.5,13.9,12.1,14.6
Michoacán,17.6,18.1,19.3,21.4,22.8,22.3,21.0,21.2,20.4,19.7,19.0,17.0,20.0
Morelos,19.6,20.1,21.5,23.2,24.0,22.9,21.5,21.6,21.4,20.9,20.3,18.9,21.3
Nayarit,21.3,21.8,22.6,24.7,26.5,27.8,26.7,26.8,26.7,26.5,24.3,21.8,24.8
Nuevo León,14.4,14.7,17.6,20.9,24.6,25.8,24.6,24.4,22.4,19.4,16.8,11.6,19.8
Oaxaca,21.2,21.2,21.9,23.7,24.3,23.3,22.8,23.0,22.3,21.9,21.5,20.2,22.3
Puebla,15.2,15.8,17.0,19.0,20.0,19.6,18.6,18.6,18.2,17.1,16.5,14.9,17.5
Querétaro,15.1,15.2,16.8,19.0,20.8,20.3,18.9,18.7,18.1,16.9,16.4,14.1,17.5
Quintana Roo,23.8,23.7,24.4,26.1,27.5,27.8,27.5,27.4,26.9,25.8,24.9,22.8,25.7
San Luis Potosí,17.1,16.9,19.3,22.2,24.7,24.9,23.5,23.1,22.0,20.2,18.7,14.5,20.6
Sinaloa,18.4,19.6,21.5,24.7,26.9,29.9,28.9,28.6,28.4,27.0,23.4,19.8,24.7
Sonora,13.1,15.0,18.3,22.2,24.8,29.5,29.3,27.8,27.8,24.1,18.8,14.5,22.1
Tabasco,24.6,24.7,25.5,28.3,29.5,29.0,28.6,28.6,27.8,26.9,26.0,23.5,26.9
Tamaulipas,18.9,18.7,21.5,24.7,27.8,28.9,27.5,27.2,25.8,23.1,21.3,15.2,23.4
Tlaxcala,11.6,11.9,12.9,14.4,15.9,15.4,14.4,14.5,14.2,13.4,12.9,11.1,13.5
Veracruz,19.8,19.8,21.0,23.8,26.0,25.4,24.3,24.5,23.7,22.5,21.5,18.1,22.5
Yucatán,24.2,24.2,24.8,26.4,28.2,28.4,27.8,27.7,26.9,25.7,25.0,23.1,26.0
Zacatecas,13.4,13.8,15.9,18.5,21.2,21.9,19.9,19.2,18.5,17.3,15.1,12.4,17.3
Nacional,17.2,17.7,19.2,21.6,23.5,24.1,23.2,22.9,22.2,20.8,19.2,16.5,20.7
