Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.2,14.8,17.1,19.9,21.4,21.4,20.5,20.1,19.6,17.8,14.8,12.2,17.6
Baja California,13.6,13.7,13.9,16.7,19.3,22.1,24.4,25.2,23.5,20.2,15.4,13.9,18.5
Baja California Sur,17.1,18.1,18.2,20.3,22.2,25.4,27.4,28.1,27.1,24.2,19.8,17.3,22.1
Campeche,22.5,23.6,26.0,28.3,29.1,27.4,27.1,27.0,26.7,25.3,23.8,22.1,25.7
Coahuila,13.3,16.1,19.0,22.5,25.5,25.8,26.2,25.8,24.2,19.5,15.3,11.8,20.4
Colima,22.8,23.7,23.4,24.7,25.7,27.1,27.0,26.7,26.2,26.4,25.1,23.6,25.2
Chiapas,21.6,22.4,24.0,25.2,25.2,24.4,24.2,24.3,23.9,23.1,22.6,21.3,23.5
Chihuahua,10.4,13.1,14.7,18.4,22.4,23.9,23.6,23.0,22.2,16.9,12.5,8.7,17.5
Ciudad de México,12.7,14.3,16.3,18.4,18.3,17.8,17.1,16.6,16.6,15.7,14.6,12.3,15.9
Durango,11.3,14.1,16.1,19.4,22.0,21.9,21.3,21.2,20.6,16.8,13.3,10.4,17.4
Guanajuato,13.7,15.9,18.2,20.6,21.9,21.4,19.5,19.7,18.8,17.0,14.8,13.2,17.9
Guerrero,22.9,23.9,25.0,26.3,26.7,25.6,25.1,24.9,24.8,24.6,24.1,22.9,24.7
Hidalgo,13.1,14.6,17.1,18.7,19.2,18.6,17.5,17.6,16.9,15.0,14.3,12.5,16.3
Jalisco,16.5,18.7,19.8,22.1,23.5,23.3,22.1,22.0,21.8,21.0,18.5,16.7,20.5
Estado de México,11.2,12.7,14.6,16.3,16.5,16.2,15.3,15.3,14.9,13.8,12.8,10.8,14.2
Michoacán,15.9,17.7,19.3,21.4,22.4,21.4,20.2,20.0,20.0,19.0,17.5,15.5,19.2
Morelos,18.5,20.2,22.4,24.2,24.2,23.1,22.3,22.2,22.0,21.0,20.5,18.4,21.6
Nayarit,20.9,22.1,22.9,24.8,26.8,27.9,27.1,27.3,27.3,26.4,23.7,21.2,24.9
Nuevo León,14.9,17.7,20.2,22.9,25.0,25.0,25.3,25.2,23.6,19.5,16.5,12.6,20.7
Oaxaca,19.2,20.5,22.6,23.9,24.0,23.0,22.6,22.5,22.0,21.4,20.7,19.5,21.8
Puebla,14.0,15.5,17.8,19.5,19.9,19.1,18.3,18.7,18.1,16.6,15.7,13.9,17.2
Querétaro,14.2,15.5,18.5,20.5,21.5,20.5,19.4,19.2,18.7,16.8,15.9,13.9,17.9
Quintana Roo,22.6,23.1,24.5,26.1,27.2,26.5,26.9,26.8,26.9,25.3,23.8,22.6,25.2
San Luis Potosí,16.4,18.4,21.4,23.5,25.1,24.4,23.6,23.5,22.7,20.3,18.6,15.9,21.1
Sinaloa,19.2,20.8,21.4,23.5,26.4,29.4,29.1,28.9,29.0,27.3,22.6,19.6,24.8
Sonora,15.3,16.9,17.8,21.1,25.3,29.1,29.7,29.4,29.0,24.4,17.8,14.8,22.5
Tabasco,23.9,24.9,27.1,28.5,29.5,28.2,27.6,27.4,27.0,25.3,24.6,23.1,26.4
Tamaulipas,18.4,20.8,23.6,25.8,27.8,27.5,27.4,27.6,26.1,22.6,20.4,16.3,23.7
Tlaxcala,11.4,13.0,14.9,16.2,16.5,16.2,15.2,15.4,15.0,13.8,13.0,10.8,14.3
Veracruz,19.4,20.8,23.6,25.2,26.6,25.5,24.8,24.9,24.3,22.3,20.9,18.6,23.1
Yucatán,23.0,23.9,26.0,27.9,29.1,27.6,27.6,27.7,27.6,25.8,24.2,22.6,26.1
Zacatecas,12.1,14.8,16.2,19.4,21.0,21.0,19.9,19.8,19.3,17.4,14.3,11.8,17.2
Nacional,16.7,18.3,20.1,22.2,23.6,23.7,23.3,23.3,22.7,20.7,18.5,16.3,20.8
