Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,4.9,4.0,5.9,7.9,10.6,13.1,12.8,12.2,12.0,9.8,6.1,4.7,8.6
Baja California,6.6,7.5,8.5,10.3,12.7,14.2,16.3,17.7,15.7,12.6,8.3,6.0,11.3
Baja California Sur,9.9,9.3,10.5,12.2,14.4,16.7,20.2,21.3,20.4,17.3,12.8,10.5,14.6
Campeche,17.3,16.8,18.1,19.6,19.7,21.0,20.4,20.1,20.1,19.9,18.8,17.2,19.1
Coahuila,5.7,6.6,8.9,11.4,14.6,17.6,18.3,17.7,15.9,12.1,7.7,6.4,11.9
Colima,15.0,13.5,14.5,15.3,17.3,19.1,19.6,19.7,19.8,19.1,17.6,15.9,17.2
Chiapas,15.5,15.3,16.7,18.2,18.7,19.3,18.6,18.5,18.4,18.1,17.0,15.7,17.5
Chihuahua,2.1,2.1,3.7,7.4,11.1,15.1,16.9,15.9,13.5,8.1,2.6,2.3,8.4
Ciudad de México,6.4,6.0,7.9,9.1,9.7,11.0,10.6,10.5,10.5,8.8,7.5,5.3,8.6
Durango,3.5,2.9,5.1,7.6,10.2,14.2,14.6,14.0,12.6,8.8,5.0,4.2,8.5
Guanajuato,6.5,6.1,8.7,9.7,11.7,12.7,12.8,12.6,12.3,10.2,7.8,6.3,9.8
Guerrero,16.1,15.9,17.6,18.8,19.9,20.4,19.4,19.3,19.0,19.0,17.7,16.2,18.2
Hidalgo,5.7,5.3,7.1,8.6,9.7,11.2,11.0,10.7,10.6,8.6,7.1,5.0,8.4
Jalisco,8.4,6.9,8.8,10.4,12.8,16.5,15.8,15.5,15.2,13.3,9.8,8.2,11.8
Estado de México,4.1,3.5,5.2,6.6,7.7,9.2,9.0,9.0,9.1,7.2,5.5,3.3,6.6
Michoacán,8.3,7.1,9.2,11.1,12.8,15.0,14.4,14.4,14.1,12.4,10.3,8.1,11.4
Morelos,11.3,11.2,13.4,14.9,16.0,17.2,16.0,16.1,15.9,15.1,13.4,11.4,14.3
Nayarit,13.9,12.4,13.8,15.0,17.8,21.6,21.4,21.2,21.2,20.0,16.6,15.1,17.5
Nuevo León,6.7,8.0,10.3,12.6,15.0,17.3,18.0,17.6,16.5,12.9,8.6,7.7,12.6
Oaxaca,12.7,12.7,14.2,15.4,16.1,16.8,16.1,16.0,16.0,15.2,14.4,12.8,14.8
Puebla,7.6,7.5,9.3,10.7,11.4,12.5,11.7,11.4,11.5,10.4,8.8,6.9,9.9
Querétaro,7.0,7.0,8.7,10.1,11.2,12.7,13.0,12.5,12.5,10.2,8.6,7.0,10.0
Quintana Roo,17.4,16.5,18.0,19.7,20.1,22.1,21.7,21.4,21.3,20.8,19.7,17.3,19.6
San Luis Potosí,9.6,10.0,11.9,13.5,15.5,17.0,17.0,16.7,16.3,13.9,11.2,10.0,13.5
Sinaloa,12.9,11.5,12.5,14.4,18.1,22.7,23.7,23.3,22.8,20.0,14.8,13.4,17.5
Sonora,7.6,7.5,8.2,10.7,14.9,18.3,21.2,21.4,19.4,14.7,8.4,6.8,13.2
Tabasco,19.7,19.6,20.7,22.2,22.9,23.4,22.9,22.7,22.6,22.1,21.1,19.7,21.6
Tamaulipas,11.2,12.8,14.9,17.0,19.0,21.3,21.3,21.0,20.3,16.8,13.2,12.0,16.7
Tlaxcala,3.4,3.5,5.3,6.4,7.4,9.1,7.9,7.8,8.1,6.2,4.9,2.4,6.0
Veracruz,14.1,14.4,16.0,17.7,18.6,20.0,19.2,18.8,18.8,17.2,15.7,14.6,17.1
Yucatán,16.9,15.9,17.6,19.0,20.0,21.0,20.8,20.5,20.4,19.7,18.6,16.3,18.9
Zacatecas,4.3,3.2,5.2,7.2,9.9,13.4,13.0,12.6,12.0,9.4,5.6,4.7,8.4
Nacional,9.7,9.4,11.1,12.8,14.6,16.7,16.7,16.6,16.1,14.1,11.4,9.8,13.2
