Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.6,13.7,16.3,18.7,21.6,22.4,20.1,21.1,20.6,18.3,14.9,13.0,17.8
Baja California,14.4,13.6,14.9,16.5,20.7,23.1,26.7,27.8,26.6,20.8,16.8,14.3,19.7
Baja California Sur,18.2,18.2,19.8,21.0,24.1,25.8,28.1,29.9,28.7,25.6,21.0,18.1,23.2
Campeche,22.3,23.7,25.1,28.8,30.0,29.6,28.1,28.6,28.5,26.9,24.9,23.0,26.6
Coahuila,13.1,14.9,18.4,22.9,26.4,28.7,27.3,28.7,23.3,22.2,17.1,13.1,21.3
Colima,24.2,24.2,24.4,25.2,26.6,27.9,26.9,27.7,26.3,27.2,25.6,23.8,25.8
Chiapas,21.5,23.1,23.9,26.4,26.6,26.2,25.0,25.4,25.6,24.5,23.1,22.0,24.4
Chihuahua,10.3,11.8,14.8,18.1,22.1,25.3,24.0,24.4,24.3,18.6,13.5,10.8,18.1
Ciudad de México,13.7,15.2,17.9,19.4,20.4,20.2,18.3,18.8,18.1,17.5,15.3,14.1,17.4
Durango,11.3,12.3,15.2,18.2,21.7,23.6,22.0,22.4,20.7,18.0,13.4,11.2,17.5
Guanajuato,15.6,16.9,18.9,21.0,22.5,22.7,22.5,21.6,20.7,19.4,16.0,15.1,19.4
Guerrero,23.2,23.7,25.0,26.5,27.4,27.0,25.2,25.9,24.5,25.7,24.3,23.0,25.1
Hidalgo,13.7,14.7,17.3,20.0,20.8,20.9,19.0,19.6,19.2,17.5,15.0,13.8,17.6
Jalisco,16.7,17.1,19.9,21.5,23.8,24.4,22.4,23.1,22.8,21.2,18.2,17.5,20.7
Estado de México,10.2,12.2,14.5,16.3,17.3,17.1,15.7,15.9,15.2,14.3,12.2,11.4,14.3
Michoacán,15.9,15.9,18.3,20.7,22.1,22.1,20.1,20.5,20.1,18.8,16.3,15.3,18.8
Morelos,18.3,20.1,22.5,24.0,25.5,24.0,21.7,22.3,22.0,21.9,19.5,18.7,21.7
Nayarit,22.0,22.3,23.7,25.0,27.3,28.8,26.9,28.1,27.9,27.2,24.3,21.5,25.4
Nuevo León,14.1,15.7,18.7,23.3,26.6,28.6,27.6,28.9,25.6,22.6,17.9,14.0,22.0
Oaxaca,20.7,21.9,23.4,26.0,27.1,26.4,24.7,25.2,24.7,24.3,22.7,21.3,24.0
Puebla,13.6,15.0,17.1,19.5,20.1,20.2,18.8,19.3,18.7,17.7,15.7,14.6,17.5
Querétaro,14.2,15.2,17.9,20.7,22.3,22.4,20.3,21.0,20.1,18.9,15.5,14.3,18.6
Quintana Roo,23.0,23.8,24.4,27.6,28.7,29.3,28.2,29.3,29.0,27.5,25.5,23.8,26.7
San Luis Potosí,16.2,17.6,20.3,24.2,26.4,27.0,25.2,26.3,26.8,22.8,19.1,17.0,22.4
Sinaloa,20.1,20.4,22.0,23.8,27.2,29.7,29.4,30.0,27.4,26.7,23.3,19.7,25.0
Sonora,14.6,15.3,17.8,20.4,25.0,28.6,29.9,30.3,28.6,22.9,18.1,14.7,22.2
Tabasco,22.1,23.6,24.8,28.3,29.5,29.6,27.8,28.3,28.2,27.1,24.8,23.1,26.4
Tamaulipas,16.9,18.2,20.6,25.0,28.0,29.5,28.5,29.9,27.4,24.9,20.8,16.6,23.8
Tlaxcala,11.4,12.2,14.2,16.2,17.2,17.0,15.7,16.0,15.6,14.6,12.2,11.4,14.5
Veracruz,18.0,19.3,21.0,24.3,26.0,26.2,24.6,25.0,24.8,23.5,21.0,19.1,22.7
Yucatán,22.2,23.1,24.1,27.9,29.2,29.3,27.6,28.5,28.3,26.7,24.6,22.4,26.2
Zacatecas,12.0,12.8,15.3,17.9,20.8,21.8,19.7,20.3,19.3,17.1,13.5,11.9,16.8
Nacional,15.9,16.8,19.1,22.0,24.8,26.2,25.3,26.0,24.7,22.1,18.4,16.1,21.4
