Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.8,14.9,16.5,20.1,21.1,20.9,20.6,20.2,19.4,17.6,15.0,13.2,17.7
Baja California,13.0,13.3,14.9,17.2,20.7,23.6,24.7,25.7,23.9,19.4,15.1,13.5,18.7
Baja California Sur,16.7,17.6,18.0,20.4,22.5,25.9,28.1,28.5,27.5,23.9,19.9,17.3,22.2
Campeche,22.0,24.3,25.9,27.9,28.2,27.5,27.5,27.0,27.0,25.9,24.6,22.8,25.9
Coahuila,12.7,15.9,18.1,22.3,25.3,25.9,26.6,25.7,24.1,20.2,16.1,12.0,20.4
Colima,23.7,24.2,23.2,24.8,26.4,27.6,27.4,27.3,26.5,27.0,25.5,24.5,25.7
Chiapas,21.6,22.6,24.0,25.1,24.9,24.4,24.4,24.3,23.9,23.6,23.1,21.9,23.6
Chihuahua,9.7,11.9,14.0,18.9,21.9,23.6,23.8,23.0,21.4,17.1,11.7,8.3,17.1
Ciudad de México,12.7,14.4,16.2,18.0,17.6,17.1,17.1,16.7,16.6,16.2,14.8,12.8,15.8
Durango,11.3,13.6,15.2,19.6,21.4,21.9,21.7,21.2,20.3,17.3,13.9,11.1,17.4
Guanajuato,14.3,16.0,18.5,20.6,21.6,20.2,19.9,19.4,19.6,18.3,17.2,14.1,18.3
Guerrero,23.2,24.2,24.9,26.4,26.7,25.5,25.4,25.3,25.1,25.2,24.6,23.5,25.0
Hidalgo,13.3,14.9,17.0,18.5,18.7,18.5,18.3,17.8,17.5,15.9,15.3,13.6,16.6
Jalisco,16.9,18.6,19.2,22.1,23.6,22.8,22.1,22.0,21.9,20.9,18.6,17.2,20.5
Estado de México,11.4,12.8,14.1,15.9,15.8,15.6,15.2,15.1,14.9,13.8,12.8,11.1,14.0
Michoacán,15.8,17.4,18.3,20.9,21.4,20.4,19.8,19.7,19.5,18.6,17.0,15.7,18.7
Morelos,18.6,20.2,21.9,23.8,23.7,22.3,22.1,22.0,21.8,21.2,20.5,18.9,21.4
Nayarit,21.1,22.4,22.0,24.6,27.0,27.7,26.9,26.9,27.0,26.1,23.9,21.6,24.8
Nuevo León,14.3,17.1,18.9,22.0,24.1,25.0,25.9,25.3,23.3,19.7,16.8,13.2,20.5
Oaxaca,18.8,20.1,21.8,23.1,23.2,22.4,22.5,22.3,21.9,21.4,20.8,19.6,21.5
Puebla,14.3,15.8,17.7,19.3,19.6,18.8,18.6,18.6,18.5,17.2,16.7,14.6,17.5
Querétaro,14.7,16.1,18.1,19.8,20.4,19.6,19.3,18.7,18.6,16.9,16.5,14.6,17.8
Quintana Roo,22.0,23.7,24.6,25.8,26.5,26.7,27.1,26.9,26.9,25.6,24.6,23.3,25.3
San Luis Potosí,16.4,18.5,21.0,23.4,24.3,24.2,24.3,23.8,23.1,20.9,19.3,16.8,21.3
Sinaloa,19.1,20.6,20.8,23.6,27.1,29.8,29.3,29.0,28.9,26.6,22.6,19.6,24.7
Sonora,14.4,15.9,17.5,21.5,26.3,29.6,30.0,29.5,29.0,23.5,17.4,14.4,22.4
Tabasco,22.6,24.0,26.4,27.9,28.1,27.9,27.7,27.2,26.8,25.6,25.1,23.4,26.1
Tamaulipas,17.7,20.7,22.7,25.2,26.9,27.5,28.2,27.6,26.2,23.1,20.8,17.1,23.6
Tlaxcala,11.6,12.9,14.4,16.0,16.1,15.7,15.3,15.1,15.2,14.2,13.2,11.5,14.2
Veracruz,18.9,20.7,23.2,24.9,25.6,25.5,25.3,24.9,24.8,22.9,21.7,19.2,23.1
Yucatán,22.5,24.7,26.1,27.7,28.1,28.2,28.2,28.0,27.6,25.9,24.2,22.8,26.2
Zacatecas,12.5,14.7,15.5,19.7,20.7,20.3,20.3,19.7,19.1,17.2,14.5,12.5,17.2
Nacional,16.6,18.3,19.7,22.1,23.3,23.5,23.5,23.3,22.8,20.9,18.8,16.8,20.8
