Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.3,5.1,6.3,8.3,11.3,13.4,13.1,12.7,12.3,9.7,6.5,3.7,8.8
Baja California,5.7,6.6,7.6,9.1,12.9,13.8,16.7,18.6,16.8,11.6,7.9,5.6,11.1
Baja California Sur,8.3,9.3,10.5,11.5,14.6,17.3,20.7,22.0,20.7,16.8,13.0,9.5,14.5
Campeche,16.5,17.4,18.4,20.1,20.8,20.9,20.5,20.4,20.7,19.7,18.6,17.1,19.3
Coahuila,3.2,6.0,7.6,10.2,15.6,17.8,18.6,18.1,16.0,11.1,7.6,3.2,11.2
Colima,13.4,13.9,14.8,15.3,18.4,21.0,20.9,20.4,20.4,19.4,17.8,15.6,17.6
Chiapas,14.5,15.1,16.2,17.9,18.6,18.7,18.5,18.3,18.6,17.8,17.0,15.4,17.2
Chihuahua,-0.5,2.1,4.2,6.4,12.2,15.6,16.4,15.5,13.7,7.7,3.1,-0.9,7.9
Ciudad de México,3.4,6.4,7.6,8.3,9.1,9.8,9.5,9.5,9.7,7.9,6.2,5.4,7.7
Durango,1.2,4.1,5.4,7.2,11.6,14.1,14.5,14.0,12.7,8.0,4.6,0.6,8.1
Guanajuato,4.4,6.4,7.5,9.8,13.5,13.5,13.2,13.0,13.1,10.4,7.2,6.4,9.9
Guerrero,15.2,16.5,17.6,18.7,20.0,19.9,19.5,19.3,19.3,18.5,17.2,16.4,18.1
Hidalgo,3.3,5.2,6.9,8.7,10.0,10.9,10.7,10.3,10.7,8.4,6.4,4.9,8.0
Jalisco,5.7,7.7,9.1,10.5,13.9,16.3,16.1,15.5,15.5,13.0,9.7,7.0,11.6
Estado de México,1.9,3.9,5.0,6.5,8.0,9.3,9.2,8.8,9.1,7.2,4.7,3.5,6.4
Michoacán,5.8,8.1,9.3,10.6,13.4,14.6,14.3,13.8,14.0,12.0,9.7,7.8,11.1
Morelos,9.1,11.0,12.5,14.2,15.7,16.4,15.5,15.4,15.6,14.3,12.2,10.9,13.5
Nayarit,11.6,12.9,13.9,15.6,18.8,21.8,21.4,21.2,21.4,19.7,15.9,13.1,17.2
Nuevo León,4.2,7.1,8.8,11.2,15.4,17.5,18.2,17.8,16.8,12.9,9.4,5.5,12.0
Oaxaca,11.3,12.5,14.1,15.5,16.6,16.9,16.5,16.2,16.4,15.5,14.0,12.5,14.8
Puebla,5.6,7.4,9.0,10.5,11.6,12.6,11.8,11.6,11.8,10.3,8.5,7.1,9.8
Querétaro,5.2,7.3,8.8,11.0,13.0,13.9,13.7,13.3,12.9,10.5,8.9,6.1,10.4
Quintana Roo,16.0,16.9,18.0,20.1,21.4,22.0,21.8,21.7,21.7,20.9,19.5,17.2,19.7
San Luis Potosí,7.1,9.1,11.2,12.7,15.9,17.2,17.0,16.6,16.2,13.4,11.6,7.8,13.0
Sinaloa,9.1,10.9,12.2,14.3,18.6,23.7,23.8,23.4,23.3,19.4,14.8,10.8,17.0
Sonora,4.8,6.5,8.5,10.4,15.3,20.1,22.2,22.1,20.4,14.4,9.1,4.9,13.2
Tabasco,18.1,18.9,20.1,22.0,22.9,23.1,22.8,22.8,23.2,22.1,21.0,19.0,21.3
Tamaulipas,8.6,11.7,13.4,15.6,19.8,21.4,21.6,21.2,20.4,17.2,14.3,10.3,16.3
Tlaxcala,1.2,2.7,4.1,6.2,7.1,8.0,7.3,7.1,7.7,6.2,3.8,2.9,5.3
Veracruz,12.4,13.9,15.5,17.3,19.3,20.0,19.5,19.2,19.4,17.8,16.2,13.9,17.0
Yucatán,16.0,16.7,17.8,20.0,20.6,21.1,20.9,20.8,20.7,20.0,18.8,16.6,19.1
Zacatecas,1.2,4.1,5.3,7.2,11.2,13.4,13.3,12.7,12.2,8.8,5.4,2.1,8.0
Nacional,7.7,9.5,10.9,12.6,15.2,16.7,16.9,16.7,16.4,13.8,11.3,8.8,13.0
