Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,2.5,5.5,5.8,9.3,10.9,13.0,13.3,12.9,12.0,9.9,4.9,3.1,8.6
Baja California,6.9,7.9,8.0,9.8,13.8,17.2,19.7,20.1,17.6,13.5,10.6,6.8,12.6
Baja California Sur,9.8,10.7,10.6,12.7,15.1,18.4,22.0,22.3,21.3,17.8,13.7,10.0,15.3
Campeche,16.3,17.0,19.3,20.4,21.7,21.9,21.9,21.6,21.4,20.7,18.1,18.2,19.9
Coahuila,5.8,7.5,10.5,14.7,17.2,20.1,20.6,20.3,18.5,15.4,9.0,5.3,13.7
Colima,18.4,18.4,16.9,19.2,19.8,22.9,23.3,22.8,22.6,22.0,20.1,17.9,20.3
Chiapas,16.2,16.1,18.1,18.9,19.8,19.9,19.7,19.8,19.7,19.3,17.2,16.8,18.4
Chihuahua,3.0,4.7,5.4,9.4,12.9,16.4,17.4,16.4,15.3,11.0,4.6,1.3,9.8
Ciudad de México,5.7,8.1,8.6,11.1,11.1,11.9,11.5,11.6,11.4,10.8,7.4,6.4,9.6
Durango,2.7,5.2,6.5,10.0,12.4,15.0,15.3,14.8,13.5,10.8,4.7,2.3,9.4
Guanajuato,5.5,7.2,8.0,11.0,12.0,13.7,13.0,12.8,11.8,10.2,6.7,5.3,9.8
Guerrero,15.9,17.4,17.8,19.8,20.5,20.7,20.0,19.8,19.7,19.3,17.3,15.3,18.6
Hidalgo,6.2,8.2,8.2,10.9,12.6,14.0,13.9,14.0,13.6,12.6,8.3,7.3,10.8
Jalisco,7.1,10.0,9.8,12.5,13.5,16.4,16.7,16.4,16.0,14.5,9.9,7.5,12.5
Estado de México,2.9,4.9,6.7,8.9,9.8,10.8,10.3,10.2,9.9,8.9,5.1,3.6,7.6
Michoacán,7.4,9.9,10.6,13.6,14.6,16.3,15.9,15.6,15.4,14.4,9.6,8.2,12.6
Morelos,9.7,12.1,13.2,15.2,16.2,16.3,15.4,14.6,14.8,14.3,11.5,10.0,13.6
Nayarit,13.4,15.1,13.6,15.6,17.6,22.2,22.7,22.1,22.2,21.5,16.8,13.3,18.0
Nuevo León,5.5,7.0,10.1,12.4,13.3,15.5,16.0,16.1,14.3,12.9,8.3,5.2,11.4
Oaxaca,15.0,15.9,17.6,19.8,20.7,21.2,20.7,20.7,20.8,20.0,17.5,16.4,18.8
Puebla,8.4,8.8,9.5,11.1,12.6,13.6,13.3,13.3,13.0,12.5,9.4,8.2,11.1
Querétaro,7.2,9.5,10.5,13.7,14.1,15.1,15.1,15.3,14.6,13.1,9.2,7.9,12.1
Quintana Roo,17.4,17.5,19.7,21.1,22.9,23.1,23.4,23.3,23.2,22.2,19.1,19.0,21.0
San Luis Potosí,8.9,10.6,12.5,15.2,17.2,18.5,18.3,18.2,17.6,15.6,11.1,9.4,14.4
Sinaloa,11.5,12.4,11.7,14.2,17.3,22.7,24.3,23.5,23.7,20.5,15.1,10.6,17.3
Sonora,6.1,7.8,8.0,10.6,15.0,20.5,23.4,22.3,20.3,15.1,9.4,6.3,13.7
Tabasco,19.0,19.6,21.9,22.7,24.1,24.0,24.2,23.8,23.7,23.1,20.8,20.3,22.2
Tamaulipas,13.0,13.6,16.6,18.9,21.6,23.2,23.4,23.4,22.5,19.8,15.0,12.5,18.6
Tlaxcala,1.2,2.8,4.5,6.3,7.5,8.3,8.2,8.0,7.7,6.6,3.7,1.8,5.5
Veracruz,14.8,15.1,16.6,18.8,21.3,21.6,20.3,20.2,20.1,20.0,16.0,14.6,18.3
Yucatán,15.7,17.1,18.8,20.2,21.8,22.6,22.7,22.6,22.4,21.3,18.5,18.5,20.2
Zacatecas,2.5,5.3,5.5,8.8,10.5,12.7,13.0,12.4,11.6,9.5,4.3,3.0,8.2
Nacional,9.4,10.9,11.9,14.3,16.0,17.8,18.2,17.9,17.3,15.6,11.7,9.7,14.2
