Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.4,5.6,7.1,9.3,12.4,13.4,12.5,12.8,11.7,9.1,6.8,4.9,9.1
Baja California,6.1,7.7,8.7,9.1,11.2,14.0,16.7,18.8,16.9,11.9,8.1,5.7,11.2
Baja California Sur,8.6,10.0,10.9,11.4,13.2,16.4,20.3,21.6,21.2,16.4,13.7,10.3,14.5
Campeche,16.9,17.4,18.2,20.4,21.0,21.1,20.8,20.9,20.5,19.9,18.6,17.8,19.4
Coahuila,4.7,6.7,9.0,11.7,16.1,18.0,18.4,18.2,15.9,12.3,9.4,6.1,12.2
Colima,14.5,14.8,14.4,14.8,17.8,20.0,19.6,19.7,20.0,18.9,18.1,15.8,17.4
Chiapas,15.0,15.2,16.2,18.3,18.9,18.7,18.3,18.6,18.6,18.0,16.9,16.1,17.4
Chihuahua,0.6,3.5,5.3,7.4,11.6,15.6,16.4,16.1,13.7,8.2,4.9,2.2,8.8
Ciudad de México,4.9,5.8,7.3,8.4,9.8,10.1,9.9,10.6,10.0,8.6,6.8,5.5,8.1
Durango,1.9,4.6,6.0,8.0,12.3,14.7,14.8,14.6,13.0,8.7,6.8,3.9,9.1
Guanajuato,5.3,7.0,9.2,10.7,13.2,13.6,12.6,12.8,12.0,11.1,8.4,7.3,10.3
Guerrero,16.2,17.0,18.0,18.9,20.4,20.4,19.6,19.5,19.4,19.1,18.0,16.7,18.6
Hidalgo,4.8,5.7,7.4,9.4,10.9,11.3,10.3,11.1,10.2,8.5,7.3,5.8,8.5
Jalisco,7.0,8.7,9.3,10.7,14.2,16.3,15.9,16.0,15.5,13.2,10.9,8.4,12.1
Estado de México,3.2,4.4,5.6,7.3,9.0,9.6,8.8,9.5,8.7,6.9,5.3,4.0,6.8
Michoacán,7.7,9.1,10.0,11.7,14.3,15.0,14.2,14.5,14.1,12.0,10.4,8.7,11.8
Morelos,11.3,12.7,14.1,15.3,16.7,16.8,15.7,16.1,15.8,14.8,13.0,11.5,14.5
Nayarit,13.1,14.2,14.0,14.9,17.8,21.2,21.5,21.5,21.4,20.0,17.7,14.7,17.6
Nuevo León,6.0,7.7,9.9,12.6,16.4,17.5,17.6,17.3,15.6,12.8,10.6,7.6,12.6
Oaxaca,12.9,13.2,14.1,15.8,17.0,16.8,16.4,16.5,16.5,15.7,14.5,13.6,15.2
Puebla,6.9,7.9,9.4,11.2,12.6,12.6,11.8,12.4,11.4,10.5,8.9,7.6,10.2
Querétaro,7.0,8.5,9.9,11.5,13.7,13.4,12.8,12.5,11.9,10.4,9.2,7.5,10.7
Quintana Roo,17.2,17.4,18.2,20.7,22.2,22.5,22.1,22.2,21.7,21.3,19.3,18.0,20.2
San Luis Potosí,8.7,10.2,11.9,14.2,17.3,17.7,17.0,17.2,16.2,14.1,12.6,10.1,13.9
Sinaloa,10.3,12.1,12.9,13.4,16.6,22.6,24.5,24.0,23.6,19.8,16.2,12.5,17.3
Sonora,5.4,7.5,8.8,9.7,13.1,19.0,22.2,22.6,20.6,14.2,10.2,6.6,13.3
Tabasco,18.9,19.4,20.5,22.5,23.9,23.4,23.0,23.3,22.9,22.3,21.2,20.2,21.8
Tamaulipas,11.0,12.1,14.1,17.2,21.1,21.7,21.5,21.1,20.0,17.6,15.4,12.9,17.1
Tlaxcala,2.9,3.8,5.5,7.2,8.5,8.7,7.9,8.7,7.4,6.6,4.5,3.3,6.2
Veracruz,13.7,14.4,15.9,18.3,20.2,20.0,19.1,19.4,18.7,18.0,16.5,15.2,17.4
Yucatán,16.8,17.1,17.7,19.7,20.8,20.9,20.5,20.6,20.5,20.1,18.3,17.0,19.1
Zacatecas,2.7,5.0,6.0,7.7,12.0,13.6,13.1,13.2,11.9,8.6,6.6,4.4,8.7
Nacional,8.9,10.2,11.4,13.1,15.5,16.8,16.8,17.0,16.2,14.0,12.1,10.0,13.5
