Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.1,15.3,15.8,19.4,21.4,22.0,19.9,20.1,19.6,18.3,15.8,13.7,17.9
Baja California,12.5,13.3,17.3,18.9,22.5,25.1,25.6,25.7,26.0,20.8,17.7,14.8,20.0
Baja California Sur,16.7,17.0,20.6,21.0,23.7,26.7,28.3,28.9,27.8,24.8,22.0,18.8,23.0
Campeche,23.3,25.0,24.9,28.7,29.1,28.1,27.7,28.0,27.5,27.2,26.3,25.5,26.8
Coahuila,12.5,15.9,18.8,22.5,25.3,28.2,27.0,28.1,25.3,22.1,15.5,12.9,21.2
Colima,25.1,24.1,24.9,24.8,26.1,28.2,27.9,27.6,26.9,27.9,26.8,26.0,26.4
Chiapas,23.3,24.3,24.3,26.9,26.9,25.9,25.4,25.3,25.0,25.1,23.7,22.4,24.9
Chihuahua,9.1,11.2,15.7,18.7,21.6,26.8,24.4,24.1,22.1,18.6,13.7,10.4,18.0
Ciudad de México,15.2,17.4,17.0,20.2,20.4,19.3,18.6,18.2,17.6,18.1,16.1,15.6,17.8
Durango,11.1,13.8,15.7,19.2,21.3,24.6,22.0,21.7,20.3,18.9,14.6,12.7,18.0
Guanajuato,15.7,17.9,17.5,21.2,22.6,22.5,20.7,20.7,20.4,19.6,17.5,15.2,19.3
Guerrero,24.4,25.4,25.7,27.6,27.8,26.7,26.2,26.0,25.1,25.8,25.1,23.9,25.8
Hidalgo,14.2,16.6,17.0,21.2,21.3,21.0,20.1,19.5,19.3,18.5,16.1,15.2,18.3
Jalisco,17.3,19.0,19.4,22.2,24.4,25.1,22.2,22.4,21.8,21.5,19.2,17.2,21.0
Estado de México,12.8,14.4,14.8,17.2,17.9,17.9,17.0,16.7,16.7,15.7,13.5,12.7,15.6
Michoacán,17.1,18.4,18.2,21.0,22.2,22.9,21.0,20.8,20.3,20.8,19.0,17.1,19.9
Morelos,19.5,21.3,21.6,24.5,24.1,22.5,21.5,21.7,21.5,21.3,20.3,19.8,21.6
Nayarit,22.4,23.0,23.9,25.4,27.4,28.9,28.1,28.3,27.7,28.3,26.0,23.6,26.1
Nuevo León,15.0,18.6,19.4,22.9,25.1,28.0,27.5,27.9,25.0,22.6,16.9,14.7,22.0
Oaxaca,21.2,23.1,22.9,25.9,25.8,25.1,24.5,24.3,23.7,23.6,21.9,20.6,23.5
Puebla,15.7,17.4,17.8,20.8,20.6,20.4,19.9,19.9,19.3,19.0,17.0,16.4,18.7
Querétaro,16.0,18.3,17.6,22.0,22.6,22.5,21.4,20.9,20.7,19.6,17.1,15.1,19.5
Quintana Roo,25.0,25.9,24.7,28.2,28.5,28.6,28.3,28.4,28.0,28.2,26.6,26.1,27.2
San Luis Potosí,16.0,19.8,21.2,25.3,26.2,27.4,26.3,26.1,24.8,23.0,19.4,17.6,22.8
Sinaloa,18.4,18.9,22.3,23.5,26.4,30.0,29.6,29.4,28.4,27.1,24.3,21.0,24.9
Sonora,13.0,14.0,20.0,21.5,25.2,31.0,30.2,30.1,28.4,22.8,19.8,15.0,22.6
Tabasco,24.3,25.5,25.2,28.6,28.8,28.1,28.0,27.9,27.8,27.6,25.4,24.4,26.8
Tamaulipas,18.2,21.7,22.1,25.0,26.9,29.4,29.0,29.2,27.2,25.2,20.2,17.3,24.3
Tlaxcala,12.5,14.5,13.9,17.3,17.6,16.7,15.8,15.9,15.9,15.6,13.4,12.6,15.1
Veracruz,19.6,22.2,21.4,24.6,25.5,25.8,25.3,25.2,24.6,24.2,20.6,19.4,23.2
Yucatán,24.2,25.3,24.2,28.5,28.8,28.0,27.5,27.6,27.0,26.8,25.5,24.7,26.5
Zacatecas,12.2,14.5,15.5,18.7,21.3,22.3,19.8,20.1,19.3,18.3,15.4,13.5,17.6
Nacional,15.9,17.8,19.8,22.6,24.4,26.6,25.5,25.6,24.3,22.4,19.1,16.7,21.7
