Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,2.8,4.8,6.3,10.1,12.0,13.1,12.5,12.4,11.9,9.1,5.7,3.8,8.7
Baja California,5.1,6.0,7.5,9.1,12.3,15.1,16.5,17.7,15.7,11.8,7.6,5.3,10.8
Baja California Sur,8.0,8.8,9.5,11.2,13.5,17.6,20.3,20.9,20.1,16.4,12.0,8.7,13.9
Campeche,15.2,17.3,18.0,19.8,21.1,21.1,20.8,21.0,21.0,20.1,18.4,16.7,19.2
Coahuila,4.3,7.1,9.4,13.5,16.7,18.4,18.9,18.3,16.3,12.6,8.5,4.3,12.3
Colima,15.3,15.3,14.6,15.7,18.7,21.3,21.3,21.0,20.7,20.7,17.7,16.5,18.2
Chiapas,14.4,15.5,16.2,17.6,18.6,18.5,18.3,18.4,18.4,18.0,16.7,15.5,17.2
Chihuahua,0.3,2.5,4.4,9.2,12.7,15.9,16.3,15.5,13.5,8.7,3.5,-0.9,8.4
Ciudad de México,4.9,6.4,7.8,9.7,10.3,10.7,10.3,10.9,10.4,9.2,7.4,5.1,8.6
Durango,1.4,3.4,5.2,9.4,12.1,14.1,13.9,13.5,12.4,8.2,4.9,1.5,8.3
Guanajuato,4.4,6.0,8.5,10.7,12.6,13.3,11.9,11.8,11.5,9.8,8.4,5.0,9.5
Guerrero,15.4,16.2,16.7,18.3,19.5,19.3,19.0,19.1,19.2,18.7,17.4,16.0,17.9
Hidalgo,4.4,5.9,7.7,9.5,10.5,11.6,11.0,10.8,10.9,8.6,7.4,5.4,8.6
Jalisco,6.6,8.0,8.3,11.3,14.2,16.0,15.2,15.1,15.0,13.0,9.2,7.8,11.6
Estado de México,1.9,3.1,4.5,6.6,7.7,9.1,8.2,8.4,8.3,6.3,4.4,2.2,5.9
Michoacán,6.3,7.8,8.5,10.9,12.6,13.8,12.9,12.9,12.7,11.0,8.2,6.6,10.3
Morelos,9.3,10.9,12.3,14.6,15.8,16.0,15.2,15.3,15.5,13.9,12.1,10.1,13.4
Nayarit,11.9,12.5,12.0,14.3,17.9,20.9,20.4,20.4,20.8,19.1,15.7,12.9,16.5
Nuevo León,6.6,9.0,11.0,14.0,16.0,17.4,17.7,17.5,16.0,12.9,10.1,5.9,12.8
Oaxaca,11.0,12.2,13.7,15.1,16.4,16.5,16.2,16.2,16.2,15.3,14.1,12.6,14.6
Puebla,5.6,7.0,8.8,10.3,11.6,12.1,11.2,11.5,11.8,9.9,8.7,6.4,9.5
Querétaro,5.9,7.2,8.9,10.9,11.9,12.6,11.8,11.6,11.7,9.5,8.4,6.4,9.7
Quintana Roo,15.4,16.8,17.3,18.7,20.3,21.1,20.9,21.2,21.3,20.2,18.4,17.0,19.0
San Luis Potosí,8.1,10.0,12.2,14.7,16.3,17.4,16.8,16.8,16.2,13.9,12.0,9.1,13.6
Sinaloa,9.8,10.8,11.5,13.3,17.6,22.8,23.0,22.6,22.9,19.8,14.8,10.6,16.6
Sonora,4.5,5.8,7.6,10.7,15.3,20.7,22.3,21.8,20.5,15.3,8.5,4.5,13.1
Tabasco,17.8,19.1,20.0,21.4,22.6,22.6,22.2,22.0,21.9,21.2,20.3,19.2,20.8
Tamaulipas,11.0,13.7,15.6,18.1,20.0,21.0,21.2,20.9,19.8,16.9,14.7,10.6,16.9
Tlaxcala,1.6,2.7,4.4,6.1,7.6,8.9,7.3,7.6,8.1,6.1,4.3,2.4,5.6
Veracruz,13.3,14.9,16.9,18.3,19.6,19.9,19.5,19.5,19.6,17.8,16.5,14.1,17.5
Yucatán,15.4,17.7,18.6,20.2,21.3,22.0,21.7,21.9,21.5,20.3,17.8,16.5,19.6
Zacatecas,2.5,4.2,4.9,9.0,11.4,13.1,12.4,12.2,11.6,8.6,5.1,3.1,8.2
Nacional,8.2,9.7,10.9,13.2,15.2,16.7,16.5,16.5,16.1,13.8,11.2,8.8,13.0
