Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,23.9,38.7,0.0,8.6,45.4,42.5,112.2,36.4,44.2,0.0,15.9,4.0,371.8
Baja California,28.9,48.6,27.6,10.6,1.2,0.1,0.8,1.6,11.1,81.3,41.5,63.9,317.3
Baja California Sur,0.8,2.7,0.0,0.9,0.4,0.1,28.9,25.3,36.7,14.2,4.7,6.1,120.9
Campeche,60.1,0.3,1.8,10.0,101.9,183.9,189.8,190.7,126.7,71.8,105.5,21.6,1064.2
Ciudad de México,0.0,5.8,4.4,19.5,48.7,108.1,215.1,172.2,116.3,0.0,3.1,0.0,693.2
Coahuila,16.2,34.1,8.7,22.8,75.0,50.1,47.7,56.3,49.0,25.4,6.4,4.4,396.1
Colima,7.3,23.9,0.7,5.0,3.2,88.9,287.0,162.4,104.6,21.2,18.2,9.3,731.6
Chiapas,36.4,44.5,61.8,29.9,67.1,375.4,377.7,272.4,257.9,94.4,90.8,95.5,1803.7
Chihuahua,8.2,6.1,3.7,52.0,30.1,31.2,106.7,128.0,73.4,10.1,3.8,13.7,467.0
Durango,19.2,14.7,0.0,6.6,24.5,42.6,90.0,161.4,87.8,11.1,6.0,15.3,479.2
Guanajuato,11.9,31.6,76.7,17.7,40.1,56.2,142.4,104.6,76.1,0.8,11.3,10.0,579.4
Guerrero,1.9,0.5,3.5,7.8,28.9,179.6,292.6,194.1,196.7,26.4,19.1,0.9,952.0
Hidalgo,13.8,6.1,18.8,34.1,68.1,111.4,128.3,54.4,84.7,32.4,47.5,8.3,608.0
Jalisco,15.1,46.9,61.4,9.3,32.2,137.7,234.6,179.4,111.9,33.2,15.4,12.6,889.7
Estado de México,1.5,4.7,10.4,25.6,41.1,149.1,220.9,158.7,107.1,7.9,12.8,1.4,741.2
Michoacán,4.6,4.5,4.9,46.1,33.8,92.6,259.0,117.3,82.7,17.4,9.7,3.8,676.4
Morelos,1.1,0.7,3.0,6.4,22.0,145.5,256.0,103.7,136.0,6.9,5.6,1.7,688.3
Nayarit,56.8,54.2,13.4,0.4,9.0,92.5,304.2,293.4,194.3,12.3,6.1,14.8,1051.4
Nuevo León,39.6,32.1,17.1,37.9,75.1,147.7,82.3,90.3,127.9,29.9,9.4,12.7,702.0
Oaxaca,1.0,6.0,21.3,28.4,55.3,232.4,308.9,76.9,170.3,22.5,53.8,15.3,992.0
Puebla,21.3,19.4,27.6,27.2,68.5,167.8,215.6,135.5,179.1,97.5,110.4,23.2,1093.1
Querétaro,4.2,6.3,21.5,20.7,44.5,113.1,129.5,56.1,56.0,19.0,13.5,4.4,488.7
Quintana Roo,86.3,55.6,61.2,16.7,327.3,168.2,88.8,107.3,107.3,71.8,134.7,71.2,1296.4
San Luis Potosí,16.0,19.6,15.9,38.7,136.0,142.8,276.5,56.6,149.0,21.5,24.6,7.4,904.6
Sinaloa,13.8,22.1,9.1,9.3,8.5,23.2,133.8,133.1,99.6,21.9,9.8,35.6,519.8
Sonora,4.7,23.3,2.0,4.3,15.9,10.5,83.8,98.1,33.1,7.7,4.1,34.2,321.6
Tabasco,70.5,78.5,83.5,28.3,55.4,341.9,289.4,275.2,281.2,241.9,214.5,166.3,2126.6
Tamaulipas,29.6,21.5,22.1,24.7,114.9,142.8,134.5,70.0,84.9,38.8,12.7,3.8,700.2
Tlaxcala,0.6,3.8,5.3,30.8,63.3,139.5,141.6,117.8,64.8,0.3,9.6,4.7,581.9
Veracruz,10.9,10.6,35.6,27.7,61.7,215.7,280.5,111.9,230.4,67.7,78.8,25.2,1156.6
Yucatán,35.2,12.9,20.7,9.2,137.8,132.2,132.5,114.1,189.4,71.5,72.8,57.0,985.3
Zacatecas,51.3,44.8,3.2,6.5,25.9,55.9,116.2,70.6,105.1,2.6,4.8,28.7,515.6
Nacional,20.1,22.0,16.8,21.8,52.6,101.4,152.5,113.8,104.1,32.1,28.2,23.8,689.2
