Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,0.1,3.7,0.0,10.2,17.0,123.9,51.8,32.7,98.1,80.8,15.2,1.6,434.9
Baja California,12.6,43.0,44.3,1.7,0.2,0.7,1.5,2.2,11.6,21.5,10.3,25.0,174.7
Baja California Sur,2.3,3.7,0.0,11.1,0.2,0.0,14.2,49.6,18.4,21.0,0.9,19.4,140.8
Campeche,17.4,16.7,4.9,31.7,47.7,188.6,161.8,179.7,119.8,121.5,42.8,37.3,969.9
Ciudad de México,0.0,0.0,0.2,21.7,70.3,236.3,105.2,119.3,80.1,51.2,4.0,0.0,688.3
Coahuila,6.1,5.1,2.8,41.3,43.0,83.4,14.3,20.5,91.3,58.9,11.2,34.4,412.2
Colima,4.6,5.6,0.0,0.5,6.9,119.6,150.0,138.5,193.1,142.9,19.0,5.7,786.3
Chiapas,92.6,33.2,50.3,36.9,239.2,155.5,171.6,196.5,189.9,120.4,100.8,48.2,1435.1
Chihuahua,7.4,9.9,5.0,5.9,17.0,50.6,134.7,93.2,62.3,17.8,9.4,34.3,447.5
Durango,2.0,7.6,0.1,17.2,15.2,113.3,146.6,73.0,152.4,77.6,9.9,38.6,653.6
Guanajuato,0.0,3.0,0.0,19.8,26.8,197.6,83.2,64.8,77.7,44.0,12.3,9.4,538.5
Guerrero,0.4,0.6,0.4,14.8,63.2,184.7,140.7,163.5,131.9,55.7,19.1,11.3,786.3
Hidalgo,4.9,5.4,16.8,50.9,83.0,155.9,104.3,50.9,76.9,71.8,47.5,19.6,687.9
Jalisco,0.6,7.9,0.0,4.3,45.7,167.5,190.1,149.9,112.3,75.9,12.8,9.2,776.0
Estado de México,0.1,1.5,1.9,37.7,95.1,176.7,117.1,111.3,90.1,47.3,12.7,7.8,699.3
Michoacán,0.9,2.9,0.0,3.0,23.9,133.1,125.7,105.5,121.9,47.3,21.7,10.5,596.6
Morelos,2.6,2.9,1.2,29.4,60.2,156.3,75.3,50.6,60.0,30.0,11.6,2.3,482.5
Nayarit,0.0,18.7,0.0,0.3,4.0,86.5,144.5,224.3,116.5,62.5,9.6,13.4,680.3
Nuevo León,2.4,9.7,4.1,69.6,91.6,137.8,21.7,30.1,145.4,62.1,34.9,60.2,669.6
Oaxaca,9.6,33.4,5.9,51.5,139.2,179.7,181.6,185.3,238.4,119.5,71.1,46.9,1262.2
Puebla,15.0,17.1,12.7,43.9,88.3,250.7,133.8,112.6,135.1,116.3,81.6,48.4,1055.5
Querétaro,0.6,0.3,18.0,125.6,51.7,136.7,58.8,43.4,37.8,32.5,19.8,6.3,531.5
Quintana Roo,32.4,18.6,23.8,50.3,96.6,248.2,89.4,72.5,134.8,121.4,61.9,140.0,1090.0
San Luis Potosí,5.0,4.1,8.5,100.8,51.1,188.9,121.6,29.0,93.7,105.9,60.6,31.3,800.5
Sinaloa,7.9,21.8,3.0,1.5,2.0,35.7,124.8,161.8,117.3,135.6,6.3,28.6,646.3
Sonora,9.3,16.7,5.4,7.5,15.2,13.5,118.5,100.4,81.6,19.4,14.7,46.8,448.9
Tabasco,204.1,76.5,88.1,18.0,249.3,122.6,96.3,154.0,165.1,180.1,236.6,142.6,1733.3
Tamaulipas,3.3,9.0,3.8,37.6,71.2,163.9,58.3,52.3,126.0,83.0,44.2,38.5,691.1
Tlaxcala,0.9,3.7,1.1,49.3,84.0,184.3,66.4,72.1,59.9,46.4,17.7,10.5,596.4
Veracruz,16.9,30.8,19.6,26.8,77.6,236.4,185.9,155.9,186.6,130.6,117.9,82.8,1267.7
Yucatán,25.8,26.1,15.6,60.8,78.1,136.2,116.9,136.1,154.9,118.3,53.2,105.5,1027.4
Zacatecas,3.9,6.1,1.2,8.9,20.0,115.8,135.3,54.1,75.9,30.5,7.7,20.9,480.2
Nacional,15.2,14.9,10.7,26.3,57.4,122.7,115.8,103.8,125.2,83.0,36.8,36.2,748.0
