Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.0,15.2,16.5,18.7,21.8,21.3,20.0,19.5,18.9,17.4,15.3,13.8,17.6
Baja California,13.2,15.5,16.1,17.7,19.6,22.5,25.8,26.7,24.5,20.1,17.1,13.9,19.4
Baja California Sur,16.9,19.1,19.5,20.8,22.9,25.4,28.2,28.5,27.2,24.4,21.5,18.0,22.7
Campeche,23.9,24.5,25.8,27.7,28.6,27.6,27.2,27.1,27.3,25.8,24.9,24.3,26.2
Coahuila,12.6,15.3,16.4,20.4,25.7,26.2,26.6,25.5,23.8,19.8,16.4,12.7,20.1
Colima,22.9,23.7,23.5,23.9,26.1,27.3,26.4,26.1,26.1,25.7,25.0,23.4,25.0
Chiapas,22.0,22.7,23.8,25.5,25.6,24.9,24.5,24.3,24.4,23.6,23.0,22.4,23.9
Chihuahua,10.0,13.5,14.6,17.7,23.2,25.1,24.8,23.4,21.3,17.9,13.8,10.1,17.9
Ciudad de México,12.7,14.0,16.0,16.9,18.2,16.8,16.5,16.4,16.4,15.1,14.1,13.1,15.5
Durango,11.6,14.3,15.2,17.7,22.5,23.2,22.5,21.4,20.3,17.0,14.6,11.3,17.6
Guanajuato,15.2,16.9,18.3,20.3,22.3,21.5,20.0,19.9,19.5,17.8,17.1,15.2,18.7
Guerrero,23.3,24.6,25.5,26.7,27.4,26.3,25.6,25.3,25.4,24.9,24.5,23.6,25.2
Hidalgo,13.4,14.7,16.2,18.1,19.8,18.8,17.9,17.7,17.9,16.0,14.6,14.0,16.6
Jalisco,16.8,18.9,19.6,21.1,24.1,23.9,22.7,22.2,22.1,20.7,19.0,17.1,20.7
Estado de México,11.6,13.0,14.2,15.7,17.2,16.1,15.4,15.4,15.5,14.1,12.9,11.8,14.4
Michoacán,16.5,18.2,19.4,20.9,23.3,22.0,20.7,20.6,20.6,19.3,18.2,16.9,19.7
Morelos,19.1,20.7,22.2,23.7,24.5,23.0,22.1,22.1,22.2,21.6,20.6,19.3,21.7
Nayarit,21.7,23.5,23.5,24.8,27.1,28.5,27.7,27.3,27.4,26.9,24.9,22.1,25.4
Nuevo León,13.3,16.0,16.9,20.7,24.9,25.0,25.6,24.2,23.3,20.1,17.0,14.1,20.1
Oaxaca,19.1,20.2,21.4,23.1,23.9,22.8,22.1,22.0,22.3,21.7,20.6,19.7,21.6
Puebla,14.4,15.7,16.8,18.9,20.5,19.2,18.1,18.1,18.1,17.3,16.1,15.3,17.4
Querétaro,14.7,16.7,18.1,20.1,22.5,21.3,20.3,19.7,19.4,17.7,16.4,14.5,18.5
Quintana Roo,22.7,23.2,24.4,26.8,27.8,27.7,27.5,27.5,27.5,26.2,24.4,23.3,25.7
San Luis Potosí,15.9,18.1,19.7,22.2,25.8,24.8,24.1,23.2,23.1,21.0,18.8,16.4,21.1
Sinaloa,19.4,22.1,22.2,23.8,27.1,30.6,30.7,29.5,28.8,27.4,24.1,20.1,25.5
Sonora,14.5,17.6,18.5,20.7,24.3,28.9,30.2,29.6,27.6,23.9,19.3,15.2,22.5
Tabasco,23.5,24.6,26.0,28.4,30.2,29.3,28.8,28.8,28.7,27.0,26.1,24.6,27.2
Tamaulipas,16.8,19.3,20.7,24.4,28.3,28.2,28.3,27.0,26.6,23.8,20.7,17.9,23.5
Tlaxcala,11.9,13.2,14.4,15.9,17.3,16.1,15.4,15.3,15.5,14.3,12.8,11.8,14.5
Veracruz,18.7,20.1,21.3,24.0,26.7,25.6,24.7,24.4,24.7,23.2,21.1,19.6,22.8
Yucatán,23.3,23.8,25.1,27.3,28.4,28.0,27.6,27.5,27.8,26.4,25.1,24.0,26.2
Zacatecas,12.2,14.8,15.6,17.7,22.1,21.9,20.6,19.8,19.3,16.8,14.7,12.6,17.3
Nacional,16.8,18.6,19.6,21.6,24.1,24.0,23.7,23.3,22.9,21.1,19.2,17.3,21.0
