Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.5,13.6,16.3,17.9,20.7,22.0,20.6,20.1,19.5,17.4,15.8,12.5,17.4
Baja California,13.2,12.9,15.7,16.2,19.8,21.4,24.9,26.9,24.6,19.8,16.0,12.3,18.6
Baja California Sur,16.7,16.6,19.3,19.6,23.3,26.2,28.7,29.3,27.8,24.8,20.9,16.6,22.5
Campeche,23.6,24.8,26.3,27.8,28.6,28.5,27.4,27.3,27.2,26.1,25.1,23.3,26.3
Coahuila,12.0,13.5,16.6,19.0,24.0,26.5,26.5,25.6,23.5,19.6,16.2,11.6,19.6
Colima,22.3,22.7,23.9,24.6,26.5,27.6,27.2,27.3,26.2,26.0,25.8,24.1,25.3
Chiapas,22.3,22.8,24.2,25.2,25.6,25.3,24.6,24.9,24.4,23.6,23.4,21.8,24.0
Chihuahua,9.1,9.6,13.8,15.6,21.2,24.8,24.4,23.5,22.5,18.0,13.7,8.7,17.1
Ciudad de México,12.8,14.8,16.5,18.0,18.8,18.7,17.4,16.9,16.7,15.5,15.1,13.6,16.2
Durango,10.4,12.1,14.9,16.8,20.8,23.1,22.3,21.5,20.2,17.6,14.7,10.6,17.1
Guanajuato,14.2,16.3,18.0,18.4,20.2,21.7,20.7,20.4,20.0,17.6,17.1,14.4,18.3
Guerrero,23.0,23.8,25.4,26.3,27.1,26.8,26.0,25.8,25.1,24.8,24.7,23.7,25.2
Hidalgo,12.8,14.4,16.2,18.0,18.6,19.2,17.9,17.6,17.3,15.6,15.4,13.2,16.4
Jalisco,15.7,16.8,19.4,20.6,23.2,24.6,23.0,22.6,22.3,21.0,19.6,16.9,20.5
Estado de México,11.1,12.7,14.6,16.2,16.9,17.3,16.1,15.8,15.6,14.4,13.8,12.1,14.7
Michoacán,15.7,17.2,19.4,20.7,22.6,23.1,21.4,20.9,20.9,19.8,19.0,16.9,19.8
Morelos,18.3,19.9,22.2,24.1,24.4,24.4,22.7,22.5,22.0,21.5,20.9,19.2,21.8
Nayarit,20.2,20.6,22.8,23.9,27.0,29.2,27.8,27.5,27.4,26.7,24.1,21.5,24.9
Nuevo León,13.7,15.1,18.0,19.8,24.1,26.3,26.6,26.3,24.2,20.4,17.5,13.4,20.4
Oaxaca,19.6,20.4,22.4,23.5,24.1,24.1,22.9,22.8,22.2,21.4,21.0,19.7,22.0
Puebla,14.6,15.9,17.8,19.2,20.0,20.5,18.9,19.0,18.5,17.1,16.5,14.7,17.7
Querétaro,14.5,16.0,17.8,19.7,21.4,22.2,20.8,20.3,20.0,17.6,17.5,14.6,18.5
Quintana Roo,23.1,24.0,24.8,26.8,27.8,28.1,27.5,27.7,27.5,26.2,25.1,23.2,26.0
San Luis Potosí,16.2,17.7,19.8,21.6,24.3,25.7,24.2,24.3,23.2,20.6,19.8,15.9,21.1
Sinaloa,18.8,19.0,21.9,22.9,27.1,30.7,30.1,29.6,29.4,27.6,23.5,19.1,25.0
Sonora,14.4,14.2,18.3,19.5,25.0,28.7,30.6,30.0,29.1,24.4,19.1,13.4,22.2
Tabasco,24.4,25.3,27.2,28.7,29.6,30.1,28.7,28.7,28.5,27.2,26.4,24.2,27.4
Tamaulipas,17.7,19.6,21.8,23.2,27.0,29.1,28.7,28.7,27.0,23.5,21.3,17.1,23.7
Tlaxcala,11.0,12.5,14.2,16.2,16.7,17.1,15.8,15.7,15.7,14.2,13.9,12.4,14.6
Veracruz,19.4,20.5,22.2,23.9,25.7,26.9,25.1,25.2,24.7,22.9,22.0,19.1,23.1
Yucatán,23.7,24.6,25.8,28.0,28.9,29.0,28.1,28.1,27.9,26.8,25.4,23.5,26.6
Zacatecas,11.1,12.4,15.4,17.1,20.7,22.5,21.1,20.6,19.5,17.7,15.6,12.2,17.2
Nacional,16.5,17.6,19.8,21.3,23.6,24.7,24.1,23.9,23.2,21.2,19.6,16.7,21.0
