Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.2,14.4,16.5,19.2,21.3,22.1,19.7,20.0,19.4,18.0,14.6,13.7,17.7
Baja California,11.6,13.6,16.4,17.7,19.9,23.8,26.3,27.4,25.2,21.8,18.4,13.4,19.6
Baja California Sur,16.5,17.6,19.7,21.4,23.2,26.5,28.3,28.9,28.3,26.4,22.4,18.3,23.1
Campeche,24.0,25.1,25.5,28.0,29.6,28.4,28.3,28.6,28.1,26.2,23.8,23.8,26.6
Coahuila,11.9,16.3,19.4,22.4,25.5,28.2,26.3,27.3,24.8,22.1,17.5,14.8,21.4
Colima,24.7,23.9,24.7,26.0,27.1,28.3,27.4,27.4,27.2,26.3,26.1,24.5,26.1
Chiapas,23.1,24.3,25.1,27.1,27.6,25.8,25.5,25.8,25.5,24.3,23.2,22.4,25.0
Chihuahua,9.5,12.2,15.5,18.6,21.7,25.9,23.6,23.4,22.0,19.4,14.7,11.6,18.2
Ciudad de México,14.9,16.3,17.4,19.4,19.6,19.0,18.0,18.5,17.4,16.3,15.1,14.9,17.2
Durango,11.0,13.3,15.7,18.8,20.9,23.4,21.8,21.6,20.1,17.9,14.1,12.5,17.6
Guanajuato,15.4,16.3,19.0,21.2,22.7,22.0,20.9,20.5,20.1,18.6,16.9,16.4,19.2
Guerrero,24.1,25.1,24.9,24.7,28.2,27.3,25.8,25.9,25.7,24.2,24.2,23.3,25.3
Hidalgo,14.6,16.3,17.2,20.0,21.0,20.1,19.5,19.9,18.4,16.6,15.2,15.2,17.8
Jalisco,17.3,18.4,20.5,22.7,24.3,24.1,22.3,22.4,22.3,21.3,18.7,17.6,21.0
Estado de México,12.1,13.3,14.5,16.7,17.0,16.4,15.8,16.4,15.7,13.6,12.1,11.7,14.6
Michoacán,17.3,17.8,19.9,22.3,23.3,22.4,20.9,21.2,20.7,19.6,17.8,15.8,19.9
Morelos,20.1,21.3,23.6,24.9,24.8,23.5,21.6,23.1,22.1,21.2,19.6,19.4,22.1
Nayarit,21.5,22.6,23.7,25.9,27.7,28.9,27.4,27.7,27.6,27.7,25.3,22.6,25.7
Nuevo León,12.4,17.3,20.2,23.1,26.0,28.0,26.2,27.5,25.0,22.6,18.4,16.4,21.9
Oaxaca,22.2,23.3,24.8,26.8,27.5,26.5,25.5,26.3,25.8,24.2,22.8,21.7,24.8
Puebla,14.8,16.5,17.5,19.5,20.3,19.4,18.6,19.0,18.5,17.1,15.5,15.3,17.7
Querétaro,15.7,16.8,17.6,21.5,22.1,21.5,19.8,20.4,19.5,17.2,15.8,15.5,18.6
Quintana Roo,24.9,25.9,25.7,27.0,28.4,28.5,28.8,29.4,28.9,27.0,24.6,24.4,26.9
San Luis Potosí,16.7,19.0,21.5,24.3,26.6,26.1,24.9,25.7,23.9,22.0,19.2,18.5,22.4
Sinaloa,18.2,19.8,21.4,23.9,26.2,29.9,29.5,29.4,28.9,26.7,24.3,20.3,24.9
Sonora,12.7,15.2,18.7,21.7,24.7,30.0,29.1,28.8,27.8,24.4,19.9,14.7,22.3
Tabasco,23.8,25.1,25.4,28.0,29.3,28.3,28.3,28.3,27.6,25.8,24.4,24.2,26.5
Tamaulipas,15.9,19.6,22.4,24.9,27.2,28.9,27.7,28.9,27.0,24.5,20.7,18.7,23.8
Tlaxcala,12.1,13.7,14.7,16.5,17.0,16.4,15.6,16.4,15.7,14.5,12.7,12.5,14.8
Veracruz,19.0,20.8,22.3,24.6,26.5,25.4,24.8,25.7,24.6,22.7,20.4,20.5,23.1
Yucatán,23.8,24.9,25.4,27.3,29.1,28.3,28.1,28.6,28.2,26.3,23.4,23.5,26.4
Zacatecas,12.4,13.6,15.9,18.5,20.5,20.9,18.8,19.0,18.4,16.6,13.9,13.2,16.8
Nacional,16.5,18.3,20.1,22.6,24.4,26.1,25.1,25.4,24.2,22.1,19.0,16.9,21.7
