Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.9,15.2,16.4,20.2,20.9,22.0,20.7,19.6,18.9,17.9,14.7,12.8,17.7
Baja California,13.8,14.2,14.5,17.0,21.3,24.6,27.4,27.0,25.1,20.5,17.9,14.2,19.8
Baja California Sur,17.6,18.2,18.7,21.4,23.4,26.2,29.0,29.1,28.4,24.8,21.8,18.1,23.1
Campeche,23.0,24.0,26.7,27.9,28.8,28.1,27.9,27.7,27.4,26.1,23.9,23.6,26.2
Coahuila,14.2,15.7,19.1,23.5,25.7,28.5,27.9,27.4,25.7,22.5,17.5,13.3,21.7
Colima,25.3,25.4,24.2,26.2,26.7,28.4,28.3,28.0,27.7,27.1,26.3,25.0,26.5
Chiapas,23.0,23.5,25.0,26.3,26.3,25.5,25.3,25.4,25.3,24.7,23.3,23.0,24.7
Chihuahua,11.7,13.0,14.7,19.1,22.5,25.3,24.9,23.1,22.7,19.3,14.7,10.6,18.5
Ciudad de México,13.5,15.8,17.2,19.2,18.6,18.5,17.7,17.4,17.5,16.8,14.4,14.0,16.7
Durango,12.3,14.5,16.3,20.4,22.4,24.0,22.7,21.6,20.9,19.0,14.6,11.5,18.4
Guanajuato,14.6,16.0,17.5,21.0,21.6,22.5,20.5,19.8,19.4,18.3,16.2,15.0,18.5
Guerrero,23.8,25.2,26.0,28.0,28.0,27.2,26.1,25.7,25.6,25.5,24.3,23.2,25.7
Hidalgo,14.4,16.1,17.3,19.8,20.2,20.9,20.1,19.9,19.5,18.4,15.1,14.6,18.0
Jalisco,16.7,19.0,19.7,22.9,23.1,24.4,23.0,22.3,22.2,21.3,18.6,16.6,20.8
Estado de México,12.1,14.0,16.0,18.1,17.9,17.9,16.8,16.3,16.3,15.6,13.2,12.3,15.5
Michoacán,16.8,18.9,20.2,23.3,23.5,23.9,22.3,21.6,21.6,21.0,18.2,17.4,20.7
Morelos,18.5,20.6,22.1,24.1,24.1,23.0,22.0,21.0,20.9,20.7,18.8,18.1,21.1
Nayarit,22.5,23.4,22.9,25.9,27.0,29.3,28.4,27.8,27.8,27.4,24.9,22.1,25.8
Nuevo León,14.1,14.8,18.2,21.0,21.6,24.0,23.9,23.6,21.4,19.6,15.9,12.6,19.2
Oaxaca,21.8,23.0,25.0,26.9,27.1,26.7,26.2,26.4,26.3,25.5,23.5,22.8,25.1
Puebla,15.2,16.2,17.4,19.5,19.7,20.2,19.5,19.4,19.0,18.8,16.3,15.4,18.0
Querétaro,15.3,17.6,19.0,22.4,22.2,22.1,21.5,21.1,20.6,19.4,16.5,15.6,19.4
Quintana Roo,23.4,23.9,25.9,27.3,28.3,28.3,28.4,28.6,28.6,27.0,24.6,24.3,26.5
San Luis Potosí,17.1,18.5,21.2,24.5,25.3,26.2,25.0,24.8,24.1,22.1,18.6,16.5,22.0
Sinaloa,20.2,21.1,21.4,24.5,26.7,30.0,30.5,29.6,29.7,27.7,24.2,19.9,25.5
Sonora,14.9,16.1,17.5,21.1,25.4,29.8,31.1,29.2,28.2,23.9,19.6,15.7,22.7
Tabasco,24.3,25.0,27.9,29.1,30.0,29.3,29.3,29.0,28.8,27.7,25.4,24.5,27.5
Tamaulipas,19.6,19.9,23.4,26.3,27.8,29.3,29.1,29.4,28.4,25.2,21.5,18.1,24.8
Tlaxcala,11.4,12.9,14.4,16.5,16.2,16.8,16.1,15.8,15.7,14.9,12.9,11.6,14.6
Veracruz,20.2,20.5,23.3,26.4,27.8,27.5,25.6,25.5,25.5,24.8,21.3,19.4,24.0
Yucatán,22.7,24.3,26.3,28.0,28.9,28.6,28.6,28.5,28.4,26.7,24.1,23.8,26.6
Zacatecas,12.2,14.2,15.5,19.4,20.0,21.3,20.1,19.0,18.7,17.2,13.8,11.8,16.9
Nacional,17.5,18.8,20.4,23.0,24.0,25.0,24.6,24.1,23.7,22.1,19.3,17.4,21.7
