Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.0,3.9,5.5,7.9,11.5,13.7,13.2,13.2,14.2,9.9,4.9,2.9,8.6
Baja California,7.7,7.2,7.8,9.3,13.3,16.0,19.9,20.7,19.1,14.0,9.6,7.7,12.7
Baja California Sur,11.0,10.7,12.6,14.0,16.9,18.8,21.6,23.8,22.6,19.6,13.5,10.7,16.3
Campeche,16.5,17.4,18.0,21.8,23.5,23.4,22.2,22.9,23.0,21.1,19.5,17.1,20.5
Coahuila,5.4,6.9,9.8,14.8,18.8,21.4,20.5,21.5,16.9,14.7,9.0,5.2,13.7
Colima,17.2,17.2,17.1,17.5,19.7,22.2,21.5,22.5,21.4,21.7,18.5,16.7,19.4
Chiapas,14.9,16.4,16.7,19.3,20.4,20.7,19.5,20.2,19.7,18.9,17.4,15.7,18.3
Chihuahua,1.4,2.4,5.2,8.6,12.4,16.8,17.0,17.1,18.3,10.3,3.8,1.0,9.5
Ciudad de México,7.0,7.8,9.8,11.9,13.4,13.8,12.8,13.3,13.4,11.3,8.2,6.9,10.8
Durango,1.9,2.4,5.1,7.9,11.8,15.1,15.0,15.1,14.2,9.6,3.5,1.0,8.5
Guanajuato,6.3,6.9,9.2,11.2,14.1,14.7,15.8,14.2,14.8,12.7,7.5,6.9,11.2
Guerrero,16.2,16.5,17.3,18.8,20.3,20.7,19.4,20.2,19.6,19.5,17.3,15.8,18.4
Hidalgo,6.2,6.9,8.5,11.5,12.8,13.7,13.2,13.3,13.8,10.4,7.3,5.4,10.2
Jalisco,8.3,9.4,10.5,11.7,14.9,16.8,16.3,16.7,17.0,13.9,9.4,8.8,12.8
Estado de México,2.8,3.9,5.4,7.4,9.3,9.9,9.9,9.8,9.8,7.1,3.8,2.7,6.8
Michoacán,6.9,7.0,8.7,11.0,13.0,14.3,13.7,13.7,13.9,11.0,6.9,5.9,10.5
Morelos,10.4,11.5,13.4,15.0,17.3,16.9,15.5,15.9,16.2,14.7,11.2,10.3,14.0
Nayarit,13.4,13.8,14.7,15.7,19.0,22.2,21.5,22.6,22.5,20.8,15.7,13.2,17.9
Nuevo León,6.9,8.1,10.4,15.8,19.4,21.4,21.0,21.7,20.1,16.0,9.9,6.4,14.7
Oaxaca,14.3,15.4,16.2,19.0,20.6,20.6,19.2,19.8,19.7,18.2,16.5,14.4,17.8
Puebla,6.5,7.3,8.6,11.3,12.5,13.3,12.6,12.7,13.1,10.4,8.0,6.6,10.2
Querétaro,6.3,7.4,9.1,12.1,14.1,14.9,14.3,14.2,14.5,11.6,7.1,5.8,10.9
Quintana Roo,17.9,18.3,18.6,22.7,23.9,24.8,23.6,24.2,24.0,22.4,20.0,18.2,21.5
San Luis Potosí,9.3,10.0,11.7,15.9,18.7,19.7,18.9,19.5,21.3,16.3,11.8,9.7,15.2
Sinaloa,11.3,11.1,12.7,14.7,18.2,22.9,23.3,24.1,21.5,19.9,14.2,10.5,17.0
Sonora,6.1,6.3,8.4,10.8,14.7,19.5,22.8,23.0,20.9,14.8,8.8,5.5,13.4
Tabasco,17.7,18.8,19.0,22.5,23.5,24.0,22.5,23.3,23.7,22.4,20.5,18.7,21.4
Tamaulipas,10.7,11.8,13.5,18.4,21.7,23.4,22.7,23.7,22.2,18.9,14.0,10.2,17.6
Tlaxcala,2.7,2.9,4.2,6.5,7.9,9.0,8.3,8.4,9.2,6.2,3.1,1.9,5.8
Veracruz,13.1,14.1,15.2,18.4,20.1,20.5,19.4,19.8,20.4,18.5,15.8,14.1,17.4
Yucatán,15.9,16.2,16.3,20.5,22.3,23.0,21.8,22.4,22.6,20.6,18.7,16.3,19.7
Zacatecas,2.5,3.2,4.7,7.3,10.9,13.4,12.9,12.8,12.8,8.5,3.5,1.8,7.8
Nacional,8.1,8.7,10.6,13.6,16.7,18.9,18.9,19.4,18.7,15.0,10.4,8.0,13.9
