Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.1,5.5,6.4,9.0,12.5,13.4,12.9,13.1,12.2,9.0,6.5,4.7,9.0
Baja California,5.8,8.3,8.5,9.2,11.9,14.0,17.4,18.6,16.3,11.4,8.5,5.8,11.3
Baja California Sur,8.4,10.8,10.7,11.4,13.7,16.7,20.5,21.6,20.4,16.1,13.3,9.7,14.4
Campeche,16.7,16.6,17.8,20.3,21.2,21.1,20.7,20.7,20.7,19.7,18.3,17.7,19.3
Coahuila,3.8,6.6,7.5,11.0,17.0,18.3,18.8,18.4,16.4,11.4,8.2,4.5,11.8
Colima,14.4,15.1,14.4,14.7,17.9,21.0,20.5,20.2,20.1,19.1,17.7,15.4,17.5
Chiapas,14.6,14.8,15.9,18.5,19.0,18.9,18.6,18.6,18.8,18.0,16.7,15.8,17.3
Chihuahua,0.3,4.1,4.6,7.0,12.4,15.4,16.3,15.5,13.2,7.7,3.6,0.1,8.3
Ciudad de México,3.7,5.5,6.7,7.7,9.1,9.3,9.6,10.1,9.7,7.5,6.0,4.8,7.4
Durango,1.5,4.9,5.2,7.4,12.6,14.6,14.8,14.4,13.1,8.2,5.1,1.9,8.6
Guanajuato,6.5,8.1,8.9,11.2,13.8,13.8,13.4,13.6,12.6,9.3,8.7,6.6,10.5
Guerrero,15.7,16.8,17.7,18.9,20.3,20.3,19.6,19.7,19.6,18.7,17.4,16.3,18.4
Hidalgo,4.1,5.4,6.9,9.0,11.0,11.4,11.1,11.3,11.1,8.4,6.6,5.6,8.5
Jalisco,6.5,8.8,8.8,10.4,14.5,16.3,16.1,15.9,15.7,12.8,10.1,7.7,11.9
Estado de México,2.6,3.9,4.7,6.6,8.8,9.4,9.1,9.5,9.1,6.8,4.7,3.6,6.6
Michoacán,6.9,8.6,9.3,11.0,14.4,15.0,14.3,14.5,14.2,11.6,9.6,8.0,11.4
Morelos,10.2,11.5,12.7,14.5,16.5,16.6,15.6,15.9,15.7,14.3,12.3,10.9,13.9
Nayarit,12.6,14.4,13.9,15.1,18.5,21.5,21.5,21.5,21.5,20.1,16.8,13.8,17.6
Nuevo León,4.9,7.6,8.4,11.9,16.7,17.4,17.9,17.4,16.3,12.4,9.3,6.4,12.2
Oaxaca,11.7,12.5,13.7,15.7,17.0,16.9,16.4,16.4,16.4,15.4,13.8,12.6,14.8
Puebla,6.3,7.5,8.8,10.8,12.7,12.7,11.9,12.3,11.8,10.3,8.4,7.5,10.1
Querétaro,6.3,7.9,9.1,11.3,14.0,13.9,13.3,13.1,12.7,10.1,8.5,6.4,10.5
Quintana Roo,16.3,16.1,17.5,20.5,21.9,22.1,21.8,22.0,21.7,21.0,18.8,17.3,19.7
San Luis Potosí,7.7,9.6,11.2,13.4,17.4,17.6,17.1,17.1,16.8,13.7,11.3,9.0,13.5
Sinaloa,9.5,12.9,12.2,13.2,17.8,22.9,24.3,23.8,23.2,19.4,15.0,11.0,17.1
Sonora,4.9,8.6,8.4,9.6,13.5,18.9,22.2,22.3,20.0,14.0,9.7,5.4,13.1
Tabasco,18.1,18.6,19.8,22.2,23.7,23.3,23.1,23.3,23.4,22.2,21.1,19.8,21.5
Tamaulipas,9.5,11.8,13.1,16.5,21.3,21.5,21.5,21.2,20.6,17.2,14.1,11.7,16.7
Tlaxcala,2.2,3.3,4.6,6.6,8.3,8.8,8.0,8.4,7.8,6.2,3.8,2.9,5.9
Veracruz,12.9,14.0,15.4,17.8,20.4,20.0,19.4,19.4,19.4,17.8,15.9,14.6,17.2
Yucatán,16.2,16.0,17.1,19.6,20.9,21.1,20.7,20.9,20.8,20.2,18.2,16.9,19.0
Zacatecas,1.8,5.0,5.0,7.0,12.2,13.7,13.4,13.3,12.5,8.2,5.3,3.3,8.4
Nacional,8.3,10.0,10.7,12.8,15.7,16.8,16.9,17.0,16.4,13.7,11.4,9.3,13.2
