Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.4,13.6,15.9,18.7,20.4,21.0,19.8,19.2,18.5,17.8,14.8,12.6,17.1
Baja California,13.2,13.1,17.2,17.9,21.6,23.2,27.4,26.9,25.2,20.1,16.0,13.5,19.6
Baja California Sur,16.7,16.6,19.0,20.7,22.8,24.9,27.9,28.6,27.8,23.8,20.4,17.7,22.2
Campeche,22.7,24.0,26.6,27.4,28.0,28.3,27.8,27.7,27.1,25.8,24.0,23.1,26.0
Coahuila,13.3,15.4,19.2,22.3,25.8,27.6,27.0,26.2,24.9,22.5,16.8,13.4,21.2
Colima,24.4,24.7,24.8,26.3,27.3,27.4,27.5,27.8,27.4,26.8,26.0,24.7,26.3
Chiapas,21.9,23.0,24.7,25.3,25.3,24.9,24.5,24.7,24.4,23.8,22.8,22.4,24.0
Chihuahua,11.3,11.4,15.2,18.2,22.8,25.4,25.4,24.0,23.4,19.6,13.6,11.0,18.4
Ciudad de México,13.2,14.8,16.5,17.8,17.7,17.6,16.8,16.7,16.4,16.4,14.9,14.0,16.1
Durango,11.8,13.0,16.3,19.1,22.1,23.9,23.0,21.6,20.7,19.1,14.3,12.0,18.1
Guanajuato,13.5,14.5,18.4,19.4,21.0,19.9,19.6,19.9,19.4,19.1,16.5,14.0,17.9
Guerrero,22.9,24.1,25.6,27.2,27.5,26.7,25.6,25.3,25.0,24.9,24.2,23.0,25.2
Hidalgo,14.1,15.2,17.0,19.2,19.8,20.1,18.9,19.0,18.4,17.7,14.8,13.9,17.3
Jalisco,16.3,17.3,19.4,21.8,23.1,23.5,22.6,22.3,22.1,21.6,18.9,16.9,20.5
Estado de México,12.1,13.5,15.5,17.2,17.4,17.5,16.7,16.6,16.2,15.7,14.6,13.3,15.5
Michoacán,15.0,16.2,18.8,21.2,21.9,21.9,20.2,20.0,20.1,19.7,17.1,16.3,19.0
Morelos,17.8,19.4,21.2,23.1,23.6,22.6,21.2,20.6,20.4,20.2,18.8,16.9,20.5
Nayarit,22.1,22.3,23.3,25.4,27.1,28.8,28.0,27.7,27.8,27.5,24.5,22.3,25.6
Nuevo León,12.0,13.5,16.2,19.3,20.9,21.9,23.9,24.2,21.7,18.4,18.2,13.8,18.7
Oaxaca,21.6,22.9,24.1,25.9,26.8,26.7,26.3,26.7,26.4,25.4,23.8,22.7,24.9
Puebla,14.4,15.3,17.6,19.0,19.8,20.6,20.2,20.2,19.3,19.5,17.2,15.3,18.2
Querétaro,14.5,16.5,18.9,21.1,22.2,22.0,21.0,21.2,20.4,19.5,17.2,16.0,19.2
Quintana Roo,22.8,23.8,25.6,26.2,27.3,27.6,27.5,27.8,27.4,26.1,24.6,23.4,25.8
San Luis Potosí,16.4,17.4,20.5,22.4,24.0,24.7,24.2,23.9,22.9,21.7,18.5,16.1,21.0
Sinaloa,19.3,19.2,21.4,24.0,26.7,29.4,30.0,29.5,29.5,27.2,22.6,19.8,24.9
Sonora,14.6,14.4,18.9,20.9,25.5,29.0,30.8,29.4,28.3,23.8,18.0,15.9,22.5
Tabasco,23.9,24.3,27.3,28.2,29.4,29.9,29.3,29.3,28.7,27.7,25.8,24.7,27.4
Tamaulipas,19.4,19.8,23.0,24.8,27.0,28.5,28.4,28.7,27.8,25.9,22.4,18.9,24.5
Tlaxcala,11.3,12.7,14.6,16.1,16.4,16.7,15.8,15.6,15.4,14.9,13.1,11.7,14.5
Veracruz,20.0,20.1,22.8,25.4,27.0,27.5,25.8,25.8,25.3,24.9,21.7,19.2,23.8
Yucatán,22.5,24.3,26.5,27.1,28.4,28.8,28.4,28.7,28.0,26.4,24.6,23.5,26.4
Zacatecas,11.4,12.3,14.9,17.3,19.7,20.5,19.4,18.9,18.2,17.1,13.5,11.5,16.2
Nacional,16.9,17.8,20.2,22.0,23.6,24.3,24.0,23.7,23.2,21.9,19.1,17.3,21.1
