Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.1,5.2,6.8,10.7,12.5,13.4,13.0,12.8,12.5,10.8,7.7,4.1,9.4
Baja California,4.7,5.3,7.4,9.1,11.9,14.9,16.9,17.0,16.2,11.7,9.3,5.2,10.8
Baja California Sur,8.1,8.8,9.6,11.8,14.0,17.1,20.1,20.6,20.5,15.9,12.8,9.0,14.0
Campeche,15.8,17.8,18.1,20.2,21.2,21.5,21.1,21.1,21.1,20.5,18.1,17.1,19.5
Coahuila,4.2,6.0,8.4,14.7,17.3,19.0,19.1,18.9,17.0,13.9,9.0,5.0,12.7
Colima,15.0,15.3,15.0,16.5,19.1,20.6,20.7,20.4,20.7,20.0,17.4,15.8,18.0
Chiapas,14.8,15.7,16.3,18.0,18.9,18.6,18.6,18.5,18.6,18.3,16.4,15.9,17.4
Chihuahua,1.4,3.6,5.4,11.1,14.2,17.7,17.4,17.1,15.3,10.7,5.0,0.8,10.0
Ciudad de México,4.9,6.3,7.7,9.6,10.4,10.5,10.3,10.3,10.3,9.1,6.6,6.0,8.5
Durango,1.9,3.3,5.2,10.3,12.2,14.2,14.2,13.9,12.4,9.1,4.8,1.7,8.6
Guanajuato,5.7,6.9,7.9,11.2,12.1,12.9,12.5,12.7,11.8,9.2,6.5,6.0,9.6
Guerrero,16.0,16.8,17.3,19.3,20.3,19.8,19.5,19.5,19.3,18.9,16.9,16.0,18.3
Hidalgo,4.7,6.0,7.6,9.7,10.4,11.4,11.6,11.1,11.6,9.7,6.5,6.0,8.9
Jalisco,6.3,8.3,8.7,12.1,14.7,16.1,15.7,15.5,15.8,13.4,9.2,7.0,11.9
Estado de México,1.9,3.5,4.6,6.6,7.4,8.5,8.3,8.2,8.5,6.6,3.7,2.5,5.8
Michoacán,6.1,7.9,8.6,11.4,13.0,13.7,13.2,12.9,12.8,11.1,7.8,6.6,10.4
Morelos,9.9,11.6,12.6,15.0,16.1,15.8,15.3,15.2,15.2,14.0,11.1,10.0,13.5
Nayarit,11.2,12.3,12.0,15.1,18.6,20.9,20.7,20.4,20.8,18.9,15.1,11.9,16.5
Nuevo León,5.4,6.9,8.5,12.2,13.1,14.3,14.7,14.5,13.2,11.3,8.3,5.7,10.6
Oaxaca,11.5,12.5,13.6,15.5,16.5,16.6,16.2,16.2,16.6,15.9,13.4,13.3,14.8
Puebla,6.2,7.4,8.8,10.7,11.7,12.3,11.8,11.8,12.4,10.8,8.0,6.8,9.9
Querétaro,6.0,7.2,9.0,10.8,11.4,11.8,11.4,11.4,11.7,9.9,7.6,6.5,9.5
Quintana Roo,15.8,17.6,17.8,19.1,20.3,21.4,21.3,21.2,21.4,20.8,18.5,17.5,19.4
San Luis Potosí,8.1,9.6,11.5,15.1,16.7,17.6,17.2,17.1,16.5,14.6,10.6,9.2,13.6
Sinaloa,9.7,11.1,11.1,14.4,17.8,22.4,23.4,23.4,23.0,19.4,14.7,9.8,16.7
Sonora,4.4,5.9,7.2,11.1,14.3,20.0,22.4,22.0,20.9,14.1,9.5,4.4,13.0
Tabasco,18.1,18.8,20.2,22.4,23.1,22.8,22.3,22.6,22.8,22.4,19.9,19.3,21.2
Tamaulipas,10.3,12.2,14.1,18.4,19.9,21.3,21.1,21.2,19.9,18.2,13.4,11.3,16.8
Tlaxcala,2.1,3.0,4.4,5.9,7.1,8.7,8.2,7.6,8.8,6.9,3.6,2.8,5.7
Veracruz,13.3,14.4,16.1,18.9,19.8,20.4,20.0,20.1,20.1,18.8,15.8,14.6,17.7
Yucatán,15.7,18.7,18.9,20.5,21.4,22.5,21.9,22.2,21.9,21.1,18.0,17.4,20.0
Zacatecas,2.5,4.4,5.3,9.8,11.7,13.0,12.8,12.5,12.1,8.9,5.0,2.8,8.4
Nacional,8.3,9.7,10.8,13.7,15.3,16.6,16.7,16.5,16.3,14.2,11.0,9.0,13.2
