Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,4.8,4.9,5.9,8.9,11.8,13.1,12.6,12.6,11.4,8.9,6.0,3.6,8.7
Baja California,4.7,5.1,7.8,10.5,11.0,14.8,17.9,16.8,15.5,11.9,8.4,5.5,10.8
Baja California Sur,7.7,8.4,10.1,12.4,14.0,17.2,20.7,21.0,20.9,17.3,13.4,10.2,14.4
Campeche,17.0,16.5,17.3,19.4,20.9,21.0,20.3,20.5,20.3,19.0,18.5,16.2,18.9
Coahuila,6.1,6.7,8.8,12.4,15.9,17.6,17.2,16.9,15.0,11.2,8.7,4.5,11.7
Colima,14.2,14.3,14.1,15.4,17.7,19.1,19.3,19.4,19.0,19.2,17.8,15.5,17.1
Chiapas,15.3,15.0,15.6,17.9,19.2,19.2,18.6,18.6,18.8,18.0,17.3,15.4,17.4
Chihuahua,-0.2,1.6,4.4,8.3,11.6,15.8,16.3,15.3,13.2,8.2,3.9,0.2,8.2
Ciudad de México,5.3,5.5,6.3,7.7,9.8,10.5,9.8,9.7,9.6,8.2,7.0,4.9,7.8
Durango,2.7,3.5,5.1,8.2,11.5,14.1,14.1,13.9,12.2,8.9,4.8,2.6,8.5
Guanajuato,6.5,6.3,6.7,10.1,12.7,13.7,12.8,12.7,11.5,8.2,8.0,5.3,9.5
Guerrero,16.0,16.8,17.2,18.8,20.2,20.1,19.4,19.4,19.1,18.6,17.6,16.1,18.3
Hidalgo,5.4,5.2,6.3,8.6,10.5,11.2,11.3,11.3,11.1,8.5,7.3,4.6,8.4
Jalisco,7.4,8.1,8.4,11.2,14.0,16.1,15.5,15.6,14.7,13.0,9.7,7.4,11.7
Estado de México,3.6,4.0,4.9,6.9,8.8,9.7,9.5,9.7,9.5,7.6,5.8,3.6,6.9
Michoacán,8.6,9.1,9.6,11.9,14.2,15.2,14.8,15.0,14.3,12.5,10.6,8.3,12.0
Morelos,10.4,11.1,12.3,14.4,16.2,16.5,15.4,15.4,15.6,14.2,12.4,10.4,13.7
Nayarit,12.8,13.3,13.4,15.3,18.2,21.2,21.2,21.4,21.1,20.5,16.7,14.3,17.4
Nuevo León,7.4,7.5,9.7,13.5,17.0,18.4,17.7,17.7,15.9,12.1,9.6,4.2,12.5
Oaxaca,13.5,13.7,14.0,16.2,17.4,17.3,16.8,17.0,16.7,15.5,14.6,12.8,15.4
Puebla,6.9,7.6,8.7,11.0,12.4,12.8,12.1,12.1,12.0,10.1,8.9,6.8,10.1
Querétaro,6.7,6.7,7.3,9.7,12.0,12.6,12.1,12.3,11.6,9.3,8.2,5.4,9.5
Quintana Roo,17.8,17.2,17.8,19.4,21.3,22.1,21.6,21.5,21.4,20.1,19.6,17.3,19.7
San Luis Potosí,10.0,9.2,10.6,14.0,16.6,17.5,16.9,17.0,16.0,13.1,11.6,7.0,13.3
Sinaloa,9.9,10.8,12.0,14.6,17.8,22.8,23.3,23.1,22.3,19.9,15.7,12.4,17.0
Sonora,4.3,6.0,8.4,11.7,14.4,20.1,22.1,20.8,20.0,14.7,9.5,6.0,13.1
Tabasco,19.6,19.2,19.5,22.1,23.2,23.2,23.0,22.8,22.6,21.8,21.0,18.9,21.4
Tamaulipas,12.3,11.7,13.8,17.8,20.9,21.9,21.1,21.2,19.8,16.3,14.8,8.3,16.6
Tlaxcala,2.0,2.4,3.1,5.5,7.4,8.2,7.4,7.5,7.7,5.3,4.1,1.8,5.2
Veracruz,14.0,13.6,14.6,17.4,19.5,19.5,18.8,19.0,18.7,17.0,15.9,12.4,16.7
Yucatán,17.0,16.9,17.4,19.0,20.9,21.4,20.9,21.1,20.6,19.3,18.8,16.6,19.1
Zacatecas,4.3,4.8,5.9,8.7,11.5,13.5,13.1,12.8,11.6,9.1,5.7,3.5,8.7
Nacional,9.2,9.5,10.5,13.1,15.3,16.8,16.7,16.6,15.9,13.7,11.6,8.8,13.1
