Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,2.9,3.6,5.0,8.0,11.8,14.5,12.6,13.3,13.8,10.5,4.6,3.2,8.6
Baja California,6.9,6.6,7.7,9.8,13.7,15.7,18.9,20.0,19.1,13.1,10.2,7.4,12.4
Baja California Sur,10.6,9.7,12.2,13.9,17.2,19.4,22.1,23.0,22.7,20.3,15.1,11.9,16.5
Campeche,17.4,18.5,18.2,21.2,23.1,22.9,21.5,22.7,22.8,21.5,18.3,18.3,20.5
Coahuila,5.5,8.3,10.7,15.0,18.7,21.6,20.4,21.5,18.1,14.8,9.1,5.8,14.1
Colima,17.3,16.4,16.5,18.0,20.3,22.3,21.2,22.5,22.7,21.9,19.2,16.8,19.6
Chiapas,15.8,16.6,17.0,19.2,20.3,20.1,19.1,20.2,20.5,19.4,16.8,15.8,18.4
Chihuahua,1.8,2.7,5.4,8.3,12.7,17.3,16.7,16.9,14.6,10.8,4.6,1.9,9.5
Ciudad de México,7.1,8.4,9.8,12.5,13.2,13.1,12.1,13.0,13.3,11.7,8.3,7.5,10.8
Durango,1.9,2.9,5.3,7.7,11.9,15.2,14.7,15.1,14.0,10.4,4.0,1.9,8.7
Guanajuato,5.5,6.7,17.0,19.8,20.6,14.4,13.5,14.3,13.6,18.4,6.7,5.2,13.0
Guerrero,16.0,16.3,17.8,15.2,21.9,20.6,19.0,20.1,20.1,20.2,17.3,15.9,18.3
Hidalgo,6.4,7.5,8.1,11.7,13.2,13.2,12.9,13.7,13.9,11.5,8.1,6.7,10.5
Jalisco,8.3,9.0,10.3,12.3,15.4,17.0,15.7,16.1,16.7,14.6,9.6,9.2,12.8
Estado de México,2.7,3.8,5.4,8.2,9.2,9.9,9.4,10.1,10.3,8.3,4.1,3.0,7.0
Michoacán,7.6,7.3,9.3,12.0,13.7,14.3,13.1,13.8,14.0,11.7,7.6,6.4,10.9
Morelos,10.7,11.4,14.2,15.9,16.8,16.4,14.9,16.3,16.2,14.7,11.2,10.7,14.1
Nayarit,12.8,12.8,13.8,15.0,19.1,22.0,21.0,22.2,22.5,21.3,16.6,13.6,17.7
Nuevo León,6.9,9.5,11.4,16.0,19.6,21.3,20.3,21.6,19.1,16.0,10.5,7.2,14.9
Oaxaca,15.1,16.1,16.6,19.3,20.7,20.7,19.2,20.3,20.3,19.0,16.2,15.4,18.2
Puebla,6.6,7.6,8.6,11.3,12.5,12.7,11.8,12.5,13.2,11.1,8.1,7.6,10.3
Querétaro,6.6,7.5,9.2,12.3,14.0,14.4,13.4,14.2,14.4,12.0,7.5,6.4,11.0
Quintana Roo,19.0,20.1,20.6,22.5,24.1,24.3,23.3,24.2,24.1,22.9,19.5,19.8,22.0
San Luis Potosí,9.8,10.5,12.5,16.1,18.9,19.4,18.2,19.4,18.6,16.4,12.1,10.3,15.2
Sinaloa,10.5,10.2,11.9,13.9,18.3,23.3,22.9,23.9,23.6,21.2,16.2,11.6,17.3
Sonora,6.3,6.1,8.4,10.8,15.4,20.5,22.3,22.7,20.6,15.1,10.4,6.4,13.7
Tabasco,19.0,19.7,19.5,21.9,23.2,23.1,22.0,23.2,23.4,22.4,19.6,19.2,21.3
Tamaulipas,11.1,13.6,14.8,18.7,22.0,23.3,22.3,23.8,21.7,19.0,14.1,10.8,17.9
Tlaxcala,1.9,2.9,4.0,6.6,8.3,8.7,8.1,8.9,9.5,6.9,3.3,2.9,6.0
Veracruz,14.2,15.3,15.9,18.7,20.3,20.1,18.9,20.1,20.3,18.6,15.0,14.9,17.7
Yucatán,16.8,17.5,18.3,20.0,22.1,22.5,21.4,22.6,22.9,21.4,17.6,17.9,20.1
Zacatecas,2.5,3.2,4.9,7.6,11.0,13.6,12.4,12.9,12.5,9.3,3.7,2.7,8.0
Nacional,8.3,9.3,10.9,13.7,16.9,19.0,18.5,19.3,18.3,15.4,10.8,8.8,14.1
