Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.5,16.2,18.2,18.7,21.5,22.4,20.7,21.1,19.7,18.7,16.8,13.8,18.4
Baja California,14.0,12.0,15.3,20.3,20.1,24.1,25.7,27.8,25.2,20.9,17.9,13.6,19.7
Baja California Sur,18.7,18.3,20.3,22.3,22.5,26.2,29.3,29.6,28.0,25.5,22.8,18.9,23.5
Campeche,23.1,26.6,26.8,28.7,31.0,29.9,28.9,29.3,28.7,28.2,25.9,24.1,27.6
Coahuila,13.4,17.0,18.8,22.4,26.3,28.2,28.5,30.5,27.4,22.8,17.6,14.7,22.3
Colima,25.9,25.5,26.2,25.4,26.7,29.3,29.0,29.0,28.6,27.9,28.0,26.6,27.3
Chiapas,23.1,24.9,25.5,26.7,27.9,26.8,26.4,26.8,26.4,25.8,24.8,23.2,25.7
Chihuahua,11.4,12.9,16.5,19.0,22.1,26.6,26.5,25.6,22.8,18.9,15.0,10.9,19.0
Ciudad de México,15.1,17.5,18.6,19.5,20.8,19.3,18.2,19.7,19.3,19.0,17.8,15.6,18.4
Durango,12.4,15.4,17.3,18.6,21.1,24.2,23.1,23.8,21.3,19.5,15.8,12.3,18.7
Guanajuato,15.5,18.0,20.2,20.9,23.4,22.6,20.9,21.3,20.5,20.1,18.6,15.6,19.8
Guerrero,23.5,24.5,26.0,26.1,26.7,26.4,25.6,26.2,25.7,25.4,25.3,24.4,25.5
Hidalgo,15.7,19.2,19.7,21.6,24.0,22.3,21.6,21.5,20.6,20.2,18.5,15.5,20.0
Jalisco,17.5,19.7,21.4,22.0,24.4,25.5,23.7,23.4,23.0,22.2,20.9,18.3,21.8
Estado de México,12.4,14.5,16.1,16.7,18.4,17.7,16.5,16.4,15.8,15.6,14.6,12.3,15.6
Michoacán,17.5,19.9,21.5,21.8,23.9,23.5,22.4,22.1,21.5,21.2,20.6,18.3,21.2
Morelos,19.2,22.0,24.6,24.8,25.5,23.7,22.5,22.7,22.4,21.7,21.2,19.4,22.5
Nayarit,23.3,23.9,24.5,25.5,27.0,30.2,29.9,28.6,28.4,27.8,26.6,23.2,26.6
Nuevo León,14.2,18.1,19.5,22.6,26.4,28.1,27.8,29.8,26.4,23.3,18.4,16.2,22.6
Oaxaca,20.5,23.7,23.8,25.5,26.6,25.6,24.2,24.7,24.3,23.3,22.2,20.6,23.8
Puebla,15.2,18.1,18.9,20.3,22.1,20.8,19.7,20.3,19.7,19.0,17.8,15.9,19.0
Querétaro,16.6,19.2,20.8,22.3,25.1,23.3,21.8,22.8,21.8,20.8,19.4,16.2,20.8
Quintana Roo,24.1,26.9,26.9,28.3,30.2,30.6,30.5,30.5,29.7,28.8,26.4,25.0,28.2
San Luis Potosí,18.8,21.8,22.5,25.8,29.5,29.0,28.1,29.3,27.1,25.0,21.2,19.2,24.8
Sinaloa,20.4,20.8,22.7,24.2,26.0,30.0,31.0,30.2,29.0,28.2,25.3,21.2,25.7
Sonora,14.6,14.4,18.0,21.1,21.9,28.3,31.1,31.1,28.2,24.0,20.4,15.1,22.3
Tabasco,23.4,26.0,26.3,28.1,31.3,29.7,29.1,29.8,28.8,28.0,25.7,24.4,27.6
Tamaulipas,17.3,20.9,22.1,25.0,29.2,30.3,29.9,31.5,28.8,25.6,20.5,19.1,25.0
Tlaxcala,11.9,14.5,16.1,17.1,18.4,17.5,16.5,16.4,16.0,15.7,14.5,12.4,15.6
Veracruz,18.7,21.8,22.0,23.8,27.2,26.0,25.1,25.7,24.7,23.6,20.6,19.6,23.2
Yucatán,22.3,25.8,26.2,28.2,30.3,30.2,29.0,29.2,28.8,28.1,25.1,23.5,27.2
Zacatecas,13.2,16.2,18.1,18.7,21.3,22.8,21.1,21.5,20.0,18.9,16.5,13.3,18.5
Nacional,16.6,18.6,20.5,22.5,24.8,26.6,26.5,27.0,25.2,22.9,20.0,17.1,22.4
