Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,11.9,14.1,15.4,18.2,20.2,20.6,19.4,19.6,19.2,17.0,15.4,14.0,17.1
Baja California,12.2,13.9,15.1,17.7,19.4,22.0,24.7,25.1,23.7,21.6,15.7,11.9,18.6
Baja California Sur,16.4,17.7,18.5,20.8,21.9,24.8,27.6,28.3,27.6,25.3,20.3,17.0,22.2
Campeche,23.0,24.1,25.8,26.9,28.6,28.2,27.7,27.4,27.3,25.4,24.9,23.7,26.1
Coahuila,10.7,13.1,15.5,18.8,22.1,24.0,24.4,24.2,22.2,19.4,16.2,13.6,18.7
Colima,22.9,23.3,23.5,24.4,25.1,26.7,26.7,26.3,26.6,26.0,25.0,23.9,25.0
Chiapas,21.6,22.7,23.8,25.0,25.7,25.1,24.6,24.6,24.5,22.9,23.0,22.3,23.8
Chihuahua,7.7,9.7,11.9,15.8,19.8,23.0,23.0,22.3,20.9,18.0,12.7,9.3,16.2
Ciudad de México,13.1,14.6,16.0,17.7,18.4,17.8,17.3,17.5,17.4,15.5,14.8,14.0,16.2
Durango,9.9,12.3,13.7,17.0,19.9,21.6,21.0,20.9,19.8,17.5,14.4,12.7,16.7
Guanajuato,13.9,14.8,16.7,18.6,20.6,20.8,20.0,19.9,19.9,16.7,15.7,15.4,17.8
Guerrero,23.2,24.3,25.4,26.3,27.0,26.2,25.3,25.3,25.4,25.2,24.6,24.1,25.2
Hidalgo,12.5,14.2,15.5,17.3,18.6,18.2,17.5,17.5,16.9,14.5,14.5,13.7,15.9
Jalisco,16.3,17.7,18.6,21.0,22.7,23.6,22.4,22.2,22.4,20.6,18.8,17.5,20.3
Estado de México,12.2,13.6,14.6,16.3,17.4,16.8,16.3,16.3,16.1,14.5,13.8,13.1,15.1
Michoacán,16.6,18.2,19.2,21.1,22.6,22.4,21.2,21.0,20.9,19.4,18.2,17.4,19.8
Morelos,18.9,20.4,21.9,23.6,24.6,23.3,22.1,22.0,21.9,20.7,20.0,19.5,21.6
Nayarit,19.8,20.9,21.7,23.6,25.6,27.7,27.1,26.6,26.9,26.3,23.7,21.7,24.3
Nuevo León,11.3,14.0,16.1,19.1,22.8,24.2,24.5,24.8,22.3,19.4,16.7,14.0,19.1
Oaxaca,19.6,20.8,22.1,23.0,24.0,23.2,22.6,22.4,22.5,21.4,21.4,20.6,22.0
Puebla,14.2,15.6,17.1,18.4,19.9,19.3,18.7,18.4,18.4,16.5,16.2,15.1,17.3
Querétaro,13.6,15.5,16.8,19.1,21.0,20.4,19.6,19.8,18.8,16.3,15.9,14.9,17.6
Quintana Roo,22.7,23.6,25.2,25.7,27.3,27.7,27.4,27.3,27.3,25.7,24.8,23.5,25.7
San Luis Potosí,14.0,16.1,18.2,20.8,23.6,23.9,22.9,23.3,23.0,20.0,18.3,16.4,20.0
Sinaloa,18.5,19.9,20.8,23.4,25.5,29.2,29.6,28.9,29.0,27.6,22.9,20.0,24.6
Sonora,13.4,15.5,16.9,20.9,23.7,29.1,29.9,29.1,27.8,25.4,17.9,13.4,21.9
Tabasco,22.6,24.0,25.6,27.4,29.2,28.8,28.5,28.4,28.2,25.7,25.3,24.0,26.5
Tamaulipas,14.9,18.1,20.1,23.3,26.5,27.3,27.2,27.7,26.5,23.7,21.2,18.7,22.9
Tlaxcala,11.1,12.7,13.7,15.1,16.2,15.8,15.2,15.2,15.0,13.1,12.6,11.8,13.9
Veracruz,17.8,19.1,20.6,22.6,25.2,24.9,24.3,24.4,24.4,22.0,21.4,19.5,22.2
Yucatán,22.6,23.5,25.4,26.3,28.7,28.2,27.9,27.5,27.3,25.7,25.0,23.9,26.0
Zacatecas,11.7,13.6,14.8,17.8,20.0,20.9,19.8,19.6,19.2,17.0,15.1,13.6,16.9
Nacional,16.0,17.6,18.9,21.1,23.0,23.6,23.3,23.2,22.8,20.8,18.9,17.3,20.5
