Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.5,4.5,6.5,9.1,11.3,13.5,13.6,13.1,12.4,10.3,4.9,3.8,8.9
Baja California,5.8,7.4,8.3,10.1,13.7,17.3,20.1,20.7,17.8,13.6,11.0,6.9,12.7
Baja California Sur,9.8,10.9,11.6,13.5,15.8,20.0,22.9,23.5,22.3,18.9,15.0,10.9,16.2
Campeche,18.3,18.0,19.2,21.1,22.1,22.4,22.3,22.2,22.1,21.6,18.8,18.6,20.5
Coahuila,5.3,7.4,12.2,15.3,17.8,20.7,20.8,21.2,19.4,15.9,10.2,6.7,14.4
Colima,18.2,17.1,17.6,18.4,19.9,23.5,23.1,22.6,22.3,20.5,20.3,18.1,20.1
Chiapas,17.5,17.0,18.3,20.0,21.1,20.6,20.5,20.6,20.6,20.4,18.1,17.3,19.3
Chihuahua,1.8,3.6,6.2,9.3,12.6,16.6,16.9,16.7,15.2,10.5,5.4,1.6,9.7
Ciudad de México,7.5,9.1,9.6,12.1,12.7,13.0,12.9,13.1,12.0,11.6,8.4,7.7,10.8
Durango,1.9,3.9,6.4,9.4,11.5,14.7,15.0,14.9,13.8,9.7,4.5,2.5,9.0
Guanajuato,6.0,8.8,10.2,12.9,13.8,14.7,14.7,14.8,14.6,12.9,8.8,5.9,11.5
Guerrero,16.6,18.0,18.5,19.9,21.2,20.8,20.3,20.3,20.2,19.8,17.3,16.2,19.1
Hidalgo,6.6,8.0,8.3,10.8,12.5,13.3,14.0,13.6,13.0,11.4,8.1,7.4,10.6
Jalisco,8.3,9.7,11.6,13.6,15.3,17.6,17.1,17.2,16.6,15.2,11.0,8.7,13.5
Estado de México,3.3,4.4,6.0,8.2,9.6,9.6,10.0,9.9,9.8,7.3,4.0,3.1,7.1
Michoacán,8.4,9.6,10.9,13.1,15.0,16.0,15.6,15.4,15.0,13.6,9.7,7.3,12.4
Morelos,11.0,12.3,14.4,15.9,16.9,16.6,16.0,16.3,16.0,14.9,11.4,11.5,14.4
Nayarit,12.9,13.6,13.9,15.9,18.4,22.8,22.4,22.4,22.1,21.3,17.3,14.1,18.1
Nuevo León,6.2,8.3,13.5,16.2,17.8,20.3,21.0,21.2,19.2,16.4,11.3,8.1,14.9
Oaxaca,16.3,16.6,18.1,20.2,21.5,21.5,21.0,21.3,21.2,20.4,17.8,16.2,19.3
Puebla,7.9,7.9,8.2,10.4,12.0,12.7,12.6,12.4,12.5,11.2,8.1,7.2,10.2
Querétaro,8.1,9.2,10.3,13.8,14.3,14.4,14.1,14.7,14.4,11.9,8.8,7.8,11.8
Quintana Roo,20.4,20.2,20.3,22.3,23.4,24.1,24.7,24.3,24.3,23.5,19.9,20.4,22.3
San Luis Potosí,9.3,10.8,13.3,16.7,18.6,19.4,19.5,19.6,19.0,16.3,12.5,11.4,15.5
Sinaloa,10.3,11.5,11.9,14.1,16.9,23.4,23.8,23.5,23.1,20.0,15.7,11.3,17.1
Sonora,4.7,6.7,8.7,11.9,15.2,21.4,23.2,22.6,20.4,14.8,10.3,5.6,13.8
Tabasco,19.8,19.8,21.0,22.5,23.4,23.2,23.5,23.4,23.1,22.6,20.5,20.1,21.9
Tamaulipas,10.5,12.1,16.8,19.1,21.5,22.7,23.2,23.4,22.4,19.0,15.0,12.6,18.2
Tlaxcala,2.4,3.1,4.4,6.2,8.0,8.5,8.9,8.6,8.7,7.4,4.0,2.5,6.0
Veracruz,14.5,14.9,16.9,18.7,20.2,20.0,19.9,20.2,20.2,18.7,16.3,15.6,18.0
Yucatán,17.9,17.8,18.0,20.0,21.6,22.5,22.5,22.4,22.3,21.7,18.4,18.5,20.3
Zacatecas,3.5,4.2,6.3,9.0,11.0,13.1,13.0,12.6,11.9,9.2,4.6,3.6,8.5
Nacional,9.8,10.8,12.4,14.6,16.5,18.5,18.9,18.9,18.1,15.7,11.9,9.7,14.6
