Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,0.0,46.7,6.6,0.0,6.5,35.5,158.7,166.7,73.8,14.0,0.1,0.7,509.3
Baja California,49.6,90.3,21.8,4.7,1.1,0.2,1.6,5.8,1.0,7.6,0.3,0.6,184.6
Baja California Sur,2.7,0.2,0.0,0.0,0.0,0.0,11.9,88.0,44.4,37.4,4.8,0.5,189.9
Campeche,3.9,3.5,7.9,55.0,81.8,405.5,222.5,271.3,303.6,319.9,81.4,34.1,1790.4
Ciudad de México,5.9,4.5,3.9,21.9,23.1,90.5,158.8,175.4,64.1,90.0,6.2,1.0,645.3
Coahuila,25.5,38.7,20.1,2.3,57.8,7.4,108.1,53.9,13.2,140.8,2.4,0.9,471.1
Colima,23.0,10.4,3.1,0.0,0.2,55.5,179.3,200.6,192.8,59.7,0.7,0.8,726.1
Chiapas,8.5,19.7,33.8,47.4,158.4,413.4,350.8,338.9,362.7,315.0,56.8,85.3,2190.7
Chihuahua,47.1,50.7,5.2,0.3,35.3,11.7,108.8,107.9,41.5,42.9,2.0,9.1,462.5
Durango,16.8,20.5,2.2,0.3,3.8,4.7,145.1,108.3,38.6,30.5,2.5,0.5,373.8
Guanajuato,7.5,12.8,21.0,3.9,3.7,23.4,170.7,187.8,50.8,27.9,0.4,0.1,510.0
Guerrero,18.0,0.3,2.8,1.4,14.6,167.9,295.0,260.8,219.8,126.7,0.6,0.2,1108.1
Hidalgo,15.6,14.5,11.3,9.3,44.4,58.4,102.9,137.8,72.6,209.6,12.7,5.8,694.9
Jalisco,6.1,16.7,3.4,0.0,2.1,48.2,245.2,182.3,105.7,50.1,3.3,0.9,664.0
Estado de México,9.4,3.4,4.5,8.9,16.3,58.2,145.5,149.8,71.6,72.4,8.0,1.1,549.1
Michoacán,11.9,10.4,20.5,1.0,5.6,67.9,208.7,204.2,98.3,56.7,3.1,0.9,689.2
Morelos,1.6,0.1,5.3,6.3,14.7,76.6,228.3,210.6,111.4,56.8,2.3,0.2,714.2
Nayarit,3.1,48.2,2.4,0.1,0.0,28.1,342.4,423.0,210.5,157.4,0.1,0.2,1215.5
Nuevo León,18.1,83.7,30.6,12.8,78.9,4.5,329.9,31.9,67.5,235.8,16.1,9.4,919.2
Oaxaca,17.9,17.4,11.2,8.1,86.9,271.7,336.8,369.3,239.0,219.8,27.7,12.5,1618.3
Puebla,13.6,20.8,22.2,28.6,65.2,168.6,193.5,306.9,129.7,257.9,33.0,13.9,1253.9
Querétaro,4.8,5.5,15.2,5.5,6.0,11.8,134.5,137.2,50.9,60.6,2.4,0.6,435.0
Quintana Roo,16.8,19.1,12.7,18.7,121.3,223.7,127.7,103.5,113.1,649.2,35.9,14.8,1456.5
San Luis Potosí,10.5,38.8,21.0,1.8,66.0,64.0,221.2,87.6,115.7,163.1,10.5,8.2,808.4
Sinaloa,16.6,78.9,4.2,0.0,1.0,0.8,164.0,144.7,73.4,44.4,6.7,0.9,535.6
Sonora,63.9,29.0,2.5,1.1,5.0,2.6,71.7,86.3,24.5,9.9,0.4,1.8,298.7
Tabasco,32.4,48.1,30.6,19.7,80.1,412.7,249.1,261.2,383.4,160.9,158.8,199.0,2036.0
Tamaulipas,14.4,58.4,28.7,6.7,63.7,33.4,271.7,38.6,70.8,118.2,13.9,20.3,738.8
Tlaxcala,1.0,4.3,8.0,51.1,57.1,48.8,165.8,161.7,46.3,124.3,6.0,3.0,677.4
Veracruz,38.5,48.9,28.6,14.8,79.4,316.4,242.2,300.8,243.4,365.2,103.5,48.4,1830.1
Yucatán,3.0,6.1,40.8,26.9,112.1,222.1,134.4,134.1,149.9,201.2,44.9,32.0,1107.5
Zacatecas,1.6,46.2,3.2,0.0,6.4,21.8,120.8,138.0,38.0,32.8,1.6,4.1,414.5
Nacional,25.0,35.8,13.0,7.8,41.5,88.9,172.1,148.0,101.5,124.2,16.8,13.5,788.1
