Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,1.8,3.5,6.4,9.1,11.4,13.9,12.9,12.5,12.2,9.5,5.4,2.5,8.4
Baja California,5.1,5.6,6.4,7.4,10.1,12.6,16.8,17.6,15.4,11.2,7.5,4.6,10.0
Baja California Sur,8.2,8.7,9.7,10.8,13.2,17.3,20.4,21.1,19.9,16.1,11.7,7.9,13.7
Campeche,16.9,17.0,18.1,20.5,21.5,21.6,21.0,20.9,21.2,20.1,18.0,16.6,19.4
Coahuila,3.9,5.3,7.7,12.5,16.1,19.1,18.7,18.3,16.9,12.2,8.0,4.0,11.9
Colima,13.0,13.9,14.6,15.8,17.6,20.9,21.0,20.8,21.0,20.3,18.1,15.4,17.7
Chiapas,14.8,14.7,16.0,17.9,18.6,18.9,18.4,18.6,18.7,18.0,16.8,15.0,17.2
Chihuahua,-0.5,1.2,3.6,7.2,11.3,15.9,16.9,16.3,14.8,9.2,4.1,-0.1,8.3
Ciudad de México,4.7,5.9,7.8,10.9,11.3,11.9,10.9,10.9,10.9,9.6,7.4,5.2,8.9
Durango,-0.1,2.3,4.3,8.1,11.4,14.6,14.5,13.9,12.6,8.6,4.1,0.8,7.9
Guanajuato,4.5,4.0,7.7,10.5,12.6,14.4,13.6,13.0,13.6,11.4,8.8,5.7,10.0
Guerrero,14.8,15.6,16.8,18.4,19.3,20.0,19.4,19.2,19.2,18.4,17.3,15.5,17.8
Hidalgo,3.6,4.5,7.0,9.4,10.0,11.4,10.7,10.8,11.1,8.8,6.4,4.0,8.1
Jalisco,5.3,6.5,8.6,10.9,13.1,16.8,16.1,15.9,15.8,13.8,9.7,6.9,11.6
Estado de México,1.7,2.6,4.8,7.2,8.0,9.7,9.1,9.4,9.4,7.6,4.9,2.3,6.4
Michoacán,5.7,6.8,9.4,11.4,13.5,15.4,14.4,14.2,14.3,12.3,9.6,6.7,11.1
Morelos,9.1,10.0,12.5,15.1,15.7,17.0,15.7,15.8,16.1,14.4,12.3,9.5,13.6
Nayarit,10.8,10.9,12.2,14.2,16.8,21.8,21.3,21.3,21.5,20.3,16.1,12.7,16.7
Nuevo León,5.8,7.6,10.3,13.9,16.9,18.7,18.3,18.3,17.0,13.2,10.1,5.4,12.9
Oaxaca,11.9,12.2,14.2,16.2,16.8,17.5,16.8,16.6,16.7,15.7,14.0,12.3,15.1
Puebla,5.5,6.2,8.5,10.9,11.7,12.8,11.9,12.3,12.5,10.4,7.9,6.0,9.7
Querétaro,5.1,5.6,9.0,11.5,13.0,14.1,13.3,13.1,12.6,10.4,8.1,5.7,10.1
Quintana Roo,17.2,16.5,17.1,19.5,20.9,21.7,21.4,21.2,21.8,20.6,18.4,16.8,19.4
San Luis Potosí,8.0,9.0,11.8,14.2,16.5,18.4,17.2,17.1,16.8,13.9,11.5,8.4,13.5
Sinaloa,9.0,9.7,10.9,12.7,16.1,22.7,23.7,23.5,23.7,20.9,14.7,9.5,16.4
Sonora,4.6,5.4,7.3,8.9,12.8,18.5,22.7,22.3,21.2,15.6,9.2,4.2,12.7
Tabasco,19.5,19.3,20.2,21.9,23.2,23.3,22.3,22.4,22.7,21.9,20.5,19.0,21.3
Tamaulipas,11.3,12.4,15.4,18.0,20.6,22.4,21.6,21.6,20.8,17.0,14.8,10.7,17.2
Tlaxcala,1.0,1.9,3.8,6.5,6.8,8.5,8.0,8.3,8.8,6.7,4.0,1.6,5.5
Veracruz,14.0,14.4,16.2,18.3,19.9,20.7,19.5,19.6,19.7,17.8,16.1,13.9,17.5
Yucatán,16.7,16.5,17.4,20.2,21.8,22.0,21.4,21.4,21.8,20.9,18.3,16.7,19.6
Zacatecas,0.5,2.4,4.8,7.9,10.4,14.4,13.3,13.2,12.3,9.5,4.8,2.0,7.9
Nacional,7.9,8.7,10.6,13.0,15.0,17.1,17.0,16.9,16.6,14.2,11.1,8.3,13.0
