Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,11.3,14.1,15.9,18.7,22.1,20.9,19.9,19.8,19.1,17.8,14.9,14.5,17.4
Baja California,13.0,17.1,17.1,18.7,19.8,25.4,27.5,26.5,24.0,24.1,19.2,14.5,20.6
Baja California Sur,17.1,20.3,21.0,22.0,23.6,27.2,28.9,28.8,28.1,27.4,23.2,18.7,23.8
Campeche,23.5,23.6,28.1,29.9,31.1,29.5,29.5,29.3,28.9,27.6,26.2,26.7,27.8
Coahuila,12.1,16.2,19.8,22.5,25.3,27.3,28.6,27.4,25.7,22.8,18.5,15.3,21.8
Colima,24.7,26.1,25.0,26.5,27.8,28.9,28.7,28.5,28.3,29.0,27.6,26.4,27.3
Chiapas,23.3,23.7,27.0,28.6,28.9,26.8,26.7,26.8,26.3,26.0,24.9,24.6,26.1
Chihuahua,8.6,13.0,15.5,18.3,21.6,24.9,23.9,23.0,22.4,20.1,15.0,12.5,18.2
Ciudad de México,14.0,15.5,17.3,19.0,19.9,17.7,18.0,18.1,17.7,17.0,15.2,16.0,17.1
Durango,10.5,14.9,16.4,19.3,21.9,23.2,22.7,21.5,21.2,19.4,16.0,13.9,18.4
Guanajuato,14.2,15.6,18.1,21.1,23.7,21.9,21.0,20.8,20.5,19.4,16.9,16.8,19.2
Guerrero,22.9,24.2,24.4,26.5,27.5,25.7,25.2,25.5,25.0,25.4,24.2,24.2,25.1
Hidalgo,14.4,15.4,19.0,21.4,23.2,21.5,20.8,21.4,21.0,19.5,17.0,17.0,19.3
Jalisco,16.2,18.8,19.4,22.2,25.2,24.5,23.0,23.4,23.3,22.7,20.2,19.2,21.5
Estado de México,11.2,12.6,14.4,17.0,18.3,16.6,16.5,16.8,16.2,15.1,13.0,14.1,15.1
Michoacán,16.1,18.2,18.9,21.4,23.8,22.3,21.1,21.8,21.4,21.1,18.9,18.3,20.3
Morelos,18.5,20.2,21.9,24.8,25.7,22.9,22.7,22.5,22.1,22.1,20.6,20.8,22.1
Nayarit,19.9,24.6,24.1,26.4,29.2,29.8,28.7,28.7,28.6,29.1,27.0,23.8,26.7
Nuevo León,13.8,17.2,21.1,23.7,25.8,26.8,29.4,28.1,26.7,23.6,20.1,16.6,22.7
Oaxaca,20.3,20.1,23.9,26.2,26.9,25.5,25.2,25.0,24.6,23.9,22.6,22.0,23.9
Puebla,14.5,15.6,18.1,20.2,21.6,19.8,19.4,19.6,19.1,18.3,16.8,16.9,18.3
Querétaro,15.0,16.2,18.8,22.3,24.7,22.3,21.7,21.7,21.1,19.7,17.4,17.4,19.9
Quintana Roo,24.7,24.8,27.8,29.0,30.6,30.1,28.1,30.3,30.3,28.8,27.0,27.5,28.2
San Luis Potosí,16.2,18.0,22.1,24.7,27.0,26.0,26.6,26.1,25.3,23.9,20.5,20.1,23.0
Sinaloa,18.9,22.3,22.7,24.6,27.4,30.5,30.2,29.4,29.2,29.3,25.5,21.5,26.0
Sonora,13.5,18.2,19.4,21.1,23.9,30.2,30.5,28.9,27.3,25.9,19.7,15.6,22.9
Tabasco,23.2,23.3,27.3,29.0,30.3,28.8,29.0,28.7,28.0,27.3,25.4,25.8,27.2
Tamaulipas,16.6,19.1,23.3,25.7,27.8,28.4,30.1,29.7,28.8,26.4,22.9,20.5,24.9
Tlaxcala,11.6,12.3,14.4,17.1,18.4,16.3,16.6,16.3,15.9,14.9,13.7,13.5,15.1
Veracruz,18.0,18.9,22.8,24.9,26.7,25.6,24.8,25.2,24.7,23.4,21.8,21.3,23.2
Yucatán,22.8,22.6,26.8,28.6,29.8,28.9,28.6,28.4,28.1,26.7,25.3,25.8,26.9
Zacatecas,11.0,14.2,15.8,18.7,21.9,21.2,20.6,20.1,19.4,18.2,15.2,14.6,17.6
Nacional,15.4,18.1,20.4,22.7,24.9,26.1,25.6,25.6,24.8,23.4,20.1,18.6,22.1
