Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,5.4,6.7,6.6,8.6,12.2,13.9,12.9,12.9,14.0,10.3,,,
Baja California,5.0,7.9,8.7,10.4,13.8,16.7,19.0,19.8,19.5,14.0,,,
Baja California Sur,10.3,11.6,13.1,15.1,17.3,21.1,23.3,24.7,24.3,20.6,,,
Campeche,19.3,20.7,21.4,22.4,25.0,24.5,24.3,24.0,23.9,23.4,,,
Coahuila,5.2,9.5,13.6,17.0,20.6,23.0,22.2,23.2,21.1,17.6,,,
Colima,18.9,19.2,18.2,18.5,22.3,23.6,23.3,23.5,23.7,23.4,,,
Chiapas,17.3,18.7,19.2,19.7,21.8,21.2,20.8,20.8,21.3,21.0,,,
Chihuahua,-0.5,4.1,5.9,9.4,13.4,18.6,18.2,18.0,16.8,12.4,,,
Ciudad de México,9.0,10.7,12.4,12.4,15.0,14.3,12.9,13.2,14.0,12.0,,,
Durango,2.4,4.1,6.6,9.9,13.3,17.0,15.6,15.8,15.6,12.1,,,
Guanajuato,7.5,9.1,9.8,11.5,15.1,15.4,13.7,13.7,14.5,11.3,,,
Guerrero,16.7,18.4,18.6,18.9,21.0,19.9,19.9,20.1,19.9,19.7,,,
Hidalgo,7.6,9.7,11.0,11.1,15.3,15.8,14.3,14.1,15.3,11.8,,,
Jalisco,9.9,10.7,10.7,12.6,16.2,18.5,17.3,17.1,17.9,15.9,,,
Estado de México,4.9,6.0,6.8,7.0,10.7,11.6,10.2,10.6,11.0,8.6,,,
Michoacán,8.3,9.7,10.3,11.3,14.8,15.1,14.2,14.3,14.1,13.3,,,
Morelos,11.7,14.3,15.3,16.1,18.5,17.8,16.4,16.6,17.0,15.8,,,
Nayarit,12.8,12.7,11.5,15.2,18.4,23.6,23.0,23.0,23.1,22.7,,,
Nuevo León,6.6,10.8,13.5,16.5,20.3,21.3,22.0,21.5,20.5,17.8,,,
Oaxaca,13.8,16.1,16.6,17.3,19.4,19.5,18.9,18.5,18.3,17.4,,,
Puebla,7.6,9.6,10.9,11.1,14.4,14.5,13.0,13.2,13.6,11.7,,,
Querétaro,8.4,10.5,11.7,12.7,16.9,17.0,15.5,15.2,15.8,12.8,,,
Quintana Roo,19.8,21.4,21.5,22.3,25.5,25.1,25.5,25.2,24.6,23.8,,,
San Luis Potosí,9.7,12.5,13.7,15.8,19.6,19.7,19.2,19.2,19.8,16.4,,,
Sinaloa,9.9,10.3,11.2,15.0,18.3,24.8,24.4,24.8,24.5,22.6,,,
Sonora,3.5,6.6,7.8,10.7,14.2,21.6,24.0,25.0,23.2,17.3,,,
Tabasco,20.2,21.1,22.0,22.5,24.9,24.3,24.0,24.0,24.1,23.6,,,
Tamaulipas,11.1,13.9,16.7,19.5,23.2,24.0,23.7,24.1,23.2,20.7,,,
Tlaxcala,3.9,5.4,6.5,6.4,10.1,10.4,9.2,9.2,10.3,7.9,,,
Veracruz,13.4,15.3,16.3,16.9,20.2,20.0,20.3,20.7,20.2,18.7,,,
Yucatán,18.2,19.8,20.0,20.6,24.1,23.9,23.3,23.3,22.9,22.0,,,
Zacatecas,4.0,5.3,5.0,8.2,12.7,14.8,13.6,13.5,13.9,9.9,,,
Nacional,8.2,10.6,12.0,14.1,17.5,20.0,19.9,20.1,19.6,16.7,,,
