Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.1,14.7,16.2,18.2,20.6,20.7,19.8,19.4,18.5,18.0,16.2,14.5,17.5
Baja California,13.6,13.6,16.0,17.7,19.3,22.5,24.0,25.5,24.1,20.3,15.3,13.2,18.7
Baja California Sur,17.4,17.1,19.3,20.9,22.1,25.2,27.3,28.1,27.3,24.8,20.6,17.7,22.3
Campeche,24.1,24.9,25.6,27.6,27.9,27.7,27.5,27.2,26.7,26.6,25.3,24.3,26.3
Coahuila,13.2,14.7,17.3,20.7,23.4,25.4,26.1,25.6,23.1,20.3,17.1,14.3,20.1
Colima,23.1,23.2,23.7,24.3,25.5,26.1,26.1,26.0,26.2,25.9,25.5,24.1,25.0
Chiapas,22.0,22.6,23.8,25.3,25.6,24.8,24.5,24.2,24.1,23.9,23.3,22.4,23.9
Chihuahua,10.3,11.7,14.0,17.8,21.4,25.3,24.6,24.2,21.4,17.4,13.7,11.1,17.7
Ciudad de México,13.8,15.2,16.7,17.5,17.8,17.4,16.9,16.9,16.3,16.5,15.2,13.9,16.2
Durango,11.8,13.5,15.3,18.1,21.0,22.8,22.3,21.8,19.7,17.4,15.5,13.1,17.7
Guanajuato,14.8,15.7,17.0,19.4,20.5,21.1,19.6,19.9,18.9,18.1,16.9,14.8,18.1
Guerrero,23.4,24.2,25.3,26.2,27.5,26.4,25.4,25.2,24.9,25.2,24.7,24.0,25.2
Hidalgo,13.6,14.8,16.2,17.7,18.2,18.1,17.4,17.4,16.7,16.3,15.3,14.2,16.3
Jalisco,16.8,17.8,19.3,21.0,23.0,23.7,22.3,22.0,21.7,21.3,19.6,18.1,20.5
Estado de México,12.1,13.2,14.6,15.8,16.6,16.2,15.3,15.2,14.8,14.4,13.5,12.5,14.5
Michoacán,16.8,17.9,19.3,21.0,22.5,22.0,20.7,20.4,20.2,20.0,19.0,17.7,19.8
Morelos,19.6,21.1,22.7,23.9,24.8,23.6,22.6,22.5,22.1,22.0,21.0,20.0,22.1
Nayarit,21.6,22.0,23.0,24.5,26.2,28.1,27.5,27.1,27.0,26.4,24.9,23.3,25.1
Nuevo León,13.4,15.1,17.6,20.7,22.9,24.6,25.4,24.8,22.7,20.3,17.5,15.1,20.0
Oaxaca,20.2,20.9,21.9,23.3,23.8,23.1,22.5,22.3,22.4,22.0,21.5,20.7,22.0
Puebla,14.9,15.8,17.5,18.8,19.4,19.0,18.3,18.1,17.7,17.5,16.3,15.1,17.3
Querétaro,15.3,16.8,18.2,19.6,20.8,20.1,20.0,19.6,19.0,18.5,17.2,15.7,18.4
Quintana Roo,23.3,23.8,24.3,25.9,27.2,27.3,27.5,27.4,26.9,26.7,25.1,23.5,25.7
San Luis Potosí,16.4,17.7,19.5,21.9,23.4,23.6,23.6,23.3,21.9,20.8,19.2,17.1,20.7
Sinaloa,20.2,20.2,21.9,24.1,26.4,30.1,30.2,29.3,28.9,27.2,23.4,20.9,25.2
Sonora,15.0,15.1,18.2,21.1,24.5,29.2,29.7,29.4,27.7,23.6,17.9,15.0,22.2
Tabasco,24.5,25.4,26.6,28.4,29.5,29.4,29.1,28.4,28.1,27.5,26.1,24.8,27.3
Tamaulipas,17.3,18.8,21.1,23.9,26.2,27.2,27.9,27.5,25.6,23.5,20.9,18.7,23.2
Tlaxcala,12.0,13.3,14.8,15.8,16.4,16.0,15.3,15.2,14.8,14.8,13.7,12.7,14.6
Veracruz,19.4,20.3,21.7,24.0,25.2,25.4,24.8,24.2,23.8,23.2,21.5,20.1,22.8
Yucatán,23.8,23.9,24.9,26.5,27.4,27.1,27.2,27.0,26.7,26.2,25.0,23.6,25.8
Zacatecas,12.5,14.1,15.5,17.8,20.4,21.2,20.3,19.9,18.6,17.7,16.0,14.0,17.3
Nacional,17.2,18.1,19.7,21.6,23.1,23.8,23.5,23.3,22.5,21.4,19.5,17.8,20.9
