Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,0.0,19.6,0.0,0.0,3.7,72.0,348.9,90.7,51.9,39.3,0.0,23.1,649.3
Baja California,7.3,23.7,40.9,0.0,0.0,0.0,0.0,0.0,2.7,1.1,3.6,14.4,93.8
Baja California Sur,9.3,14.7,2.8,0.0,0.0,0.0,0.0,1.4,10.7,2.6,3.4,3.8,48.8
Campeche,50.5,71.9,5.2,5.7,84.1,115.1,184.9,210.7,211.0,124.2,77.8,144.4,1285.4
Ciudad de México,13.5,2.6,0.0,40.6,72.2,281.9,357.5,88.2,159.9,162.6,29.5,12.1,1220.7
Coahuila,14.1,23.2,8.2,18.2,12.7,90.8,49.7,29.5,151.4,6.5,16.1,51.1,471.6
Colima,1.0,2.5,0.0,0.0,0.0,83.6,90.3,174.3,162.2,104.9,53.5,3.0,675.4
Chiapas,31.0,11.0,6.5,42.8,125.6,250.7,148.7,186.7,167.3,155.4,43.7,45.0,1214.4
Chihuahua,21.6,25.3,4.3,0.9,0.0,30.6,219.7,82.6,89.5,6.1,37.9,68.5,587.1
Durango,1.6,3.9,0.0,0.3,0.1,23.6,248.3,128.4,158.7,16.6,43.2,54.0,678.8
Guanajuato,3.0,8.9,0.0,2.5,11.8,151.4,547.0,77.5,169.3,49.8,17.8,50.4,1089.4
Guerrero,1.2,0.3,0.0,0.9,62.4,203.0,122.2,134.9,229.2,181.8,12.2,7.0,955.1
Hidalgo,17.6,18.1,2.8,22.8,23.4,144.3,169.3,41.5,301.1,91.6,48.7,45.8,927.2
Jalisco,1.4,5.1,0.0,0.0,2.3,117.8,295.4,161.6,177.0,71.5,29.8,21.5,883.3
Estado de México,11.2,2.9,0.0,11.5,42.8,183.5,258.7,147.6,161.4,106.1,24.4,12.5,962.6
Michoacán,2.9,6.1,0.0,0.9,2.5,141.0,188.1,162.2,181.5,92.5,17.6,4.4,799.7
Morelos,1.1,0.8,0.0,14.9,65.6,248.1,356.9,173.5,288.8,277.5,27.2,20.9,1475.3
Nayarit,0.7,1.5,0.0,0.0,0.0,84.5,300.7,177.8,272.7,71.5,45.7,41.2,996.2
Nuevo León,13.7,16.6,11.3,48.3,64.0,108.4,76.8,21.5,168.3,51.4,34.5,61.1,676.0
Oaxaca,6.5,3.7,10.8,12.6,100.3,333.5,122.0,80.3,161.9,165.5,24.4,13.0,1034.6
Puebla,15.3,16.2,6.8,34.0,123.9,232.7,224.8,98.0,310.1,183.1,67.7,35.0,1347.7
Querétaro,8.5,8.8,0.0,6.9,9.6,141.3,334.7,34.5,167.7,23.5,22.3,34.0,791.9
Quintana Roo,31.5,31.8,19.2,15.3,25.1,49.4,158.0,148.3,209.3,212.0,45.7,112.9,1058.6
San Luis Potosí,9.6,19.4,3.4,8.5,34.5,92.3,369.2,39.3,156.2,39.1,26.8,49.9,848.0
Sinaloa,10.2,6.3,1.5,0.0,0.0,14.5,113.6,294.6,205.7,6.7,168.9,80.0,901.8
Sonora,21.8,49.2,37.2,0.0,0.0,5.2,44.7,76.4,67.0,5.5,30.1,74.3,411.4
Tabasco,176.7,97.8,28.2,3.2,76.0,231.7,185.3,290.5,226.0,335.5,295.5,234.2,2180.7
Tamaulipas,10.8,17.8,19.0,47.7,66.1,157.0,192.1,31.8,289.0,71.4,45.2,97.6,1045.5
Tlaxcala,1.1,1.9,2.1,25.9,72.1,144.4,59.6,73.7,156.9,84.1,56.5,6.9,685.2
Veracruz,53.9,31.2,19.8,18.3,106.9,247.6,250.7,198.0,418.9,311.5,152.3,123.5,1932.5
Yucatán,58.6,38.8,12.2,3.2,31.9,77.5,182.0,233.6,159.7,200.3,25.4,150.3,1173.5
Zacatecas,3.4,11.8,0.0,2.0,5.0,58.6,320.1,115.4,123.9,30.7,15.2,34.9,721.0
Nacional,17.9,22.1,10.7,10.2,30.3,99.9,171.5,103.8,155.5,72.2,43.3,59.0,796.4
