Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.1,4.5,6.0,9.6,12.0,12.9,11.9,11.8,11.6,9.9,6.5,4.6,8.7
Baja California,5.6,5.6,7.3,9.4,11.0,14.1,17.1,17.8,13.5,11.1,7.7,5.2,10.4
Baja California Sur,9.2,9.0,11.0,13.4,14.3,16.9,20.5,21.5,19.8,16.1,13.2,10.0,14.6
Campeche,15.7,16.9,17.9,19.4,21.0,21.1,20.6,20.7,20.6,19.9,19.1,17.6,19.2
Coahuila,2.9,6.1,9.7,12.8,15.6,16.8,16.9,17.6,16.3,12.7,10.0,5.8,11.9
Colima,14.4,13.5,13.9,15.8,17.5,19.9,19.5,20.2,19.7,18.8,17.7,16.0,17.2
Chiapas,14.1,15.1,15.9,17.5,18.9,18.9,18.3,18.4,18.4,18.0,17.1,16.0,17.2
Chihuahua,-1.4,0.3,3.9,7.7,11.0,14.5,15.2,15.4,12.6,7.4,3.0,-1.4,7.3
Ciudad de México,4.1,5.7,6.8,8.9,10.3,11.4,10.1,10.5,10.4,9.4,7.2,5.7,8.4
Durango,0.7,2.4,5.1,8.2,11.5,13.7,13.2,13.8,12.9,9.4,5.0,1.7,8.1
Guanajuato,5.1,6.4,9.3,10.6,12.8,13.4,12.8,12.6,11.7,10.7,7.4,6.0,9.9
Guerrero,15.1,15.6,16.5,18.6,19.9,19.8,19.1,19.1,19.0,18.8,17.6,16.3,17.9
Hidalgo,2.5,4.5,5.7,8.7,10.1,11.3,10.1,10.0,9.8,8.6,6.1,5.1,7.7
Jalisco,6.7,7.5,9.0,11.9,14.3,15.9,15.4,15.3,15.1,13.7,10.3,8.3,11.9
Estado de México,3.0,3.9,4.9,7.7,9.1,10.2,9.2,9.1,8.9,7.8,5.8,4.5,7.0
Michoacán,7.5,8.2,9.5,12.5,14.2,15.1,14.4,14.3,14.1,12.8,10.3,8.6,11.8
Morelos,9.3,10.6,11.9,15.0,16.3,16.6,15.3,15.7,15.1,14.4,12.5,10.8,13.6
Nayarit,12.2,12.4,12.8,15.6,17.7,20.7,20.8,20.8,20.6,19.5,15.5,12.3,16.7
Nuevo León,4.5,7.1,10.4,13.9,16.4,17.7,17.6,18.1,17.2,14.2,10.4,6.5,12.8
Oaxaca,11.4,12.5,13.2,15.5,16.4,16.6,16.1,16.1,16.0,15.5,14.0,12.7,14.6
Puebla,5.6,7.2,8.4,10.6,12.2,12.6,11.5,11.5,11.7,10.5,8.6,7.3,9.8
Querétaro,3.9,6.2,7.8,10.8,12.2,13.2,13.1,12.3,12.1,10.7,8.2,6.3,9.7
Quintana Roo,15.5,16.9,17.6,18.6,20.5,21.6,21.5,21.1,21.0,20.0,19.2,18.0,19.3
San Luis Potosí,6.4,8.3,11.3,14.1,16.5,16.9,16.2,16.6,16.3,14.7,12.1,9.6,13.2
Sinaloa,10.6,10.7,11.8,15.3,17.4,21.7,22.7,22.8,21.7,19.5,14.5,11.3,16.6
Sonora,6.1,6.2,8.4,11.8,14.2,19.9,21.9,22.1,18.3,13.8,8.9,5.2,13.0
Tabasco,17.5,19.3,19.9,21.6,22.9,23.1,22.7,22.6,22.6,21.9,21.1,19.8,21.2
Tamaulipas,8.3,11.1,14.7,18.2,20.3,21.4,20.8,21.3,20.7,18.0,15.1,11.1,16.7
Tlaxcala,0.8,1.9,2.7,5.6,7.3,8.7,7.2,7.1,7.1,6.1,4.0,2.7,5.1
Veracruz,11.8,13.9,15.3,17.9,19.4,19.6,18.8,18.8,18.7,17.7,16.0,14.4,16.8
Yucatán,15.1,16.8,17.8,18.8,20.5,21.2,20.8,20.9,20.5,19.9,19.0,17.4,19.0
Zacatecas,3.1,4.6,6.1,9.6,12.2,13.2,12.5,12.3,12.2,10.4,6.3,4.2,8.9
Nacional,7.8,9.1,10.7,13.3,15.2,16.6,16.4,16.5,15.8,14.1,11.6,9.3,13.0
