Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.8,13.7,16.7,19.1,21.3,21.0,18.4,18.7,17.8,16.6,14.6,13.2,17.0
Baja California,12.9,14.1,14.3,17.2,18.9,22.3,25.0,24.8,24.1,21.8,17.1,12.7,18.8
Baja California Sur,16.3,16.7,18.3,20.7,21.9,25.1,26.9,28.0,27.5,25.1,20.5,17.1,22.0
Campeche,24.3,24.4,25.8,28.0,28.5,28.1,27.6,27.3,26.7,25.9,24.4,23.8,26.2
Coahuila,13.1,14.6,18.0,20.9,24.1,25.8,24.0,24.3,21.8,19.6,15.7,13.4,19.6
Colima,22.9,23.6,24.1,25.0,26.2,26.3,26.0,26.2,25.8,26.1,25.3,24.4,25.2
Chiapas,22.3,22.5,24.1,25.7,25.9,25.2,24.5,24.5,24.3,23.8,22.6,22.2,23.9
Chihuahua,8.9,10.4,13.8,17.7,21.5,24.5,22.3,21.7,19.8,17.0,12.5,9.5,16.6
Ciudad de México,13.5,14.5,16.6,17.5,18.2,17.5,16.5,17.3,16.4,15.7,14.4,13.1,15.9
Durango,11.7,12.3,16.2,18.6,21.8,23.0,20.3,20.4,19.1,17.0,13.8,11.8,17.2
Guanajuato,14.8,15.5,17.7,20.1,21.8,21.3,19.3,19.2,18.8,18.1,15.9,14.4,18.1
Guerrero,23.6,24.5,25.6,26.9,27.4,26.1,25.1,25.3,24.6,24.7,24.1,23.4,25.1
Hidalgo,13.8,14.0,16.8,18.7,19.5,18.5,17.4,17.5,17.0,15.7,14.1,13.4,16.3
Jalisco,16.7,17.7,19.8,21.9,23.7,23.7,21.6,21.9,21.2,20.5,18.5,17.2,20.4
Estado de México,12.2,12.9,14.9,16.4,16.9,16.1,15.1,15.4,15.0,14.5,13.2,12.2,14.6
Michoacán,17.5,18.3,20.2,22.1,23.1,22.2,20.7,21.1,20.2,19.7,18.0,17.1,20.0
Morelos,19.4,20.7,22.5,24.2,24.3,23.3,21.7,22.1,21.5,21.3,20.0,19.1,21.7
Nayarit,21.6,21.9,23.3,24.7,26.5,28.1,26.6,27.1,26.7,26.6,24.7,22.8,25.0
Nuevo León,13.5,15.2,18.7,21.7,24.3,25.5,24.3,24.9,22.3,20.0,15.9,13.7,20.0
Oaxaca,20.6,20.9,22.4,23.8,24.1,23.0,22.2,22.6,21.9,21.5,20.4,19.8,21.9
Puebla,15.2,16.3,18.2,19.8,20.2,19.4,18.4,18.4,18.0,17.0,15.8,15.0,17.6
Querétaro,15.0,15.6,18.3,20.5,21.2,20.3,18.5,18.9,18.3,17.0,15.5,14.6,17.8
Quintana Roo,23.8,23.8,24.9,26.4,27.8,27.7,27.4,27.5,26.9,26.0,24.1,23.3,25.8
San Luis Potosí,16.3,17.0,20.4,23.0,25.0,24.7,22.5,23.3,21.9,20.1,17.6,15.9,20.6
Sinaloa,19.0,19.7,21.2,24.2,26.6,30.1,28.5,29.3,28.2,27.2,23.2,20.1,24.8
Sonora,13.7,15.3,16.9,20.6,23.8,28.7,28.6,28.2,27.2,24.4,18.5,14.3,21.7
Tabasco,25.1,24.6,26.7,29.5,30.2,29.3,28.8,28.9,28.2,27.4,25.3,24.5,27.4
Tamaulipas,17.9,19.4,22.9,25.8,27.8,28.6,26.5,27.6,25.5,23.5,19.7,17.8,23.6
Tlaxcala,11.6,12.6,14.4,15.9,16.4,15.7,14.7,14.6,14.4,13.7,12.2,11.6,14.0
Veracruz,19.5,20.0,22.4,25.1,26.6,25.6,24.4,24.6,23.9,22.6,20.3,19.1,22.8
Yucatán,24.5,24.3,25.5,27.4,28.4,28.0,27.7,27.7,26.9,26.0,24.6,23.9,26.2
Zacatecas,12.7,13.3,16.5,18.8,21.5,21.6,18.9,19.2,18.4,17.0,14.7,13.2,17.1
Nacional,17.1,17.8,19.9,22.1,23.6,24.0,22.8,23.1,22.2,21.0,18.7,17.1,20.8
