Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,11.9,13.8,16.8,19.7,21.8,22.3,20.7,20.0,19.4,17.6,15.0,12.5,17.6
Baja California,13.1,12.9,13.9,15.2,17.9,20.9,24.8,25.8,23.3,20.4,16.3,12.7,18.1
Baja California Sur,16.9,17.3,18.4,19.7,22.3,26.0,28.0,28.5,27.0,24.9,20.7,16.6,22.2
Campeche,23.3,24.0,25.6,28.2,29.1,28.4,27.1,27.3,27.0,25.7,23.8,22.8,26.0
Coahuila,13.3,14.8,17.3,21.8,25.6,27.1,26.5,25.8,24.1,20.0,16.2,12.4,20.4
Colima,22.3,22.9,23.6,24.7,25.8,27.4,27.0,26.8,26.0,26.1,25.4,23.9,25.1
Chiapas,22.0,22.5,23.9,25.6,25.9,25.2,24.4,24.7,24.1,23.3,22.5,21.5,23.8
Chihuahua,9.8,11.1,13.8,17.2,21.8,24.9,24.1,23.4,22.6,18.1,14.1,9.3,17.5
Ciudad de México,12.7,14.2,16.4,19.1,19.7,19.1,17.3,16.9,16.5,15.2,14.2,12.7,16.2
Durango,10.7,12.9,15.1,18.8,22.1,23.4,22.0,21.5,20.5,17.7,14.3,10.9,17.5
Guanajuato,14.2,14.7,18.1,20.9,23.0,22.9,20.8,20.0,19.8,18.1,17.2,15.0,18.7
Guerrero,23.0,23.7,25.2,26.5,27.1,26.7,25.5,25.3,24.8,24.5,24.1,23.1,24.9
Hidalgo,13.1,14.5,16.8,19.3,19.9,19.7,17.8,17.9,17.2,15.1,14.3,12.8,16.5
Jalisco,16.0,17.4,19.6,21.9,23.7,24.6,22.7,22.4,22.0,21.2,19.0,17.0,20.6
Estado de México,11.2,12.4,14.6,17.0,17.6,17.4,15.8,15.8,15.3,14.0,12.9,11.4,14.6
Michoacán,15.9,17.1,19.7,21.7,23.3,23.0,21.0,20.6,20.5,19.4,18.1,16.2,19.7
Morelos,18.4,19.8,22.4,24.7,25.0,24.6,22.6,22.4,22.0,21.2,20.3,18.7,21.8
Nayarit,20.6,20.8,22.5,24.5,26.5,28.9,27.6,27.5,27.4,26.9,24.2,21.5,24.9
Nuevo León,14.8,16.5,18.5,22.5,25.5,26.5,25.8,26.0,23.7,20.2,17.6,13.6,20.9
Oaxaca,19.8,20.7,22.6,24.5,25.0,24.3,22.9,22.8,22.2,21.5,20.7,19.7,22.2
Puebla,14.1,15.3,17.4,20.1,20.9,20.5,18.5,19.1,18.2,16.6,15.3,14.1,17.5
Querétaro,14.2,15.2,18.2,20.9,22.3,21.9,20.0,19.9,18.9,16.7,15.7,14.0,18.2
Quintana Roo,23.1,23.5,24.2,26.5,27.6,27.5,27.0,27.2,27.4,25.9,23.8,22.8,25.5
San Luis Potosí,16.5,18.1,20.3,23.4,25.8,26.1,23.8,24.0,22.9,20.4,18.8,16.2,21.3
Sinaloa,19.2,19.5,21.1,22.9,26.1,30.1,29.6,29.2,29.2,28.2,23.8,19.2,24.8
Sonora,14.9,15.3,17.5,19.5,23.9,28.5,29.9,29.8,29.1,25.3,19.8,14.1,22.3
Tabasco,24.8,25.6,26.9,28.9,30.4,30.1,28.4,28.5,28.2,26.6,25.3,24.0,27.3
Tamaulipas,18.8,20.3,22.2,25.7,28.3,29.3,27.9,28.3,26.4,23.2,21.2,17.4,24.1
Tlaxcala,11.2,12.7,14.6,17.1,17.6,17.4,15.7,15.9,15.4,13.9,12.9,11.5,14.7
Veracruz,19.8,21.0,22.5,25.1,27.1,27.0,25.0,25.2,24.5,22.6,21.1,19.2,23.3
Yucatán,23.6,24.2,25.4,28.2,29.6,28.8,27.9,28.1,28.0,26.8,24.4,23.3,26.5
Zacatecas,11.4,13.2,15.7,19.0,21.5,22.7,20.6,20.4,19.3,17.8,14.7,12.3,17.4
Nacional,16.7,17.8,19.7,22.2,24.1,24.8,23.7,23.7,22.9,21.1,18.9,16.6,21.0
