Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,2.3,4.1,6.1,8.7,11.3,13.5,14.1,13.0,12.9,8.1,4.9,3.0,8.5
Baja California,7.5,6.4,8.7,10.1,11.8,16.1,19.7,20.3,18.5,14.8,9.4,5.9,12.4
Baja California Sur,9.6,9.7,11.3,13.3,15.0,18.2,21.8,23.1,22.8,19.1,13.6,10.7,15.7
Campeche,16.5,18.1,18.9,22.2,23.7,23.2,23.0,22.6,22.9,20.6,19.5,16.5,20.6
Coahuila,4.8,5.9,10.6,15.7,18.9,21.0,20.9,21.1,17.2,14.1,9.3,5.4,13.7
Colima,15.4,16.6,16.7,18.0,20.3,21.9,22.1,21.9,21.2,21.4,18.4,16.5,19.2
Chiapas,15.0,16.7,17.2,19.7,21.0,20.6,20.2,19.7,19.4,18.2,17.1,14.7,18.3
Chihuahua,0.6,1.2,5.3,9.6,12.1,17.2,17.8,17.0,18.6,9.7,3.7,0.9,9.5
Ciudad de México,6.9,8.5,9.7,12.0,13.8,13.6,13.0,13.0,12.7,9.8,8.2,5.6,10.5
Durango,1.0,1.9,5.1,8.4,11.4,15.1,15.4,14.9,13.5,8.9,3.7,1.0,8.3
Guanajuato,5.4,6.8,8.3,11.0,13.2,15.0,15.1,14.4,19.9,8.9,6.0,3.4,10.6
Guerrero,15.5,16.8,17.5,19.3,21.2,20.8,20.0,19.7,19.5,18.9,17.4,15.0,18.4
Hidalgo,6.1,7.0,8.0,11.6,13.2,13.0,13.4,12.8,12.3,8.2,6.8,4.6,9.7
Jalisco,7.0,8.6,9.9,12.1,14.7,16.6,17.0,16.2,16.2,12.8,9.6,7.9,12.4
Estado de México,3.0,4.4,5.3,7.6,9.7,9.5,10.1,9.3,8.6,5.4,4.0,2.1,6.6
Michoacán,5.5,7.0,8.6,13.0,13.6,14.5,14.9,14.2,13.8,10.3,7.5,5.5,10.7
Morelos,9.2,11.3,13.2,15.1,17.2,16.7,16.3,15.5,15.8,13.3,11.4,8.8,13.6
Nayarit,11.4,12.2,13.6,15.5,18.4,22.2,22.3,22.1,22.6,20.8,15.7,12.5,17.4
Nuevo León,6.3,7.4,11.4,16.2,20.0,21.3,21.6,21.4,20.1,15.1,10.4,6.5,14.8
Oaxaca,14.2,15.7,16.6,19.2,21.0,20.3,20.0,19.4,19.4,17.1,15.9,13.3,17.6
Puebla,6.4,7.6,8.9,11.5,12.9,12.9,13.2,12.7,12.4,9.0,8.0,5.7,10.1
Querétaro,6.0,7.2,8.8,12.5,14.5,14.3,15.2,14.0,13.0,9.6,7.0,5.7,10.6
Quintana Roo,17.7,18.6,19.0,22.9,24.2,24.3,24.2,23.9,23.8,21.4,19.9,17.4,21.4
San Luis Potosí,9.4,9.5,12.9,17.3,19.4,19.6,19.9,19.5,20.8,14.8,12.1,8.5,15.3
Sinaloa,9.6,9.6,11.9,14.6,17.1,23.0,23.9,23.6,21.6,19.5,13.2,9.5,16.4
Sonora,4.9,5.2,8.2,11.3,13.3,19.6,23.0,22.6,21.2,14.7,8.1,5.1,13.1
Tabasco,17.5,18.8,19.4,22.7,23.8,23.4,22.9,22.6,22.8,21.4,20.1,16.8,21.0
Tamaulipas,10.1,10.4,14.4,19.3,21.9,23.0,23.1,23.2,22.1,17.5,14.0,10.6,17.4
Tlaxcala,2.4,3.8,4.3,7.0,8.3,8.6,9.3,8.7,8.7,4.8,3.3,0.9,5.8
Veracruz,13.2,13.8,15.4,19.2,20.6,20.4,20.3,20.0,19.8,17.2,15.7,13.2,17.4
Yucatán,15.4,16.7,16.7,20.7,22.3,22.8,22.5,21.9,22.4,19.6,18.3,15.2,19.5
Zacatecas,1.5,3.2,5.3,8.0,10.8,13.1,13.5,12.6,12.1,7.4,3.4,1.7,7.7
Nacional,7.5,8.2,10.8,14.2,16.4,18.8,19.5,19.1,18.5,14.3,10.4,7.5,13.7
