Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.1,13.7,16.6,19.4,21.9,22.2,20.6,20.7,20.1,17.4,15.1,13.4,17.8
Baja California,14.0,12.5,15.6,17.0,19.2,23.6,26.3,27.3,25.7,21.6,15.7,12.9,19.3
Baja California Sur,17.2,17.3,19.3,21.0,22.9,25.2,28.1,29.2,28.8,25.9,20.7,17.5,22.8
Campeche,22.5,24.1,25.6,29.1,30.3,28.9,28.4,28.2,27.9,25.9,24.9,22.5,26.5
Coahuila,12.3,14.1,19.5,24.1,26.9,28.4,27.5,28.5,24.6,22.3,17.6,13.4,21.6
Colima,23.1,23.5,23.9,25.1,26.8,27.3,26.8,26.8,25.8,27.0,25.1,23.5,25.4
Chiapas,21.6,23.2,24.2,26.4,27.2,25.9,25.3,24.9,25.0,23.4,23.0,21.2,24.3
Chihuahua,9.8,11.0,15.6,19.5,22.3,26.2,24.7,24.6,25.0,19.1,13.4,10.7,18.5
Ciudad de México,13.9,15.6,17.7,19.5,21.1,19.7,18.1,18.5,17.8,16.4,15.2,13.4,17.2
Durango,10.7,12.0,15.7,19.0,21.8,24.0,22.4,22.6,20.9,18.3,13.9,11.5,17.7
Guanajuato,13.2,14.1,17.6,20.0,22.5,23.1,20.6,21.0,24.9,17.9,15.8,13.7,18.7
Guerrero,22.7,23.9,24.9,26.6,28.0,26.6,25.1,24.9,24.1,25.2,24.3,22.4,24.9
Hidalgo,13.8,15.1,17.2,20.1,21.5,20.3,18.8,19.1,18.4,16.1,15.0,13.5,17.4
Jalisco,16.0,17.4,19.8,21.8,24.3,24.2,22.7,22.6,22.4,20.5,18.2,17.4,20.6
Estado de México,10.6,12.3,14.4,16.2,18.1,16.6,15.5,15.3,14.6,13.1,12.3,11.3,14.2
Michoacán,14.8,15.8,18.4,22.4,22.9,22.0,20.7,20.5,20.3,18.7,16.9,15.6,19.1
Morelos,17.9,19.7,22.5,24.1,25.6,23.8,22.2,21.8,21.8,20.9,20.0,17.9,21.5
Nayarit,20.5,21.1,22.9,24.6,27.0,28.5,27.4,27.6,27.8,27.2,24.0,21.2,25.0
Nuevo León,13.3,15.1,20.0,23.6,27.2,28.2,27.3,28.6,26.7,22.5,18.5,14.4,22.1
Oaxaca,20.8,22.4,24.0,26.5,27.9,25.9,25.0,24.7,24.2,23.3,22.6,20.6,24.0
Puebla,13.4,15.2,17.2,19.6,20.9,19.8,18.9,19.0,18.4,16.7,15.8,14.2,17.4
Querétaro,14.2,15.2,17.6,20.8,22.8,21.3,20.6,20.4,19.5,17.7,15.8,15.0,18.4
Quintana Roo,23.3,24.2,24.8,27.9,29.0,28.6,28.5,28.8,28.7,26.5,25.4,23.3,26.6
San Luis Potosí,16.2,17.0,21.4,25.3,27.3,26.8,25.3,26.0,27.0,22.3,19.8,16.8,22.6
Sinaloa,19.0,19.1,21.9,23.7,26.4,29.3,29.7,29.3,27.4,27.3,22.3,18.7,24.5
Sonora,13.8,14.2,18.2,20.9,23.7,28.8,30.1,29.8,28.9,23.9,17.1,13.8,21.9
Tabasco,21.8,23.3,24.8,28.5,29.7,28.7,27.8,27.5,27.0,25.6,24.5,21.8,25.9
Tamaulipas,16.3,16.9,21.7,25.8,28.2,29.0,28.2,29.1,27.9,24.3,21.1,17.4,23.8
Tlaxcala,11.1,12.7,14.3,16.6,17.8,16.7,15.9,16.1,15.4,13.8,12.6,11.3,14.5
Veracruz,18.1,19.0,21.5,25.2,26.7,25.9,24.9,25.1,24.5,22.5,21.1,18.6,22.8
Yucatán,22.0,23.3,24.4,28.2,29.3,28.6,27.7,27.8,27.6,25.1,24.1,21.6,25.8
Zacatecas,11.3,12.7,15.8,18.6,21.4,21.8,20.0,20.1,19.1,16.6,13.9,12.5,17.0
Nacional,15.6,16.4,19.6,22.7,24.8,26.1,25.5,25.7,24.8,21.9,18.4,16.2,21.5
