Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,12.2,14.2,15.9,18.7,21.0,19.6,18.4,19.1,19.0,17.3,15.3,13.2,17.0
Baja California,12.9,13.0,14.7,17.7,19.2,22.9,25.4,26.1,21.5,19.0,15.2,12.8,18.4
Baja California Sur,17.1,17.3,19.3,22.0,22.8,25.1,27.8,28.5,27.1,23.8,20.8,17.8,22.4
Campeche,22.7,24.6,25.9,27.5,28.6,28.0,27.6,27.8,27.4,26.6,25.9,24.5,26.4
Coahuila,10.3,13.9,17.8,20.9,23.5,24.0,24.4,25.0,23.4,19.7,17.2,12.7,19.4
Colima,22.7,22.5,23.2,24.5,25.6,26.7,25.8,26.5,26.0,25.4,24.9,23.8,24.8
Chiapas,20.9,22.4,23.3,24.8,25.4,24.7,24.2,24.3,24.1,23.8,23.3,22.5,23.6
Chihuahua,7.5,10.0,13.2,17.2,20.6,23.0,22.5,22.7,20.2,16.1,12.0,7.9,16.1
Ciudad de México,12.5,14.3,15.9,16.8,17.8,17.4,16.4,16.9,16.9,16.2,15.0,13.6,15.8
Durango,9.9,12.2,15.1,17.8,21.1,21.7,20.3,21.1,20.0,17.4,14.3,10.7,16.8
Guanajuato,13.6,15.2,18.2,19.0,21.3,20.0,18.8,19.2,18.9,18.2,16.0,14.4,17.7
Guerrero,22.7,23.5,24.5,26.2,26.6,25.5,24.6,24.7,24.6,24.8,24.3,23.5,24.6
Hidalgo,11.6,13.9,15.0,17.2,18.2,17.7,16.6,17.0,16.9,15.8,14.5,13.4,15.6
Jalisco,16.1,17.5,19.3,21.6,23.6,22.7,21.5,22.0,22.0,20.8,19.1,17.2,20.3
Estado de México,11.8,13.0,14.4,16.1,16.8,16.0,15.3,15.5,15.5,14.9,13.9,12.7,14.6
Michoacán,16.7,17.8,19.4,21.8,22.8,21.7,20.5,20.7,20.7,19.9,18.6,17.2,19.8
Morelos,18.2,19.8,21.3,23.5,23.9,22.3,21.4,21.9,21.3,21.1,20.3,19.2,21.2
Nayarit,20.5,20.9,22.3,24.5,26.1,27.2,26.7,26.8,26.5,25.8,23.3,20.6,24.3
Nuevo León,12.0,14.9,18.5,21.5,23.6,24.2,24.8,25.6,24.1,20.6,17.4,12.7,20.0
Oaxaca,19.0,20.3,21.1,23.2,23.4,22.7,22.2,22.3,22.2,21.8,21.0,19.9,21.6
Puebla,14.0,15.6,16.8,18.5,19.8,19.1,18.1,18.3,18.4,17.3,16.2,14.8,17.2
Querétaro,13.0,15.8,17.4,19.8,20.7,19.8,19.8,19.6,19.3,17.9,16.5,14.5,17.8
Quintana Roo,22.0,23.6,24.7,25.7,27.0,27.5,27.3,27.1,26.8,25.9,25.2,23.9,25.6
San Luis Potosí,14.3,16.9,19.5,21.8,23.7,23.1,22.3,23.5,22.8,20.9,19.1,16.0,20.3
Sinaloa,19.0,19.4,21.3,24.4,26.3,28.7,28.6,28.6,27.8,26.1,22.8,19.6,24.4
Sonora,14.8,15.2,18.0,21.8,24.4,28.8,28.9,29.0,26.3,22.3,17.7,14.1,21.8
Tabasco,22.3,24.7,25.9,27.9,29.1,28.8,28.3,28.4,28.0,27.3,26.2,24.3,26.8
Tamaulipas,15.4,18.4,22.2,24.9,26.6,27.3,27.0,28.2,27.1,24.2,21.5,16.9,23.3
Tlaxcala,10.4,11.8,12.8,14.7,15.6,15.3,14.3,14.7,14.6,13.8,12.8,11.5,13.5
Veracruz,17.6,19.9,21.5,24.2,25.4,25.0,24.0,24.4,24.1,22.9,21.5,19.2,22.5
Yucatán,22.1,24.0,25.3,26.5,27.8,28.0,27.5,27.5,27.0,26.4,25.5,23.8,25.9
Zacatecas,12.0,13.9,15.9,18.7,21.3,20.3,19.1,19.7,19.5,17.7,15.1,12.9,17.2
Nacional,15.9,17.5,19.3,21.6,23.1,23.3,22.8,23.2,22.5,21.0,19.1,16.9,20.5
