Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.8,14.8,17.2,18.6,21.7,22.5,19.9,20.5,18.9,17.4,15.9,13.2,17.9
Baja California,13.7,15.1,18.9,19.9,21.2,24.5,27.5,26.3,24.3,21.8,18.2,15.7,20.6
Baja California Sur,17.4,18.7,21.1,22.3,23.1,26.1,29.1,30.2,27.6,27.4,23.9,20.4,23.9
Campeche,25.2,26.7,27.4,29.4,30.8,29.2,28.9,29.3,28.9,27.3,25.0,24.3,27.7
Coahuila,15.6,18.2,20.4,23.0,25.7,28.1,28.1,27.8,25.7,21.0,18.5,13.5,22.1
Colima,25.0,24.9,26.2,24.9,26.5,28.6,28.7,28.3,27.7,28.2,27.8,25.9,26.9
Chiapas,23.1,25.1,25.6,26.7,27.9,26.6,26.6,26.7,26.5,25.5,24.4,22.9,25.6
Chihuahua,11.7,14.1,18.0,20.5,22.1,26.9,24.6,23.4,22.6,20.4,16.8,11.2,19.3
Ciudad de México,15.4,16.8,17.0,18.9,20.3,19.5,18.0,18.7,17.6,16.9,15.7,13.8,17.4
Durango,13.0,14.3,17.1,19.4,21.9,24.6,22.6,22.1,20.6,19.2,16.2,12.4,18.6
Guanajuato,15.5,17.0,19.0,20.7,23.5,22.9,20.5,21.1,20.1,18.8,17.1,15.1,19.3
Guerrero,23.4,24.0,25.5,26.0,27.1,26.0,25.5,25.2,24.5,24.8,24.2,22.7,24.9
Hidalgo,16.2,16.2,17.3,19.8,23.5,22.9,21.0,22.0,20.3,18.9,17.4,15.2,19.2
Jalisco,17.7,18.9,21.4,22.2,25.0,25.9,23.6,24.0,23.0,22.3,20.4,18.3,21.9
Estado de México,12.3,13.1,14.3,15.9,18.2,17.4,16.2,16.8,15.9,15.1,13.1,12.7,15.1
Michoacán,17.5,18.1,20.3,21.5,24.0,23.7,21.6,22.1,21.3,20.7,18.9,16.8,20.5
Morelos,19.2,21.4,23.4,24.4,25.3,23.1,22.4,22.6,22.3,21.6,20.5,18.9,22.1
Nayarit,23.0,23.6,25.7,26.0,27.7,29.8,29.3,29.1,28.5,29.1,27.6,22.8,26.8
Nuevo León,16.4,20.0,21.7,23.5,25.9,28.0,27.6,28.4,26.0,21.5,19.4,14.5,22.7
Oaxaca,20.6,22.1,23.2,24.5,25.6,24.8,24.0,24.0,23.7,22.7,21.1,19.3,23.0
Puebla,15.9,17.2,18.2,19.8,21.5,20.4,19.2,19.9,19.0,18.1,16.8,14.9,18.4
Querétaro,16.7,18.2,19.5,21.6,24.7,23.6,21.5,22.2,20.5,19.1,17.4,15.1,20.0
Quintana Roo,25.9,27.0,26.9,28.5,29.9,30.0,30.4,30.6,30.1,28.0,26.1,25.3,28.2
San Luis Potosí,20.0,22.1,23.3,25.8,27.9,28.7,26.6,27.8,25.6,23.0,21.6,18.2,24.3
Sinaloa,19.7,20.8,23.7,24.6,26.5,29.8,30.6,30.3,29.4,29.5,26.0,22.0,26.1
Sonora,14.1,17.3,20.9,22.6,24.2,30.2,29.6,29.7,27.8,26.3,22.0,16.4,23.4
Tabasco,24.5,26.0,26.8,28.8,29.8,28.6,28.6,28.7,28.2,26.6,25.0,24.0,27.1
Tamaulipas,19.9,22.9,23.8,25.9,27.9,29.9,29.1,30.2,28.1,24.0,22.6,18.1,25.2
Tlaxcala,11.9,13.2,15.2,15.5,18.3,16.6,15.6,16.4,16.0,14.3,12.3,12.0,14.8
Veracruz,20.5,21.8,22.3,24.5,26.2,25.6,24.3,25.2,24.1,22.5,21.1,18.8,23.1
Yucatán,24.2,25.7,26.0,28.2,29.4,28.4,28.0,28.3,28.1,26.3,24.0,23.4,26.7
Zacatecas,13.7,14.6,17.1,18.8,21.9,23.0,20.7,21.0,19.3,17.9,15.9,13.3,18.1
Nacional,17.2,19.1,21.2,23.0,24.9,26.7,25.9,25.9,24.6,22.9,20.4,17.3,22.4
