Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,4.4,5.1,7.6,10.5,14.9,16.2,14.8,13.8,14.3,9.7,8.1,5.4,10.4
Baja California,6.6,7.9,8.6,10.1,12.9,17.5,21.0,20.2,17.8,14.0,7.5,6.4,12.5
Baja California Sur,11.6,12.5,13.3,14.7,17.9,19.8,23.3,24.1,22.7,21.4,14.9,12.9,17.4
Campeche,20.2,17.9,22.5,23.8,26.3,25.0,24.6,24.3,24.6,23.0,21.3,19.0,22.7
Coahuila,5.5,10.3,13.1,17.7,22.8,15.1,22.7,24.0,20.7,17.0,13.2,9.7,16.0
Colima,18.4,18.2,17.0,18.8,20.1,19.7,23.4,23.8,24.0,22.9,22.0,20.0,20.7
Chiapas,17.8,16.5,20.1,21.4,23.1,22.1,21.5,21.4,21.5,20.8,19.3,17.2,20.2
Chihuahua,1.1,4.0,6.2,9.3,14.0,23.9,19.5,19.3,15.8,11.8,5.1,2.6,11.1
Ciudad de México,9.2,9.2,12.1,13.6,16.1,22.3,13.8,13.7,14.3,11.4,9.8,8.2,12.8
Durango,2.6,4.6,6.4,10.0,13.9,16.1,15.7,15.9,15.1,10.5,6.7,3.8,10.1
Guanajuato,7.0,7.9,10.0,13.1,16.9,21.6,15.3,14.6,15.0,11.1,9.7,7.3,12.5
Guerrero,16.6,16.9,17.7,19.7,21.4,16.6,20.9,20.2,20.8,19.3,18.7,16.3,18.8
Hidalgo,8.5,8.7,11.9,13.1,17.6,15.9,15.7,15.1,16.2,12.3,10.5,8.0,12.8
Jalisco,8.9,9.9,10.7,13.2,16.1,18.5,18.0,17.5,18.0,14.5,13.0,10.7,14.1
Estado de México,4.4,4.1,6.4,8.9,11.6,11.4,11.0,10.6,11.4,7.8,5.2,4.7,8.1
Michoacán,8.6,9.2,9.8,12.9,15.5,16.3,15.2,15.0,15.3,12.2,10.7,8.3,12.4
Morelos,12.1,12.5,14.5,17.1,19.7,19.2,17.5,17.3,17.7,15.2,13.1,10.6,15.5
Nayarit,13.0,14.4,13.6,15.0,18.0,22.3,23.5,23.5,23.8,22.7,18.7,15.2,18.6
Nuevo León,6.9,10.2,13.7,17.3,22.7,22.8,21.5,21.7,21.2,16.0,15.0,11.4,16.7
Oaxaca,14.4,13.6,16.4,18.1,20.3,20.1,19.1,18.9,19.2,17.4,15.3,13.4,17.2
Puebla,8.7,8.2,11.3,13.0,15.9,14.8,14.1,13.4,14.2,11.6,9.2,7.4,11.8
Querétaro,8.7,9.2,12.3,14.6,19.2,17.9,16.6,16.0,16.7,12.4,11.2,9.2,13.7
Quintana Roo,21.3,19.3,23.6,23.6,26.5,25.7,25.5,25.1,25.4,23.7,22.1,19.9,23.5
San Luis Potosí,11.4,12.3,16.9,18.6,23.6,24.1,20.3,19.7,19.8,16.1,15.3,12.8,17.6
Sinaloa,10.9,11.7,11.9,14.2,18.0,22.4,25.3,24.8,24.1,22.7,14.7,11.7,17.7
Sonora,5.2,7.5,8.3,10.4,13.5,21.3,25.0,24.5,21.6,17.9,7.8,5.7,14.1
Tabasco,20.7,19.0,23.3,24.2,26.5,25.2,24.3,24.2,24.7,23.1,22.0,19.8,23.1
Tamaulipas,10.8,13.8,17.7,20.3,25.5,25.4,24.1,24.3,23.7,19.7,18.6,15.3,19.9
Tlaxcala,4.8,4.0,7.3,9.0,11.2,10.9,10.8,9.9,10.8,7.6,4.8,3.2,7.9
Veracruz,14.3,13.9,18.0,19.2,23.0,21.7,20.2,20.4,21.2,18.8,16.8,15.0,18.5
Yucatán,19.1,16.0,22.0,22.1,25.3,24.7,24.2,23.8,24.2,22.4,20.8,18.0,21.9
Zacatecas,4.5,5.2,6.8,10.2,14.9,16.5,15.2,14.3,14.3,9.5,7.9,5.2,10.4
Nacional,8.9,10.2,12.5,14.8,18.5,20.6,20.6,20.5,19.4,16.3,12.4,9.9,15.4
