Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,4.9,5.0,5.0,8.3,12.0,13.6,13.3,12.8,13.4,10.5,8.4,4.6,9.3
Baja California,5.5,6.3,9.2,11.1,14.6,16.9,19.0,18.4,19.3,13.2,10.8,8.6,12.8
Baja California Sur,9.4,9.5,12.6,13.5,16.2,19.8,22.6,23.2,22.3,18.4,15.9,12.5,16.3
Campeche,17.6,18.7,18.2,21.6,22.5,22.7,22.3,22.6,22.8,22.2,21.8,20.8,21.1
Coahuila,4.5,7.5,9.7,13.9,17.5,21.2,20.5,21.0,19.1,15.3,9.1,5.5,13.7
Colima,18.4,16.9,17.4,17.6,19.6,22.8,22.8,22.5,22.6,22.9,21.6,20.3,20.4
Chiapas,17.4,17.4,17.4,20.0,21.0,20.9,20.4,20.3,20.5,20.4,18.9,17.0,19.3
Chihuahua,0.4,1.8,5.3,8.5,12.1,18.2,17.8,17.0,15.5,9.7,6.3,2.4,9.6
Ciudad de México,7.4,8.5,9.0,12.0,12.6,12.6,11.8,12.1,12.0,11.9,9.8,8.6,10.7
Durango,1.8,4.0,5.0,8.3,11.4,15.7,15.1,14.4,14.0,10.5,7.0,4.0,9.3
Guanajuato,7.3,7.7,8.0,11.3,13.8,15.0,14.2,13.9,14.7,12.1,10.0,7.1,11.3
Guerrero,17.2,17.4,17.9,19.9,20.3,20.7,20.1,20.2,19.8,20.0,18.8,17.2,19.1
Hidalgo,6.2,7.0,8.2,12.0,13.2,14.0,13.6,12.9,14.1,11.7,9.6,7.6,10.9
Jalisco,9.0,8.7,9.3,12.0,15.1,17.6,16.1,16.0,16.4,14.9,12.7,9.4,13.1
Estado de México,4.6,4.7,5.5,7.8,9.4,10.9,10.6,10.4,11.2,8.9,6.4,4.7,7.9
Michoacán,9.0,8.7,9.6,12.4,13.9,16.5,15.2,15.0,15.1,14.7,12.1,9.3,12.6
Morelos,11.1,11.6,12.3,15.2,15.8,16.0,15.2,15.2,16.0,14.8,13.4,12.0,14.1
Nayarit,14.5,14.3,14.5,16.5,19.2,22.8,22.9,22.8,23.0,22.7,20.3,17.2,19.2
Nuevo León,7.5,10.6,10.6,14.6,18.2,20.9,21.0,20.7,19.4,16.2,10.8,7.8,14.8
Oaxaca,14.6,15.8,15.8,18.7,19.4,19.4,18.8,18.7,18.9,18.2,15.9,14.0,17.4
Puebla,7.7,8.3,9.3,12.6,12.7,13.5,13.2,13.2,13.8,12.3,10.2,8.8,11.3
Querétaro,7.8,8.4,8.5,12.5,14.1,15.0,14.6,14.2,14.9,12.5,10.6,7.4,11.7
Quintana Roo,20.5,21.1,19.2,23.4,23.5,24.4,24.2,24.1,24.2,24.1,22.6,22.2,22.8
San Luis Potosí,8.6,11.2,12.8,17.3,18.8,20.9,20.2,19.9,19.9,16.7,13.9,11.3,15.9
Sinaloa,9.8,9.7,11.7,14.0,17.5,23.2,23.7,23.4,23.0,19.9,17.6,13.4,17.2
Sonora,4.1,4.6,9.7,11.4,15.7,22.0,23.5,22.8,21.0,13.6,11.8,7.0,13.9
Tabasco,19.7,20.0,18.9,22.5,23.3,23.2,23.0,22.9,23.5,23.1,21.2,20.2,21.8
Tamaulipas,11.7,15.0,14.5,17.9,20.8,23.4,23.4,23.3,22.6,19.5,14.4,11.5,18.2
Tlaxcala,3.6,4.5,4.6,8.4,9.0,9.2,8.7,8.8,10.7,8.3,6.0,3.9,7.1
Veracruz,14.2,16.2,15.0,18.4,19.6,20.3,19.9,19.8,20.1,19.2,15.8,14.0,17.7
Yucatán,17.6,18.0,16.5,20.7,21.3,21.8,21.4,21.4,21.5,20.9,20.3,19.3,20.1
Zacatecas,3.6,4.2,4.8,7.6,11.3,13.8,13.4,12.8,13.2,10.4,8.1,4.8,9.0
Nacional,8.2,9.4,10.9,13.8,16.4,19.4,19.4,19.1,18.6,15.4,12.6,9.7,14.4
