Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,13.0,14.7,16.1,17.4,20.5,21.3,20.4,20.0,19.4,17.5,15.3,12.9,17.4
Baja California,13.6,14.3,16.5,17.8,21.5,22.7,25.3,26.8,24.7,20.0,16.5,13.3,19.4
Baja California Sur,16.8,17.7,19.6,20.4,23.9,25.7,28.3,28.9,27.3,24.6,21.2,17.3,22.6
Campeche,23.5,24.8,26.1,27.5,28.1,27.5,27.1,27.0,27.1,25.9,24.9,23.6,26.1
Coahuila,11.5,14.1,16.2,18.7,24.0,25.7,26.3,25.6,23.6,19.1,15.7,11.4,19.3
Colima,22.2,23.3,23.7,24.2,26.6,27.3,26.8,26.6,26.3,25.7,25.2,23.5,25.1
Chiapas,21.9,22.7,23.9,25.1,25.2,24.7,24.5,24.5,24.5,23.6,23.0,22.0,23.8
Chihuahua,9.4,12.0,14.4,16.3,22.5,24.8,24.4,23.0,21.7,17.2,13.3,8.4,17.3
Ciudad de México,12.4,14.6,16.1,16.6,17.3,16.9,16.5,16.3,16.5,15.0,13.9,13.2,15.4
Durango,10.9,13.6,15.0,16.6,21.1,22.6,22.2,21.3,20.2,16.3,14.0,10.0,17.0
Guanajuato,14.4,16.4,17.5,19.6,22.6,21.3,20.8,19.9,19.7,17.9,15.9,15.6,18.5
Guerrero,22.9,24.4,25.4,26.3,27.2,26.2,25.8,25.6,25.4,24.7,24.2,23.6,25.1
Hidalgo,12.7,14.5,15.8,17.0,18.2,18.4,17.8,17.4,17.5,15.8,14.4,13.6,16.1
Jalisco,16.0,18.2,19.4,20.3,23.4,23.8,22.8,22.4,22.3,20.5,18.7,16.7,20.4
Estado de México,11.1,13.2,14.2,15.1,16.2,16.2,15.8,15.4,15.6,14.3,13.0,12.1,14.3
Michoacán,15.7,18.0,19.1,20.1,22.5,22.1,21.1,20.7,20.8,19.4,18.3,16.8,19.5
Morelos,18.3,20.3,21.8,23.1,24.0,23.0,22.2,22.3,22.1,21.3,20.4,19.3,21.5
Nayarit,20.6,22.2,23.4,24.4,27.6,28.7,27.7,27.4,27.5,26.5,24.0,21.4,25.1
Nuevo León,12.6,15.2,17.2,19.3,23.6,25.1,26.0,25.2,24.0,20.1,16.7,13.4,19.9
Oaxaca,19.0,20.2,21.7,22.8,23.4,22.9,22.4,22.4,22.4,21.5,20.6,19.6,21.6
Puebla,14.3,15.9,17.3,18.2,19.1,19.2,18.4,18.3,18.3,17.2,16.2,15.3,17.3
Querétaro,14.1,16.3,17.5,19.2,21.2,21.4,20.8,20.3,19.9,17.7,16.9,14.8,18.3
Quintana Roo,22.6,23.6,24.8,26.6,27.4,27.6,27.5,27.4,27.3,26.2,24.8,23.2,25.7
San Luis Potosí,15.5,17.6,19.5,21.0,23.9,24.6,24.0,23.7,23.0,20.5,18.8,15.7,20.6
Sinaloa,18.9,20.6,22.4,23.8,28.0,30.9,30.2,29.3,29.0,27.1,23.5,19.3,25.2
Sonora,14.6,16.3,19.1,20.9,26.2,29.5,30.2,29.5,27.9,23.6,18.8,13.8,22.5
Tabasco,23.3,24.7,26.4,28.3,29.1,29.0,28.6,28.7,28.7,27.1,25.8,24.1,27.0
Tamaulipas,16.0,18.9,21.1,22.8,26.6,28.1,28.5,27.9,26.7,23.5,20.6,17.1,23.1
Tlaxcala,11.1,12.9,13.9,14.9,15.9,15.7,15.3,15.1,15.5,14.1,12.9,12.0,14.1
Veracruz,18.3,19.7,21.4,23.4,25.2,25.6,24.8,24.6,24.6,23.0,21.3,19.1,22.6
Yucatán,23.2,24.2,25.6,27.4,27.9,28.0,27.7,27.5,27.7,26.4,25.2,23.6,26.2
Zacatecas,11.5,14.1,15.2,16.6,20.7,21.5,20.8,20.2,19.3,16.7,14.6,11.8,16.9
Nacional,16.3,18.1,19.6,21.0,23.4,24.0,23.8,23.5,23.0,20.9,19.1,16.8,20.8
