Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,1.6,4.4,6.8,9.8,11.8,13.5,12.4,12.1,11.6,9.1,5.2,2.5,8.4
Baja California,5.1,5.9,6.2,8.5,11.1,13.8,16.5,17.2,15.4,11.7,7.1,5.5,10.3
Baja California Sur,7.6,8.9,9.2,11.1,12.9,17.0,19.6,20.5,19.9,16.1,11.1,8.2,13.5
Campeche,15.9,16.5,18.3,20.2,21.6,21.0,20.7,20.8,20.9,19.6,17.7,16.0,19.1
Coahuila,3.7,6.5,9.4,13.4,16.6,18.4,18.5,18.2,16.5,11.7,7.0,3.4,11.9
Colima,13.4,14.8,14.4,15.6,17.6,20.9,20.9,20.6,20.6,20.3,17.3,15.0,17.6
Chiapas,14.5,15.0,16.1,17.6,18.6,18.5,18.2,18.4,18.6,17.8,16.5,14.7,17.0
Chihuahua,0.0,2.6,4.5,8.6,12.6,15.8,16.4,15.6,14.2,8.2,3.1,-0.8,8.4
Ciudad de México,4.8,6.3,8.2,10.2,10.7,11.4,10.5,11.1,10.6,9.2,7.3,4.5,8.7
Durango,0.2,3.1,5.5,9.0,12.0,14.2,13.6,13.4,12.4,7.5,3.7,0.4,7.9
Guanajuato,3.8,6.1,8.1,10.8,12.2,13.5,12.2,12.3,11.3,8.6,5.5,4.0,9.0
Guerrero,14.8,15.9,16.7,18.1,19.4,19.4,18.9,18.9,19.0,18.2,17.0,15.2,17.6
Hidalgo,3.6,5.1,7.4,9.0,10.3,11.4,10.4,10.4,10.1,7.9,6.1,3.9,7.9
Jalisco,5.6,8.0,8.9,11.3,13.6,16.4,15.4,15.2,14.9,12.9,9.0,6.8,11.5
Estado de México,1.5,3.0,5.1,6.8,8.0,9.4,8.5,8.9,8.4,6.6,4.3,1.7,6.0
Michoacán,5.7,7.8,9.3,11.4,13.3,14.5,13.4,13.3,13.2,11.4,8.5,6.0,10.6
Morelos,8.9,10.6,12.8,14.6,15.7,16.4,15.2,15.5,15.6,13.7,12.0,9.1,13.3
Nayarit,10.9,12.0,12.4,14.3,17.3,21.1,20.9,21.0,21.2,19.7,15.6,12.2,16.5
Nuevo León,6.0,9.0,12.0,14.5,16.9,17.9,17.6,17.4,16.1,12.5,8.8,4.7,12.8
Oaxaca,11.1,12.1,14.1,15.6,16.6,16.8,16.4,16.4,16.5,15.4,14.0,12.3,14.8
Puebla,5.2,6.4,8.9,10.4,11.6,12.2,11.2,11.7,11.6,9.6,7.9,5.9,9.4
Querétaro,5.0,6.3,9.4,11.3,12.9,13.6,12.5,12.4,11.7,9.7,7.8,5.5,9.8
Quintana Roo,16.3,16.1,17.2,19.0,20.8,21.0,20.9,21.0,21.4,19.9,17.9,16.4,19.0
San Luis Potosí,7.6,9.5,12.6,14.4,16.5,17.7,16.6,16.5,15.8,13.4,11.0,8.0,13.3
Sinaloa,8.5,10.2,11.2,13.1,16.7,22.2,23.0,22.7,23.1,20.5,14.3,10.0,16.3
Sonora,4.3,5.9,7.4,10.3,14.1,20.1,22.2,21.9,20.7,15.6,8.0,4.7,12.9
Tabasco,18.8,19.5,20.5,21.7,23.0,22.4,22.0,21.8,21.9,20.9,19.9,18.6,20.9
Tamaulipas,11.0,13.3,16.5,18.2,20.7,21.4,20.9,20.9,19.7,16.2,13.8,9.7,16.8
Tlaxcala,0.9,2.3,4.4,5.9,7.2,8.5,7.1,7.6,7.7,5.6,3.9,1.2,5.2
Veracruz,13.3,14.5,16.9,18.1,20.0,19.8,19.2,19.3,19.1,17.2,15.8,13.4,17.2
Yucatán,16.0,16.0,17.9,19.7,21.5,21.1,20.9,21.0,21.3,19.8,17.7,16.0,19.0
Zacatecas,0.9,3.8,5.3,8.6,10.8,13.7,12.3,12.2,11.3,8.6,4.5,1.8,7.8
Nacional,7.7,9.3,11.0,13.1,15.1,16.7,16.4,16.5,16.0,13.6,10.6,8.1,12.8
